"","type","length","name","instances","proportion","songs","proportion.cumulative","rank","proportion.zm"
"1484","relative rhythm",2,"x0.18",2,6.67114030626956e-05,2,0.998832554832509,69,8.07107145886479e-05
"1485","relative rhythm",2,"x0.86",3,6.55485109500114e-05,2,0.998898103343459,70,7.78959888518562e-05
"1486","relative rhythm",2,"x13.00",3,6.37047802927214e-05,2,0.998961808123751,71,7.52166689669178e-05
"1487","relative rhythm",2,"x35.00",1,6.09681746128521e-05,1,0.999022776298364,72,7.26644979273929e-05
"1488","relative rhythm",2,"x0.89",2,5.74519135863626e-05,2,0.999080228211951,73,7.02318256911441e-05
"1489","relative rhythm",2,"x30.00",3,5.65454510994939e-05,2,0.99913677366305,74,6.79115571587571e-05
"1490","relative rhythm",2,"x15.00",4,5.59359807341535e-05,2,0.999192709643784,75,6.56971052286965e-05
"1491","relative rhythm",2,"x1.80",3,5.35366846086163e-05,2,0.999246246328393,76,6.3582348374995e-05
"1492","relative rhythm",2,"x0.16",4,5.20711291624359e-05,1,0.999298317457555,77,6.15615922600272e-05
"1493","relative rhythm",2,"x1.60",4,5.20711291624359e-05,1,0.999350388586718,78,5.96295349528962e-05
"1494","relative rhythm",2,"x2.78",4,5.20711291624359e-05,1,0.99940245971588,79,5.77812353744113e-05
"1495","relative rhythm",2,"x0.30",2,5.15451329802608e-05,2,0.99945400484886,80,5.60120846336181e-05
"1496","relative rhythm",2,"x1.17",2,5.01401904569451e-05,2,0.999504145039317,81,5.43177799592493e-05
"1497","relative rhythm",2,"x0.07",3,4.62249614791988e-05,1,0.999550370000797,82,5.26943009630653e-05
"1498","relative rhythm",2,"x0.56",2,3.78580654486538e-05,2,0.999588228066245,83,5.11378880014989e-05
"1499","relative rhythm",2,"x0.83",2,3.48747994699031e-05,1,0.999623102865715,84,4.96450224278616e-05
"1500","relative rhythm",2,"x0.15",1,3.47318699638789e-05,1,0.999657834735679,85,4.82124085500875e-05
"1501","relative rhythm",2,"x17.00",1,3.47318699638789e-05,1,0.999692566605643,86,4.68369571289992e-05
"1502","relative rhythm",2,"x3.67",1,3.23457109587269e-05,1,0.999724912316602,87,4.55157702697186e-05
"1503","relative rhythm",2,"x4.67",1,3.23457109587269e-05,1,0.99975725802756,88,4.42461275744276e-05
"1504","relative rhythm",2,"x7.33",1,3.19795330988168e-05,1,0.999789237560659,89,4.30254734384644e-05
"1505","relative rhythm",2,"x1.40",2,3.08166409861325e-05,1,0.999820054201645,90,4.1851405383944e-05
"1506","relative rhythm",2,"x2.40",2,2.3961322961423e-05,2,0.999844015524607,91,4.07216633359188e-05
"1507","relative rhythm",2,"x6.50",2,2.17018598493891e-05,1,0.999865717384456,92,3.96341197557095e-05
"1508","relative rhythm",2,"x22.00",1,2.05195551360447e-05,1,0.999886236939592,93,3.8586770554583e-05
"1509","relative rhythm",2,"x0.36",1,1.81468442637825e-05,1,0.999904383783856,94,3.75777267185744e-05
"1510","relative rhythm",2,"x3.40",1,1.74373997349515e-05,1,0.999921821183591,95,3.66052065820302e-05
"1511","relative rhythm",2,"x5.33",1,1.74373997349515e-05,1,0.999939258583326,96,3.56675286935175e-05
"1512","relative rhythm",2,"x0.21",1,1.63601858517113e-05,1,0.999955618769178,97,3.47631052231548e-05
"1513","relative rhythm",2,"x1.29",1,1.54083204930663e-05,1,0.999971027089671,98,3.3890435865269e-05
"1514","relative rhythm",2,"x0.26",1,1.44864551644213e-05,1,0.999985513544835,99,3.30481021946258e-05
"1515","relative rhythm",2,"x19.00",1,1.44864551644213e-05,1,1,100,3.22347624383748e-05
