"","type","length","name","instances","proportion","songs","proportion.cumulative","region.rank","region","global.rank","proportion.zm"
"7251","relative pitch",2,"-7",20,0.00535948328025973,5,0.988632064144516,17,"Europe",8,0.00446037067224769
"7252","relative pitch",2,"-11",26,0.00504990586232688,2,0.993681970006843,18,"Europe",18,0.00376687861011858
"7253","relative pitch",2,"-5",13,0.00321725479935848,4,0.996899224806202,19,"Europe",14,0.00319999659328042
"7254","relative pitch",2,"-8",7,0.00271317829457364,1,0.999612403100775,20,"Europe",20,0.00273339501817429
"7255","relative pitch",2,"+6",1,0.000387596899224806,1,1,21,"Europe",23,0.00234684755792754
"7256","relative pitch",2,"-6",0,0,0,1,22,"Europe",22,0.00202467946491338
"7257","relative pitch",2,"+8",0,0,0,1,23,"Europe",21,0.00175464319763136
"10317","relative pitch",2,"+0",2286,0.443299916246321,11,0.443299916246321,1,"Middle America and the Caribbean",1,0.541834843604136
"10318","relative pitch",2,"-2",470,0.164875835748453,12,0.608175751994774,2,"Middle America and the Caribbean",2,0.161877632631217
"10319","relative pitch",2,"-3",182,0.0646246295671966,8,0.67280038156197,3,"Middle America and the Caribbean",4,0.0798488507410913
"10320","relative pitch",2,"+2",207,0.0637912012116706,9,0.736591582773641,4,"Middle America and the Caribbean",3,0.0483622791254672
"10321","relative pitch",2,"+3",163,0.0543541534440794,10,0.79094573621772,5,"Middle America and the Caribbean",5,0.0327791357642169
"10322","relative pitch",2,"-1",145,0.041237430916686,9,0.832183167134406,6,"Middle America and the Caribbean",6,0.0238555033491622
"10323","relative pitch",2,"+4",45,0.0256006648971622,9,0.857783832031568,7,"Middle America and the Caribbean",10,0.0182349136043203
"10324","relative pitch",2,"+7",68,0.0241086247113922,7,0.881892456742961,8,"Middle America and the Caribbean",7,0.014448630142362
"10325","relative pitch",2,"-4",41,0.0215348192993864,6,0.903427276042347,9,"Middle America and the Caribbean",9,0.0117671261638745
"10326","relative pitch",2,"-7",66,0.0183931509936285,10,0.921820427035976,10,"Middle America and the Caribbean",8,0.0097930374169244
"10327","relative pitch",2,"+5",37,0.01495067579482,6,0.936771102830796,11,"Middle America and the Caribbean",12,0.00829415320777063
"10328","relative pitch",2,"+1",60,0.0132245311434001,6,0.949995633974196,12,"Middle America and the Caribbean",11,0.00712702856409464
"10329","relative pitch",2,"-5",33,0.013223692916334,7,0.96321932689053,13,"Middle America and the Caribbean",14,0.00619897526034102
"10330","relative pitch",2,"+9",38,0.0112726276837971,4,0.974491954574327,14,"Middle America and the Caribbean",15,0.00544783097718007
"10331","relative pitch",2,"-9",19,0.00721619756928594,3,0.981708152143613,15,"Middle America and the Caribbean",19,0.0048305795575066
"10332","relative pitch",2,"+10",36,0.00650745380994184,4,0.988215605953555,16,"Middle America and the Caribbean",13,0.00431664753534826
"10333","relative pitch",2,"+8",4,0.00392370325009639,2,0.992139309203651,17,"Middle America and the Caribbean",21,0.00388379750063898
"10334","relative pitch",2,"-8",5,0.00371716097522549,2,0.995856470178877,18,"Middle America and the Caribbean",20,0.0035155260846837
"10335","relative pitch",2,"-11",13,0.00160025022201883,2,0.997456720400895,19,"Middle America and the Caribbean",18,0.00319936625667689
"10336","relative pitch",2,"-10",8,0.00102406554019457,1,0.99848078594109,20,"Middle America and the Caribbean",16,0.00292575077449033
"10337","relative pitch",2,"+11",3,0.00100953006298747,3,0.999490316004077,21,"Middle America and the Caribbean",17,0.00268723377954601
"10338","relative pitch",2,"-6",1,0.000254841997961264,1,0.999745158002039,22,"Middle America and the Caribbean",22,0.00247794674300321
"10339","relative pitch",2,"+6",1,0.000254841997961264,1,1,23,"Middle America and the Caribbean",23,0.00229321121594825
"13399","relative pitch",2,"+0",664,0.383774801763556,4,0.383774801763556,1,"Middle East",1,0.457949910308048
"13400","relative pitch",2,"-2",346,0.254345602941102,4,0.638120404704657,2,"Middle East",2,0.231070000892742
"13401","relative pitch",2,"+2",275,0.218453383485363,4,0.85657378819002,3,"Middle East",3,0.123996391336315
"13402","relative pitch",2,"-1",54,0.02904032847549,3,0.88561411666551,4,"Middle East",6,0.0700479882533524
"13403","relative pitch",2,"+11",16,0.0213599677158999,2,0.90697408438141,5,"Middle East",17,0.0413329943865662
"13404","relative pitch",2,"+1",44,0.0211748956858087,3,0.928148980067219,6,"Middle East",11,0.025318090509774
"13405","relative pitch",2,"+10",27,0.0163438256658596,1,0.944492805733079,7,"Middle East",13,0.0160195000276212
"13406","relative pitch",2,"-10",24,0.0145278450363196,1,0.959020650769398,8,"Middle East",16,0.0104280309412197
"13407","relative pitch",2,"-11",10,0.0102986279257466,2,0.969319278695145,9,"Middle East",18,0.00696063913580759
"13408","relative pitch",2,"-4",8,0.00926566503610529,3,0.97858494373125,10,"Middle East",9,0.00475101506606699
"13409","relative pitch",2,"+4",13,0.00794811320754717,2,0.986533056938797,11,"Middle East",10,0.0033082634563975
"13410","relative pitch",2,"-7",3,0.005,1,0.991533056938797,12,"Middle East",8,0.00234545642873702
"13411","relative pitch",2,"+5",3,0.005,1,0.996533056938797,13,"Middle East",12,0.00169016103725871
"13412","relative pitch",2,"+3",2,0.00196147798742138,2,0.998494534926219,14,"Middle East",5,0.00123612531958907
"13413","relative pitch",2,"-9",2,0.00121065375302663,1,0.999705188679245,15,"Middle East",19,0.000916376472516536
"13414","relative pitch",2,"-3",1,0.000294811320754717,1,1,16,"Middle East",4,0.000687820235697267
"13415","relative pitch",2,"-5",0,0,0,1,17,"Middle East",14,0.000522199397444727
"13416","relative pitch",2,"-6",0,0,0,1,18,"Middle East",22,0.000400662136612102
"13417","relative pitch",2,"-8",0,0,0,1,19,"Middle East",20,0.000310429446462769
"13418","relative pitch",2,"+6",0,0,0,1,20,"Middle East",23,0.000242710405181297
"13419","relative pitch",2,"+7",0,0,0,1,21,"Middle East",7,0.000191374496412786
"13420","relative pitch",2,"+8",0,0,0,1,22,"Middle East",21,0.000152091932644697
"13421","relative pitch",2,"+9",0,0,0,1,23,"Middle East",15,0.000121768377532918
"16481","relative pitch",2,"+0",2181,0.463899454015183,20,0.463899454015183,1,"North America",1,0.480845711809057
"16482","relative pitch",2,"-2",341,0.0942606466302555,18,0.558160100645438,2,"North America",2,0.161833640407457
"16483","relative pitch",2,"-3",387,0.0926573337638316,20,0.65081743440927,3,"North America",4,0.0855890934247356
"16484","relative pitch",2,"+2",232,0.059488013586435,15,0.710305447995705,4,"North America",3,0.0544667998992788
"16485","relative pitch",2,"+3",275,0.059004140693583,17,0.769309588689288,5,"North America",5,0.0383601388513419
"16486","relative pitch",2,"+7",114,0.034788063096761,13,0.804097651786049,6,"North America",7,0.0288059022425039
"16487","relative pitch",2,"-7",115,0.027470104605014,13,0.831567756391063,7,"North America",8,0.0226101732662259
"16488","relative pitch",2,"-4",108,0.026881039825997,12,0.85844879621706,8,"North America",9,0.0183313696942046
"16489","relative pitch",2,"-5",86,0.0231301559761047,10,0.881578952193165,9,"North America",14,0.0152346017305798
"16490","relative pitch",2,"+5",55,0.0213483881795195,11,0.902927340372684,10,"North America",12,0.0129105048966588
"16491","relative pitch",2,"+9",59,0.0149918136986287,7,0.917919154071313,11,"North America",15,0.0111150835219024
"16492","relative pitch",2,"+4",60,0.0137156811720248,10,0.931634835243338,12,"North America",10,0.00969492689783397
"16493","relative pitch",2,"+10",38,0.0130961227855517,8,0.944730958028889,13,"North America",13,0.00854931061949713
"16494","relative pitch",2,"-1",27,0.0128563877486304,7,0.95758734577752,14,"North America",6,0.00760968967810972
"16495","relative pitch",2,"+1",21,0.0103150247316852,7,0.967902370509205,15,"North America",11,0.00682798957607652
"16496","relative pitch",2,"-10",25,0.0093194182959998,6,0.977221788805205,16,"North America",16,0.00616961370021767
"16497","relative pitch",2,"+8",29,0.00847273826259764,6,0.985694527067802,17,"North America",21,0.00560910491678671
"16498","relative pitch",2,"-9",29,0.00773326930825316,4,0.993427796376056,18,"North America",19,0.00512736413711953
"16499","relative pitch",2,"-8",13,0.00567091263547449,5,0.99909870901153,19,"North America",20,0.00470981546934054
"16500","relative pitch",2,"+6",2,0.000521680216802168,2,0.999620389228332,20,"North America",23,0.00434516510309292
"16501","relative pitch",2,"-6",2,0.000379610771667798,2,1,21,"North America",22,0.00402454297606573
"16502","relative pitch",2,"-11",0,0,0,1,22,"North America",18,0.00374089730989783
"16503","relative pitch",2,"+11",0,0,0,1,23,"North America",17,0.00348855987201647
"19563","relative pitch",2,"+0",2155,0.538155933281469,16,0.538155933281469,1,"Oceania",1,0.465880461845211
"19564","relative pitch",2,"-2",344,0.116900959161945,11,0.655056892443414,2,"Oceania",2,0.161278026484916
"19565","relative pitch",2,"+2",240,0.053905171455685,11,0.708962063899099,3,"Oceania",3,0.0867128354674682
"19566","relative pitch",2,"+3",158,0.0498966512645584,12,0.758858715163657,4,"Oceania",5,0.0558310638824582
"19567","relative pitch",2,"-1",191,0.0428751218659626,9,0.80173383702962,5,"Oceania",6,0.0396792867200143
"19568","relative pitch",2,"-3",156,0.0375295479918341,11,0.839263385021454,6,"Oceania",4,0.0300181615681298
"19569","relative pitch",2,"+4",133,0.021157238031481,8,0.860420623052935,7,"Oceania",10,0.0237098091761256
"19570","relative pitch",2,"+1",134,0.0188710783542756,6,0.87929170140721,8,"Oceania",11,0.019327541154769
"19571","relative pitch",2,"+9",39,0.0184060964029171,5,0.897697797810127,9,"Oceania",15,0.0161395818254049
"19572","relative pitch",2,"+10",33,0.0179670120489,6,0.915664809859028,10,"Oceania",13,0.0137361352935621
"19573","relative pitch",2,"-7",13,0.015141305233821,4,0.930806115092848,11,"Oceania",8,0.0118718057798949
"19574","relative pitch",2,"-4",113,0.014093973986344,6,0.944900089079193,12,"Oceania",9,0.0103916567722941
"19575","relative pitch",2,"-9",56,0.0103027452306468,7,0.955202834309839,13,"Oceania",19,0.00919357706838198
"19576","relative pitch",2,"-10",16,0.0080216885122676,3,0.963224522822107,14,"Oceania",16,0.00820783772969206
"19577","relative pitch",2,"-8",14,0.00748762376237624,2,0.970712146584483,15,"Oceania",20,0.00738537831612752
"19578","relative pitch",2,"+7",38,0.00630159973974647,5,0.97701374632423,16,"Oceania",7,0.0066907886239771
"19579","relative pitch",2,"+5",38,0.00625078989819391,7,0.983264536222423,17,"Oceania",12,0.00609794131282015
"19580","relative pitch",2,"-5",36,0.00588902580079178,4,0.989153562023215,18,"Oceania",14,0.00558718409178093
"19581","relative pitch",2,"-11",59,0.00569526248916502,2,0.99484882451238,19,"Oceania",18,0.00514348264400201
"19582","relative pitch",2,"+11",36,0.00352052723954323,2,0.998369351751924,20,"Oceania",17,0.0047551614053554
"19583","relative pitch",2,"+6",15,0.00143496185548694,2,0.999804313607411,21,"Oceania",23,0.00441303070300797
"19584","relative pitch",2,"+8",1,0.000101132686084142,1,0.999905446293495,22,"Oceania",21,0.00410976970231864
"19585","relative pitch",2,"-6",1,9.4553706505295e-05,1,1,23,"Oceania",22,0.00383948243228818
"22645","relative pitch",2,"+0",2314,0.42433153030858,19,0.42433153030858,1,"South America",1,0.40995861487595
"22646","relative pitch",2,"-2",551,0.120161295057683,15,0.544492825366263,2,"South America",2,0.1573391067968
"22647","relative pitch",2,"+2",238,0.0625311130502328,14,0.607023938416496,3,"South America",3,0.0898563605648863
"22648","relative pitch",2,"+11",103,0.0414412236091587,7,0.648465162025654,4,"South America",17,0.0603855941290699
"22649","relative pitch",2,"+7",172,0.0394441172852759,11,0.68790927931093,5,"South America",7,0.0443651929634941
"22650","relative pitch",2,"-3",204,0.0393956240764484,13,0.727304903387379,6,"South America",4,0.0344862115303234
"22651","relative pitch",2,"-11",91,0.0382443692938833,5,0.765549272681262,7,"South America",18,0.0278709477827578
"22652","relative pitch",2,"+3",161,0.0334177965513636,10,0.798967069232625,8,"South America",5,0.0231755477233644
"22653","relative pitch",2,"-4",144,0.0284804715844386,9,0.827447540817064,9,"South America",9,0.0196950746757939
"22654","relative pitch",2,"-7",64,0.0278549376942905,10,0.855302478511354,10,"South America",8,0.0170270353651576
"22655","relative pitch",2,"+4",140,0.0249677612367519,10,0.880270239748106,11,"South America",10,0.0149262552367868
"22656","relative pitch",2,"+5",52,0.0179351617454818,6,0.898205401493588,12,"South America",12,0.0132355548147914
"22657","relative pitch",2,"-1",81,0.0166992751160385,7,0.914904676609627,13,"South America",6,0.0118499028802007
"22658","relative pitch",2,"+10",97,0.0143481090441113,4,0.929252785653738,14,"South America",13,0.010696665152521
"22659","relative pitch",2,"-5",38,0.0131170389420829,5,0.942369824595821,15,"South America",14,0.00972413953702317
"22660","relative pitch",2,"+9",56,0.0125839595579875,4,0.954953784153808,16,"South America",15,0.00889460507964722
"22661","relative pitch",2,"-10",64,0.0123363702769715,4,0.96729015443078,17,"South America",16,0.00817994874955751
"22662","relative pitch",2,"-8",85,0.0111283282201315,4,0.978418482650911,18,"South America",20,0.00755882507487579
"22663","relative pitch",2,"-9",57,0.0101278405543267,5,0.988546323205238,19,"South America",19,0.00701475956738854
"22664","relative pitch",2,"+1",67,0.00854640332526954,4,0.997092726530508,20,"South America",11,0.00653485117409246
"22665","relative pitch",2,"-6",15,0.00192205179461551,3,0.999014778325123,21,"South America",22,0.00610886524243528
"22666","relative pitch",2,"+8",4,0.000985221674876847,1,1,22,"South America",21,0.0057285871830934
"22667","relative pitch",2,"+6",0,0,0,1,23,"South America",23,0.00538735389998991
