"ocm","type","est","cilo","cihi","p","category","group","ndocs"
"ANY","null",0.0764,0,1,0,"PROCESSION","maya1287",7
"ANY","nhs",0,NA,NA,NA,"PROCESSION","maya1287",7
"ANY","null",0.697,0,3,0.97,"PROCESSION","nilo1247",9
"ANY","nhs",1,NA,NA,NA,"PROCESSION","nilo1247",9
"ANY","null",0.6002,0,2,0.9272,"PROCESSION","saha1256",8
"ANY","nhs",1,NA,NA,NA,"PROCESSION","saha1256",8
"ANY","null",1.735,0,5,0.9484,"PROCESSION","sino1245",49
"ANY","nhs",2,NA,NA,NA,"PROCESSION","sino1245",49
"ANY","null",0.9964,0,3,0.5416,"PROCESSION","taik1256",20
"ANY","nhs",2,NA,NA,NA,"PROCESSION","taik1256",20
"ANY","null",0.924,0,3,0,"PROCESSION","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"PROCESSION","tuca1253",14
"ANY","null",0.5192,0,2,0.814,"PROCESSION","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"PROCESSION","tupi1275",8
"ANY","null",1.9402,0,5,0.0236,"PROCESSION","turk1311",13
"ANY","nhs",6,NA,NA,NA,"PROCESSION","turk1311",13
"ANY","null",1.5246,0,4,0,"PROCESSION","ural1272",18
"ANY","nhs",10,NA,NA,NA,"PROCESSION","ural1272",18
"ANY","null",0.9228,0,3,0,"PROCESSION","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"PROCESSION","utoa1244",7
"ANY","null",0.117,0,1,0,"PROCESSION","yano1268",7
"ANY","nhs",0,NA,NA,NA,"PROCESSION","yano1268",7
"ANY","null",8.9198,4,15,0.4208,"MOURNING","afro1255",64
"ANY","nhs",7,NA,NA,NA,"MOURNING","afro1255",64
"ANY","null",23.1342,14,33,0.5968,"MOURNING","algi1248",60
"ANY","nhs",21,NA,NA,NA,"MOURNING","algi1248",60
"ANY","null",112.089,93,132,0,"MOURNING","atha1245",23
"ANY","nhs",170,NA,NA,NA,"MOURNING","atha1245",23
"ANY","null",81.7814,66,98,0,"MOURNING","atla1278",134
"ANY","nhs",197,NA,NA,NA,"MOURNING","atla1278",134
"ANY","null",28.184,19,38,0.2672,"MOURNING","aust1305",25
"ANY","nhs",23,NA,NA,NA,"MOURNING","aust1305",25
"ANY","null",42.0112,30,55,0.0936,"MOURNING","aust1307",48
"ANY","nhs",53,NA,NA,NA,"MOURNING","aust1307",48
"ANY","null",2.0272,0,5,0.7792,"MOURNING","ayma1253",11
"ANY","nhs",2,NA,NA,NA,"MOURNING","ayma1253",11
"ANY","null",13.4676,8,20,0,"MOURNING","boro1281",10
"ANY","nhs",54,NA,NA,NA,"MOURNING","boro1281",10
"ANY","null",11.6164,6,18,0,"MOURNING","chib1249",34
"ANY","nhs",32,NA,NA,NA,"MOURNING","chib1249",34
"ANY","null",3.98,1,8,0.8796,"MOURNING","chon1288",6
"ANY","nhs",4,NA,NA,NA,"MOURNING","chon1288",6
"ANY","null",2.78,0,6,0.1212,"MOURNING","chuk1271",9
"ANY","nhs",1,NA,NA,NA,"MOURNING","chuk1271",9
"ANY","null",19.1966,11,28,0,"MOURNING","dogo1299",18
"ANY","nhs",69,NA,NA,NA,"MOURNING","dogo1299",18
"ANY","null",2.027,0,5,0.7764,"MOURNING","eski1264",19
"ANY","nhs",2,NA,NA,NA,"MOURNING","eski1264",19
"ANY","null",21.3676,13,31,0,"MOURNING","indo1319",68
"ANY","nhs",73,NA,NA,NA,"MOURNING","indo1319",68
"ANY","null",25.5086,17,35,0.152,"MOURNING","kore1284",42
"ANY","nhs",33,NA,NA,NA,"MOURNING","kore1284",42
"ANY","null",1.715,0,5,0.482,"MOURNING","mata1289",6
"ANY","nhs",3,NA,NA,NA,"MOURNING","mata1289",6
"ANY","null",0.174,0,1,0.3088,"MOURNING","maya1287",7
"ANY","nhs",1,NA,NA,NA,"MOURNING","maya1287",7
"ANY","null",0.7738,0,3,0,"MOURNING","nilo1247",9
"ANY","nhs",0,NA,NA,NA,"MOURNING","nilo1247",9
"ANY","null",0.4848,0,2,0.0064,"MOURNING","saha1256",8
"ANY","nhs",4,NA,NA,NA,"MOURNING","saha1256",8
"ANY","null",7.389,3,13,0.2632,"MOURNING","sino1245",49
"ANY","nhs",11,NA,NA,NA,"MOURNING","sino1245",49
"ANY","null",3.6218,0,8,0,"MOURNING","taik1256",20
"ANY","nhs",0,NA,NA,NA,"MOURNING","taik1256",20
"ANY","null",6.7396,2,12,0,"MOURNING","tuca1253",14
"ANY","nhs",27,NA,NA,NA,"MOURNING","tuca1253",14
"ANY","null",1.4724,0,4,0.0096,"MOURNING","tupi1275",8
"ANY","nhs",6,NA,NA,NA,"MOURNING","tupi1275",8
"ANY","null",1.5294,0,4,0.3608,"MOURNING","turk1311",13
"ANY","nhs",1,NA,NA,NA,"MOURNING","turk1311",13
"ANY","null",1.733,0,5,0.2168,"MOURNING","ural1272",18
"ANY","nhs",4,NA,NA,NA,"MOURNING","ural1272",18
"ANY","null",3.6874,1,8,0.054,"MOURNING","utoa1244",7
"ANY","nhs",8,NA,NA,NA,"MOURNING","utoa1244",7
"ANY","null",1.9504,0,5,0.0136,"MOURNING","yano1268",7
"ANY","nhs",7,NA,NA,NA,"MOURNING","yano1268",7
"ANY","null",2.4544,0,6,0.0064,"WORK","afro1255",64
"ANY","nhs",8,NA,NA,NA,"WORK","afro1255",64
"ANY","null",2.5034,0,6,0.4532,"WORK","algi1248",60
"ANY","nhs",4,NA,NA,NA,"WORK","algi1248",60
"ANY","null",2.3454,0,5,0.1552,"WORK","atha1245",23
"ANY","nhs",5,NA,NA,NA,"WORK","atha1245",23
"ANY","null",9.7612,5,15,0.0028,"WORK","atla1278",134
"ANY","nhs",19,NA,NA,NA,"WORK","atla1278",134
"ANY","null",1.5996,0,4,0.0284,"WORK","aust1305",25
"ANY","nhs",5,NA,NA,NA,"WORK","aust1305",25
"ANY","null",3.38,0,7,0.0956,"WORK","aust1307",48
"ANY","nhs",7,NA,NA,NA,"WORK","aust1307",48
"ANY","null",0.225,0,1,0,"WORK","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"WORK","ayma1253",11
"ANY","null",0.9774,0,3,0.514,"WORK","boro1281",10
"ANY","nhs",2,NA,NA,NA,"WORK","boro1281",10
"ANY","null",3.5208,1,7,0.9528,"WORK","chib1249",34
"ANY","nhs",4,NA,NA,NA,"WORK","chib1249",34
"ANY","null",1.1722,0,4,0,"WORK","chon1288",6
"ANY","nhs",0,NA,NA,NA,"WORK","chon1288",6
"ANY","null",0.1344,0,1,0,"WORK","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"WORK","chuk1271",9
"ANY","null",1.1882,0,4,0.054,"WORK","dogo1299",18
"ANY","nhs",4,NA,NA,NA,"WORK","dogo1299",18
"ANY","null",0.217,0,1,0.3912,"WORK","eski1264",19
"ANY","nhs",1,NA,NA,NA,"WORK","eski1264",19
"ANY","null",4.0842,1,8,0,"WORK","indo1319",68
"ANY","nhs",17,NA,NA,NA,"WORK","indo1319",68
"ANY","null",5.24,1,10,0.0052,"WORK","kore1284",42
"ANY","nhs",13,NA,NA,NA,"WORK","kore1284",42
"ANY","null",0.2026,0,1,0.3748,"WORK","mata1289",6
"ANY","nhs",1,NA,NA,NA,"WORK","mata1289",6
"ANY","null",0.1576,0,1,0,"WORK","maya1287",7
"ANY","nhs",0,NA,NA,NA,"WORK","maya1287",7
"ANY","null",0.3988,0,2,0.6796,"WORK","nilo1247",9
"ANY","nhs",1,NA,NA,NA,"WORK","nilo1247",9
"ANY","null",0.2564,0,2,0,"WORK","saha1256",8
"ANY","nhs",4,NA,NA,NA,"WORK","saha1256",8
"ANY","null",1.1284,0,4,0.6144,"WORK","sino1245",49
"ANY","nhs",2,NA,NA,NA,"WORK","sino1245",49
"ANY","null",0.8646,0,3,0,"WORK","taik1256",20
"ANY","nhs",0,NA,NA,NA,"WORK","taik1256",20
"ANY","null",1.7226,0,5,0.4964,"WORK","tuca1253",14
"ANY","nhs",3,NA,NA,NA,"WORK","tuca1253",14
"ANY","null",0.5006,0,2,0.7928,"WORK","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"WORK","tupi1275",8
"ANY","null",0.9364,0,3,0.0256,"WORK","turk1311",13
"ANY","nhs",4,NA,NA,NA,"WORK","turk1311",13
"ANY","null",0.7186,0,3,0.0064,"WORK","ural1272",18
"ANY","nhs",4,NA,NA,NA,"WORK","ural1272",18
"ANY","null",0.2686,0,2,0,"WORK","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"WORK","utoa1244",7
"ANY","null",0.163,0,1,0,"WORK","yano1268",7
"ANY","nhs",0,NA,NA,NA,"WORK","yano1268",7
"ANY","null",49.7174,39,61,0,"STORYTELLING","afro1255",64
"ANY","nhs",136,NA,NA,NA,"STORYTELLING","afro1255",64
"ANY","null",18.2086,11,26,0.1244,"STORYTELLING","algi1248",60
"ANY","nhs",13,NA,NA,NA,"STORYTELLING","algi1248",60
"ANY","null",31.5368,23,41,0.3728,"STORYTELLING","atha1245",23
"ANY","nhs",28,NA,NA,NA,"STORYTELLING","atha1245",23
"ANY","null",117.6144,103,132,0.6808,"STORYTELLING","atla1278",134
"ANY","nhs",115,NA,NA,NA,"STORYTELLING","atla1278",134
"ANY","null",10.6114,5,17,0,"STORYTELLING","aust1305",25
"ANY","nhs",25,NA,NA,NA,"STORYTELLING","aust1305",25
"ANY","null",46.1884,36,57,0.1532,"STORYTELLING","aust1307",48
"ANY","nhs",39,NA,NA,NA,"STORYTELLING","aust1307",48
"ANY","null",0.3402,0,2,0,"STORYTELLING","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","ayma1253",11
"ANY","null",2.462,0,6,0.9088,"STORYTELLING","boro1281",10
"ANY","nhs",3,NA,NA,NA,"STORYTELLING","boro1281",10
"ANY","null",5.2774,2,9,0.0148,"STORYTELLING","chib1249",34
"ANY","nhs",11,NA,NA,NA,"STORYTELLING","chib1249",34
"ANY","null",3.0396,0,7,0.3764,"STORYTELLING","chon1288",6
"ANY","nhs",2,NA,NA,NA,"STORYTELLING","chon1288",6
"ANY","null",5.6608,2,10,0.028,"STORYTELLING","chuk1271",9
"ANY","nhs",2,NA,NA,NA,"STORYTELLING","chuk1271",9
"ANY","null",6.9714,3,12,0.0024,"STORYTELLING","dogo1299",18
"ANY","nhs",16,NA,NA,NA,"STORYTELLING","dogo1299",18
"ANY","null",0.5392,0,2,0.004,"STORYTELLING","eski1264",19
"ANY","nhs",4,NA,NA,NA,"STORYTELLING","eski1264",19
"ANY","null",166.5364,159,174,4e-04,"STORYTELLING","indo1319",68
"ANY","nhs",181,NA,NA,NA,"STORYTELLING","indo1319",68
"ANY","null",10.4908,5,17,0.028,"STORYTELLING","kore1284",42
"ANY","nhs",18,NA,NA,NA,"STORYTELLING","kore1284",42
"ANY","null",0.2968,0,2,0,"STORYTELLING","mata1289",6
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","mata1289",6
"ANY","null",0.0164,0,0,0,"STORYTELLING","maya1287",7
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","maya1287",7
"ANY","null",0.05,0,1,0.0992,"STORYTELLING","nilo1247",9
"ANY","nhs",1,NA,NA,NA,"STORYTELLING","nilo1247",9
"ANY","null",0.4114,0,2,0.6824,"STORYTELLING","saha1256",8
"ANY","nhs",1,NA,NA,NA,"STORYTELLING","saha1256",8
"ANY","null",15.5968,13,18,0.0072,"STORYTELLING","sino1245",49
"ANY","nhs",20,NA,NA,NA,"STORYTELLING","sino1245",49
"ANY","null",8.3424,3,14,0.0392,"STORYTELLING","taik1256",20
"ANY","nhs",15,NA,NA,NA,"STORYTELLING","taik1256",20
"ANY","null",0.3472,0,2,8e-04,"STORYTELLING","tuca1253",14
"ANY","nhs",4,NA,NA,NA,"STORYTELLING","tuca1253",14
"ANY","null",0.3308,0,2,0.0784,"STORYTELLING","tupi1275",8
"ANY","nhs",2,NA,NA,NA,"STORYTELLING","tupi1275",8
"ANY","null",2.3058,0,5,0,"STORYTELLING","turk1311",13
"ANY","nhs",14,NA,NA,NA,"STORYTELLING","turk1311",13
"ANY","null",4.345,1,8,0,"STORYTELLING","ural1272",18
"ANY","nhs",19,NA,NA,NA,"STORYTELLING","ural1272",18
"ANY","null",0.0352,0,1,0,"STORYTELLING","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","utoa1244",7
"ANY","null",0.076,0,1,0,"STORYTELLING","yano1268",7
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","yano1268",7
"ANY","null",36.0606,26,47,0.7812,"PRAISE","afro1255",64
"ANY","nhs",35,NA,NA,NA,"PRAISE","afro1255",64
"ANY","null",23.8072,16,33,0.682,"PRAISE","algi1248",60
"ANY","nhs",26,NA,NA,NA,"PRAISE","algi1248",60
"ANY","null",48.928,37,62,0.1448,"PRAISE","atha1245",23
"ANY","nhs",40,NA,NA,NA,"PRAISE","atha1245",23
"ANY","null",62.3178,49,76,0,"PRAISE","atla1278",134
"ANY","nhs",91,NA,NA,NA,"PRAISE","atla1278",134
"ANY","null",4.546,1,9,0.3052,"PRAISE","aust1305",25
"ANY","nhs",3,NA,NA,NA,"PRAISE","aust1305",25
"ANY","null",22.0178,14,31,0.9032,"PRAISE","aust1307",48
"ANY","nhs",23,NA,NA,NA,"PRAISE","aust1307",48
"ANY","null",1.2332,0,4,0,"PRAISE","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"PRAISE","ayma1253",11
"ANY","null",1.4024,0,4,0.834,"PRAISE","boro1281",10
"ANY","nhs",2,NA,NA,NA,"PRAISE","boro1281",10
"ANY","null",13.6514,7,21,0.2588,"PRAISE","chib1249",34
"ANY","nhs",18,NA,NA,NA,"PRAISE","chib1249",34
"ANY","null",5.428,2,10,0.3816,"PRAISE","chon1288",6
"ANY","nhs",4,NA,NA,NA,"PRAISE","chon1288",6
"ANY","null",1.0378,0,3,0.6768,"PRAISE","chuk1271",9
"ANY","nhs",1,NA,NA,NA,"PRAISE","chuk1271",9
"ANY","null",3.9366,1,8,0.4448,"PRAISE","dogo1299",18
"ANY","nhs",3,NA,NA,NA,"PRAISE","dogo1299",18
"ANY","null",0.8618,0,3,0.842,"PRAISE","eski1264",19
"ANY","nhs",1,NA,NA,NA,"PRAISE","eski1264",19
"ANY","null",8.44,4,14,0.1392,"PRAISE","indo1319",68
"ANY","nhs",5,NA,NA,NA,"PRAISE","indo1319",68
"ANY","null",18.8258,11,27,0.1716,"PRAISE","kore1284",42
"ANY","nhs",25,NA,NA,NA,"PRAISE","kore1284",42
"ANY","null",2.4062,0,5,0.8896,"PRAISE","mata1289",6
"ANY","nhs",3,NA,NA,NA,"PRAISE","mata1289",6
"ANY","null",0.7276,0,3,0,"PRAISE","maya1287",7
"ANY","nhs",0,NA,NA,NA,"PRAISE","maya1287",7
"ANY","null",3.6004,1,7,0.2712,"PRAISE","nilo1247",9
"ANY","nhs",6,NA,NA,NA,"PRAISE","nilo1247",9
"ANY","null",4.7754,2,8,0.3328,"PRAISE","saha1256",8
"ANY","nhs",7,NA,NA,NA,"PRAISE","saha1256",8
"ANY","null",3.1444,0,7,0.0252,"PRAISE","sino1245",49
"ANY","nhs",8,NA,NA,NA,"PRAISE","sino1245",49
"ANY","null",2.7998,0,6,0.1196,"PRAISE","taik1256",20
"ANY","nhs",1,NA,NA,NA,"PRAISE","taik1256",20
"ANY","null",16.1134,9,23,0.6684,"PRAISE","tuca1253",14
"ANY","nhs",15,NA,NA,NA,"PRAISE","tuca1253",14
"ANY","null",2.964,0,6,0.0148,"PRAISE","tupi1275",8
"ANY","nhs",8,NA,NA,NA,"PRAISE","tupi1275",8
"ANY","null",1.5702,0,4,0.9344,"PRAISE","turk1311",13
"ANY","nhs",2,NA,NA,NA,"PRAISE","turk1311",13
"ANY","null",1.2054,0,4,0.2396,"PRAISE","ural1272",18
"ANY","nhs",3,NA,NA,NA,"PRAISE","ural1272",18
"ANY","null",0.6422,0,2,0,"PRAISE","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"PRAISE","utoa1244",7
"ANY","null",0.587,0,2,0,"PRAISE","yano1268",7
"ANY","nhs",0,NA,NA,NA,"PRAISE","yano1268",7
"ANY","null",8.8962,4,15,0.54,"GREETING","afro1255",64
"ANY","nhs",11,NA,NA,NA,"GREETING","afro1255",64
"ANY","null",17.1872,10,25,0.0032,"GREETING","algi1248",60
"ANY","nhs",29,NA,NA,NA,"GREETING","algi1248",60
"ANY","null",8.9684,4,15,0,"GREETING","atha1245",23
"ANY","nhs",28,NA,NA,NA,"GREETING","atha1245",23
"ANY","null",21.6872,14,30,0,"GREETING","atla1278",134
"ANY","nhs",40,NA,NA,NA,"GREETING","atla1278",134
"ANY","null",5.9282,2,11,0.4688,"GREETING","aust1305",25
"ANY","nhs",8,NA,NA,NA,"GREETING","aust1305",25
"ANY","null",13.469,7,20,0.0448,"GREETING","aust1307",48
"ANY","nhs",21,NA,NA,NA,"GREETING","aust1307",48
"ANY","null",0.83,0,3,0,"GREETING","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"GREETING","ayma1253",11
"ANY","null",0.9332,0,3,0.0236,"GREETING","boro1281",10
"ANY","nhs",4,NA,NA,NA,"GREETING","boro1281",10
"ANY","null",4.1358,1,8,0.0024,"GREETING","chib1249",34
"ANY","nhs",11,NA,NA,NA,"GREETING","chib1249",34
"ANY","null",4.1504,1,8,0,"GREETING","chon1288",6
"ANY","nhs",18,NA,NA,NA,"GREETING","chon1288",6
"ANY","null",1.8724,0,5,0.0176,"GREETING","chuk1271",9
"ANY","nhs",6,NA,NA,NA,"GREETING","chuk1271",9
"ANY","null",1.2158,0,4,0.0668,"GREETING","dogo1299",18
"ANY","nhs",4,NA,NA,NA,"GREETING","dogo1299",18
"ANY","null",3.729,1,7,4e-04,"GREETING","eski1264",19
"ANY","nhs",10,NA,NA,NA,"GREETING","eski1264",19
"ANY","null",13.7944,7,21,0,"GREETING","indo1319",68
"ANY","nhs",37,NA,NA,NA,"GREETING","indo1319",68
"ANY","null",7.3334,3,13,0.2368,"GREETING","kore1284",42
"ANY","nhs",11,NA,NA,NA,"GREETING","kore1284",42
"ANY","null",0.2054,0,1,0,"GREETING","mata1289",6
"ANY","nhs",0,NA,NA,NA,"GREETING","mata1289",6
"ANY","null",0.1704,0,1,0.316,"GREETING","maya1287",7
"ANY","nhs",1,NA,NA,NA,"GREETING","maya1287",7
"ANY","null",1.438,0,4,0.0232,"GREETING","nilo1247",9
"ANY","nhs",5,NA,NA,NA,"GREETING","nilo1247",9
"ANY","null",0.5732,0,2,0,"GREETING","saha1256",8
"ANY","nhs",0,NA,NA,NA,"GREETING","saha1256",8
"ANY","null",1.9692,0,5,0.0928,"GREETING","sino1245",49
"ANY","nhs",5,NA,NA,NA,"GREETING","sino1245",49
"ANY","null",0.5156,0,2,0,"GREETING","taik1256",20
"ANY","nhs",0,NA,NA,NA,"GREETING","taik1256",20
"ANY","null",6.1818,2,11,0.0804,"GREETING","tuca1253",14
"ANY","nhs",11,NA,NA,NA,"GREETING","tuca1253",14
"ANY","null",1.085,0,3,0.6304,"GREETING","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"GREETING","tupi1275",8
"ANY","null",1.6772,0,4,0.0032,"GREETING","turk1311",13
"ANY","nhs",7,NA,NA,NA,"GREETING","turk1311",13
"ANY","null",1.7834,0,5,0,"GREETING","ural1272",18
"ANY","nhs",10,NA,NA,NA,"GREETING","ural1272",18
"ANY","null",1.0422,0,3,0.5668,"GREETING","utoa1244",7
"ANY","nhs",2,NA,NA,NA,"GREETING","utoa1244",7
"ANY","null",1.023,0,3,0.0312,"GREETING","yano1268",7
"ANY","nhs",4,NA,NA,NA,"GREETING","yano1268",7
"ANY","null",4.8636,1,9,0.2164,"WAR","afro1255",64
"ANY","nhs",8,NA,NA,NA,"WAR","afro1255",64
"ANY","null",93.5958,77,110,0.0152,"WAR","algi1248",60
"ANY","nhs",115,NA,NA,NA,"WAR","algi1248",60
"ANY","null",65.5818,51,81,0,"WAR","atha1245",23
"ANY","nhs",25,NA,NA,NA,"WAR","atha1245",23
"ANY","null",7.9522,3,13,0.334,"WAR","atla1278",134
"ANY","nhs",6,NA,NA,NA,"WAR","atla1278",134
"ANY","null",0.3294,0,2,0.0736,"WAR","aust1305",25
"ANY","nhs",2,NA,NA,NA,"WAR","aust1305",25
"ANY","null",16.0784,9,24,0.4924,"WAR","aust1307",48
"ANY","nhs",14,NA,NA,NA,"WAR","aust1307",48
"ANY","null",0.0234,0,0,0,"WAR","ayma1253",11
"ANY","nhs",0,NA,NA,NA,"WAR","ayma1253",11
"ANY","null",0.7942,0,3,0.3856,"WAR","boro1281",10
"ANY","nhs",2,NA,NA,NA,"WAR","boro1281",10
"ANY","null",0.421,0,2,0,"WAR","chib1249",34
"ANY","nhs",0,NA,NA,NA,"WAR","chib1249",34
"ANY","null",1.2264,0,4,0.2312,"WAR","chon1288",6
"ANY","nhs",3,NA,NA,NA,"WAR","chon1288",6
"ANY","null",0,0,0,0,"WAR","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"WAR","chuk1271",9
"ANY","null",0.4128,0,2,0,"WAR","dogo1299",18
"ANY","nhs",0,NA,NA,NA,"WAR","dogo1299",18
"ANY","null",0,0,0,0,"WAR","eski1264",19
"ANY","nhs",0,NA,NA,NA,"WAR","eski1264",19
"ANY","null",8.1808,3,14,0.8676,"WAR","indo1319",68
"ANY","nhs",9,NA,NA,NA,"WAR","indo1319",68
"ANY","null",1.3674,0,4,0.2992,"WAR","kore1284",42
"ANY","nhs",3,NA,NA,NA,"WAR","kore1284",42
"ANY","null",0.5876,0,2,0,"WAR","mata1289",6
"ANY","nhs",0,NA,NA,NA,"WAR","mata1289",6
"ANY","null",0,0,0,0,"WAR","maya1287",7
"ANY","nhs",0,NA,NA,NA,"WAR","maya1287",7
"ANY","null",0.9068,0,3,0.4624,"WAR","nilo1247",9
"ANY","nhs",2,NA,NA,NA,"WAR","nilo1247",9
"ANY","null",0.0624,0,1,0,"WAR","saha1256",8
"ANY","nhs",0,NA,NA,NA,"WAR","saha1256",8
"ANY","null",0.6284,0,2,0,"WAR","sino1245",49
"ANY","nhs",0,NA,NA,NA,"WAR","sino1245",49
"ANY","null",0,0,0,0,"WAR","taik1256",20
"ANY","nhs",0,NA,NA,NA,"WAR","taik1256",20
"ANY","null",0.2188,0,1,0,"WAR","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"WAR","tuca1253",14
"ANY","null",1.5906,0,4,0.39,"WAR","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"WAR","tupi1275",8
"ANY","null",0.2824,0,2,0.0032,"WAR","turk1311",13
"ANY","nhs",3,NA,NA,NA,"WAR","turk1311",13
"ANY","null",0.3648,0,2,0,"WAR","ural1272",18
"ANY","nhs",0,NA,NA,NA,"WAR","ural1272",18
"ANY","null",0.0964,0,1,0,"WAR","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"WAR","utoa1244",7
"ANY","null",1.7074,0,4,0.932,"WAR","yano1268",7
"ANY","nhs",2,NA,NA,NA,"WAR","yano1268",7
"ANY","null",29.174,20,39,0,"MARRIAGE","afro1255",64
"ANY","nhs",84,NA,NA,NA,"MARRIAGE","afro1255",64
"ANY","null",3.4846,1,7,0,"MARRIAGE","algi1248",60
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","algi1248",60
"ANY","null",2.4954,0,6,4e-04,"MARRIAGE","atha1245",23
"ANY","nhs",9,NA,NA,NA,"MARRIAGE","atha1245",23
"ANY","null",16.8304,10,25,0,"MARRIAGE","atla1278",134
"ANY","nhs",40,NA,NA,NA,"MARRIAGE","atla1278",134
"ANY","null",40.3424,29,51,0.0152,"MARRIAGE","aust1305",25
"ANY","nhs",55,NA,NA,NA,"MARRIAGE","aust1305",25
"ANY","null",26.0376,17,35,4e-04,"MARRIAGE","aust1307",48
"ANY","nhs",46,NA,NA,NA,"MARRIAGE","aust1307",48
"ANY","null",0.6066,0,2,0.0068,"MARRIAGE","ayma1253",11
"ANY","nhs",4,NA,NA,NA,"MARRIAGE","ayma1253",11
"ANY","null",1.3436,0,4,0.4796,"MARRIAGE","boro1281",10
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","boro1281",10
"ANY","null",6.6778,3,11,0.972,"MARRIAGE","chib1249",34
"ANY","nhs",7,NA,NA,NA,"MARRIAGE","chib1249",34
"ANY","null",0.5962,0,2,0,"MARRIAGE","chon1288",6
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","chon1288",6
"ANY","null",0.5954,0,2,0,"MARRIAGE","chuk1271",9
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","chuk1271",9
"ANY","null",1.215,0,4,4e-04,"MARRIAGE","dogo1299",18
"ANY","nhs",7,NA,NA,NA,"MARRIAGE","dogo1299",18
"ANY","null",0.2752,0,2,0,"MARRIAGE","eski1264",19
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","eski1264",19
"ANY","null",8.0866,3,14,0,"MARRIAGE","indo1319",68
"ANY","nhs",21,NA,NA,NA,"MARRIAGE","indo1319",68
"ANY","null",10.486,5,16,0.086,"MARRIAGE","kore1284",42
"ANY","nhs",16,NA,NA,NA,"MARRIAGE","kore1284",42
"ANY","null",0.3554,0,2,0.0952,"MARRIAGE","mata1289",6
"ANY","nhs",2,NA,NA,NA,"MARRIAGE","mata1289",6
"ANY","null",0.049,0,1,0,"MARRIAGE","maya1287",7
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","maya1287",7
"ANY","null",0.697,0,3,0.97,"MARRIAGE","nilo1247",9
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","nilo1247",9
"ANY","null",0.6002,0,2,0.9272,"MARRIAGE","saha1256",8
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","saha1256",8
"ANY","null",1.5664,0,4,0.402,"MARRIAGE","sino1245",49
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","sino1245",49
"ANY","null",0.7138,0,3,0.332,"MARRIAGE","taik1256",20
"ANY","nhs",2,NA,NA,NA,"MARRIAGE","taik1256",20
"ANY","null",0.924,0,3,0,"MARRIAGE","tuca1253",14
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","tuca1253",14
"ANY","null",0.5192,0,2,0.814,"MARRIAGE","tupi1275",8
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","tupi1275",8
"ANY","null",1.9402,0,5,0.0236,"MARRIAGE","turk1311",13
"ANY","nhs",6,NA,NA,NA,"MARRIAGE","turk1311",13
"ANY","null",1.5098,0,4,0,"MARRIAGE","ural1272",18
"ANY","nhs",9,NA,NA,NA,"MARRIAGE","ural1272",18
"ANY","null",0.9166,0,3,0,"MARRIAGE","utoa1244",7
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","utoa1244",7
"ANY","null",0.117,0,1,0,"MARRIAGE","yano1268",7
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","yano1268",7
"ANY","null",0.2114,0,1,0.0024,"ENTERTAINMENT","afro1255",64
"ANY","nhs",3,NA,NA,NA,"ENTERTAINMENT","afro1255",64
"ANY","null",5.975,2,11,0.0052,"ENTERTAINMENT","algi1248",60
"ANY","nhs",14,NA,NA,NA,"ENTERTAINMENT","algi1248",60
"ANY","null",0.106,0,1,0.2044,"ENTERTAINMENT","atha1245",23
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","atha1245",23
"ANY","null",0.3146,0,2,0.544,"ENTERTAINMENT","atla1278",134
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","atla1278",134
"ANY","null",0.6506,0,2,0.9872,"ENTERTAINMENT","aust1305",25
