"","type","length","name","instances","proportion","songs","proportion.cumulative","region.rank","region","global.rank","proportion.zm"
"1501","relative rhythm",2,"x1.60",0,0,0,1,86,"Africa",78,7.09789827522428e-05
"1502","relative rhythm",2,"x13.00",0,0,0,1,87,"Africa",71,6.89554018434116e-05
"1503","relative rhythm",2,"x14.67",0,0,0,1,88,"Africa",60,6.70111626489005e-05
"1504","relative rhythm",2,"x17.00",0,0,0,1,89,"Africa",86,6.51423239371082e-05
"1505","relative rhythm",2,"x19.00",0,0,0,1,90,"Africa",100,6.33451806108169e-05
"1506","relative rhythm",2,"x2.75",0,0,0,1,91,"Africa",67,6.16162471931464e-05
"1507","relative rhythm",2,"x2.78",0,0,0,1,92,"Africa",79,5.99522426304087e-05
"1508","relative rhythm",2,"x20.00",0,0,0,1,93,"Africa",65,5.83500762942029e-05
"1509","relative rhythm",2,"x22.00",0,0,0,1,94,"Africa",93,5.68068350767036e-05
"1510","relative rhythm",2,"x23.00",0,0,0,1,95,"Africa",61,5.53197714834664e-05
"1511","relative rhythm",2,"x32.00",0,0,0,1,96,"Africa",35,5.38862926373279e-05
"1512","relative rhythm",2,"x35.00",0,0,0,1,97,"Africa",72,5.25039501152588e-05
"1513","relative rhythm",2,"x44.00",0,0,0,1,98,"Africa",62,5.11704305474361e-05
"1514","relative rhythm",2,"x5.50",0,0,0,1,99,"Africa",54,4.98835469144456e-05
"1515","relative rhythm",2,"x7.33",0,0,0,1,100,"Africa",89,4.86412304844836e-05
"4498","relative rhythm",2,"x1.00",2497,0.494329423618914,16,0.494329423618914,1,"Asia",1,0.510414283386663
"4499","relative rhythm",2,"x2.00",844,0.16615124025094,16,0.660480663869854,2,"Asia",2,0.203091669591677
"4500","relative rhythm",2,"x0.50",798,0.149076650518524,16,0.809557314388378,3,"Asia",3,0.0998420276885684
"4501","relative rhythm",2,"x0.33",169,0.0425875308315811,13,0.852144845219959,4,"Asia",4,0.056027124212714
"4502","relative rhythm",2,"x3.00",117,0.0272327715970557,12,0.879377616817015,5,"Asia",5,0.0344237550762094
"4503","relative rhythm",2,"x1.50",98,0.0217931519316469,10,0.901170768748662,6,"Asia",6,0.0225941076432854
"4504","relative rhythm",2,"x4.00",74,0.0177504949779774,8,0.918921263726639,7,"Asia",7,0.0155938795286537
"4505","relative rhythm",2,"x0.25",59,0.0129807000663717,9,0.931901963793011,8,"Asia",9,0.0111963839188679
"4506","relative rhythm",2,"x6.00",31,0.00933021346167802,7,0.941232177254689,9,"Asia",10,0.00829959496391766
"4507","relative rhythm",2,"x5.00",20,0.00588806711946548,8,0.947120244374154,10,"Asia",14,0.0063161984556065
"4508","relative rhythm",2,"x0.67",28,0.0054904378474773,8,0.952610682221631,11,"Asia",8,0.00491393438033058
"4509","relative rhythm",2,"x1.33",22,0.00431521238047685,7,0.956925894602108,12,"Asia",12,0.00389535040935944
"4510","relative rhythm",2,"x8.00",18,0.00410027371678437,5,0.961026168318893,13,"Asia",13,0.00313815831414071
"4511","relative rhythm",2,"x0.75",13,0.00311532812130104,5,0.964141496440194,14,"Asia",11,0.00256391010583481
"4512","relative rhythm",2,"x0.20",18,0.00310770657787825,5,0.967249203018072,15,"Asia",16,0.00212073211399188
"4513","relative rhythm",2,"x0.17",13,0.00266734999416902,6,0.969916553012241,16,"Asia",18,0.00177340476876224
"4514","relative rhythm",2,"x0.06",2,0.00189393939393939,1,0.97181049240618,17,"Asia",36,0.00149745396900254
"4515","relative rhythm",2,"x0.22",2,0.00189393939393939,1,0.97370443180012,18,"Asia",30,0.00127551901898856
"4516","relative rhythm",2,"x32.00",2,0.00189393939393939,1,0.975598371194059,19,"Asia",35,0.00109505685583907
"4517","relative rhythm",2,"x0.12",4,0.0014892892791038,3,0.977087660473163,20,"Asia",15,0.000946854448431767
"4518","relative rhythm",2,"x16.00",3,0.00141866781017724,2,0.97850632828334,21,"Asia",37,0.00082404318040271
"4519","relative rhythm",2,"x3.50",3,0.00140926802893579,3,0.979915596312276,22,"Asia",29,0.00072143259180913
"4520","relative rhythm",2,"x0.38",4,0.00132406169142658,3,0.981239658003703,23,"Asia",26,0.00063505173743516
"4521","relative rhythm",2,"x7.00",2,0.00128664361001318,2,0.982526301613716,24,"Asia",19,0.000561828194317193
"4522","relative rhythm",2,"x0.08",1,0.000946969696969697,1,0.983473271310686,25,"Asia",45,0.000499359979291079
"4523","relative rhythm",2,"x0.35",1,0.000946969696969697,1,0.984420241007655,26,"Asia",57,0.000445751215555152
"4524","relative rhythm",2,"x0.43",1,0.000946969696969697,1,0.985367210704625,27,"Asia",39,0.000399492204191599
"4525","relative rhythm",2,"x0.60",1,0.000946969696969697,1,0.986314180401595,28,"Asia",25,0.00035937085950311
"4526","relative rhythm",2,"x0.64",1,0.000946969696969697,1,0.987261150098564,29,"Asia",58,0.000324406583961446
"4527","relative rhythm",2,"x0.73",1,0.000946969696969697,1,0.988208119795534,30,"Asia",59,0.000293800390759286
"4528","relative rhythm",2,"x0.80",1,0.000946969696969697,1,0.989155089492504,31,"Asia",46,0.0002668969220968
"4529","relative rhythm",2,"x1.75",1,0.000946969696969697,1,0.990102059189473,32,"Asia",49,0.000243155267779774
"4530","relative rhythm",2,"x14.67",1,0.000946969696969697,1,0.991049028886443,33,"Asia",60,0.000222126357640752
"4531","relative rhythm",2,"x18.00",1,0.000946969696969697,1,0.991995998583413,34,"Asia",53,0.000203435309455737
"4532","relative rhythm",2,"x23.00",1,0.000946969696969697,1,0.992942968280382,35,"Asia",61,0.000186767544466325
"4533","relative rhythm",2,"x44.00",1,0.000946969696969697,1,0.993889937977352,36,"Asia",62,0.000171857790484346
"4534","relative rhythm",2,"x12.00",4,0.000943396226415094,1,0.994833334203767,37,"Asia",33,0.00015848131494235
"4535","relative rhythm",2,"x1.12",3,0.000707547169811321,1,0.995540881373579,38,"Asia",64,0.000146446892395595
"4536","relative rhythm",2,"x9.00",2,0.000670361743731309,2,0.99621124311731,39,"Asia",27,0.000135591130243133
"4537","relative rhythm",2,"x2.67",3,0.000583071278825996,2,0.996794314396136,40,"Asia",21,0.000125773864889457
"4538","relative rhythm",2,"x0.14",2,0.000575522969647252,2,0.997369837365783,41,"Asia",17,0.000116874406690808
"4539","relative rhythm",2,"x0.40",3,0.000522102179823341,3,0.997891939545607,42,"Asia",22,0.00010878846182973
"4540","relative rhythm",2,"x20.00",2,0.000471698113207547,1,0.998363637658814,43,"Asia",65,0.000101425597034209
"4541","relative rhythm",2,"x2.50",5,0.000394292673559524,2,0.998757930332374,44,"Asia",23,9.47071419020744e-05
"4542","relative rhythm",2,"x0.44",1,0.000339673913043478,1,0.999097604245417,45,"Asia",31,8.85644457594991e-05
"4543","relative rhythm",2,"x0.18",1,0.000235849056603774,1,0.999333453302021,46,"Asia",69,8.29374231242607e-05
"4544","relative rhythm",2,"x7.33",1,0.000235849056603774,1,0.999569302358625,47,"Asia",89,7.77733351771825e-05
"4545","relative rhythm",2,"x0.10",1,0.000226449275362319,1,0.999795751633987,48,"Asia",28,7.30257650733356e-05
"4546","relative rhythm",2,"x1.25",1,0.000204248366013072,1,1,49,"Asia",32,6.86537531245246e-05
"4547","relative rhythm",2,"x0.07",0,0,0,1,50,"Asia",82,6.4621064365475e-05
"4548","relative rhythm",2,"x0.09",0,0,0,1,51,"Asia",47,6.08955661634816e-05
"4549","relative rhythm",2,"x0.11",0,0,0,1,52,"Asia",40,5.74486976387285e-05
"4550","relative rhythm",2,"x0.15",0,0,0,1,53,"Asia",85,5.42550159549203e-05
"4551","relative rhythm",2,"x0.16",0,0,0,1,54,"Asia",77,5.1291807190462e-05
"4552","relative rhythm",2,"x0.21",0,0,0,1,55,"Asia",97,4.85387516432015e-05
"4553","relative rhythm",2,"x0.26",0,0,0,1,56,"Asia",99,4.59776351609553e-05
"4554","relative rhythm",2,"x0.29",0,0,0,1,57,"Asia",38,4.35920995071356e-05
"4555","relative rhythm",2,"x0.30",0,0,0,1,58,"Asia",80,4.13674259297445e-05
"4556","relative rhythm",2,"x0.36",0,0,0,1,59,"Asia",94,3.92903470532233e-05
"4557","relative rhythm",2,"x0.56",0,0,0,1,60,"Asia",83,3.73488829960862e-05
"4558","relative rhythm",2,"x0.57",0,0,0,1,61,"Asia",50,3.55321982646702e-05
"4559","relative rhythm",2,"x0.71",0,0,0,1,62,"Asia",51,3.38304765100579e-05
"4560","relative rhythm",2,"x0.83",0,0,0,1,63,"Asia",84,3.22348106815791e-05
"4561","relative rhythm",2,"x0.86",0,0,0,1,64,"Asia",70,3.07371064826149e-05
"4562","relative rhythm",2,"x0.88",0,0,0,1,65,"Asia",20,2.93299973458986e-05
"4563","relative rhythm",2,"x0.89",0,0,0,1,66,"Asia",73,2.8006769406814e-05
"4564","relative rhythm",2,"x0.90",0,0,0,1,67,"Asia",55,2.67612951730136e-05
"4565","relative rhythm",2,"x1.14",0,0,0,1,68,"Asia",44,2.55879747740922e-05
"4566","relative rhythm",2,"x1.17",0,0,0,1,69,"Asia",81,2.44816838318471e-05
"4567","relative rhythm",2,"x1.29",0,0,0,1,70,"Asia",98,2.34377271245848e-05
"4568","relative rhythm",2,"x1.40",0,0,0,1,71,"Asia",90,2.24517973318903e-05
"4569","relative rhythm",2,"x1.60",0,0,0,1,72,"Asia",78,2.15199382425074e-05
"4570","relative rhythm",2,"x1.67",0,0,0,1,73,"Asia",41,2.06385118901257e-05
"4571","relative rhythm",2,"x1.80",0,0,0,1,74,"Asia",76,1.98041691521688e-05
"4572","relative rhythm",2,"x10.00",0,0,0,1,75,"Asia",48,1.90138234069593e-05
"4573","relative rhythm",2,"x11.00",0,0,0,1,76,"Asia",56,1.82646268964346e-05
"4574","relative rhythm",2,"x13.00",0,0,0,1,77,"Asia",71,1.75539494861944e-05
"4575","relative rhythm",2,"x14.00",0,0,0,1,78,"Asia",63,1.6879359553142e-05
"4576","relative rhythm",2,"x15.00",0,0,0,1,79,"Asia",75,1.62386067642534e-05
"4577","relative rhythm",2,"x17.00",0,0,0,1,80,"Asia",86,1.562960653882e-05
"4578","relative rhythm",2,"x19.00",0,0,0,1,81,"Asia",100,1.50504260115134e-05
"4579","relative rhythm",2,"x2.25",0,0,0,1,82,"Asia",24,1.4499271335353e-05
"4580","relative rhythm",2,"x2.33",0,0,0,1,83,"Asia",52,1.3974476182582e-05
"4581","relative rhythm",2,"x2.40",0,0,0,1,84,"Asia",91,1.3474491317964e-05
"4582","relative rhythm",2,"x2.75",0,0,0,1,85,"Asia",67,1.29978751334343e-05
"4583","relative rhythm",2,"x2.78",0,0,0,1,86,"Asia",79,1.25432850456621e-05
"4584","relative rhythm",2,"x22.00",0,0,0,1,87,"Asia",93,1.21094696691411e-05
"4585","relative rhythm",2,"x24.00",0,0,0,1,88,"Asia",66,1.1695261687139e-05
"4586","relative rhythm",2,"x3.33",0,0,0,1,89,"Asia",42,1.1299571351374e-05
"4587","relative rhythm",2,"x3.40",0,0,0,1,90,"Asia",95,1.09213805488053e-05
"4588","relative rhythm",2,"x3.67",0,0,0,1,91,"Asia",87,1.05597373805518e-05
"4589","relative rhythm",2,"x30.00",0,0,0,1,92,"Asia",74,1.02137512038106e-05
"4590","relative rhythm",2,"x35.00",0,0,0,1,93,"Asia",72,9.8825880928179e-06
"4591","relative rhythm",2,"x4.33",0,0,0,1,94,"Asia",43,9.56546667948358e-06
"4592","relative rhythm",2,"x4.50",0,0,0,1,95,"Asia",34,9.2616543383881e-06
"4593","relative rhythm",2,"x4.67",0,0,0,1,96,"Asia",88,8.97046368444246e-06
"4594","relative rhythm",2,"x5.33",0,0,0,1,97,"Asia",96,8.69124935471502e-06
"4595","relative rhythm",2,"x5.50",0,0,0,1,98,"Asia",54,8.42340504878363e-06
"4596","relative rhythm",2,"x6.50",0,0,0,1,99,"Asia",92,8.16636080451384e-06
"4597","relative rhythm",2,"x7.50",0,0,0,1,100,"Asia",68,7.91958048843208e-06
"7580","relative rhythm",2,"x1.00",1271,0.427063231327383,10,0.427063231327383,1,"Europe",1,0.412646381715899
"7581","relative rhythm",2,"x2.00",526,0.168840982407871,10,0.595904213735254,2,"Europe",2,0.224539225880819
"7582","relative rhythm",2,"x0.50",533,0.159752774172211,10,0.755656987907465,3,"Europe",3,0.129157218533942
"7583","relative rhythm",2,"x3.00",169,0.060754272478346,9,0.816411260385811,4,"Europe",5,0.0778078012624248
"7584","relative rhythm",2,"x0.33",108,0.0427383018776692,7,0.85914956226348,5,"Europe",4,0.0487423083505146
"7585","relative rhythm",2,"x0.67",110,0.0394415629827529,6,0.898591125246233,6,"Europe",8,0.0315743634413357
"7586","relative rhythm",2,"x1.50",64,0.0266646524471478,8,0.925255777693381,7,"Europe",6,0.021055419781647
"7587","relative rhythm",2,"x4.00",61,0.0237947073627448,6,0.949050485056125,8,"Europe",7,0.0144017388890052
"7588","relative rhythm",2,"x0.25",40,0.0166247639676959,4,0.965675249023821,9,"Europe",9,0.0100736770789476
"7589","relative rhythm",2,"x0.20",18,0.0102563662842851,3,0.975931615308106,10,"Europe",16,0.00718787731929668
"7590","relative rhythm",2,"x6.00",15,0.00440650968918812,3,0.980338124997294,11,"Europe",10,0.00522085473144773
"7591","relative rhythm",2,"x5.00",8,0.00369846317465782,4,0.984036588171952,12,"Europe",14,0.00385333382615868
"7592","relative rhythm",2,"x0.75",7,0.00318163870489452,4,0.987218226876847,13,"Europe",11,0.00288550814497208
"7593","relative rhythm",2,"x1.33",5,0.00270985868811956,3,0.989928085564966,14,"Europe",12,0.00218940356524811
"7594","relative rhythm",2,"x0.40",4,0.00163721413721414,2,0.99156529970218,15,"Europe",22,0.00168131553769952
"7595","relative rhythm",2,"x0.17",4,0.00151164096359266,3,0.993076940665773,16,"Europe",18,0.00130543997528706
"7596","relative rhythm",2,"x1.67",2,0.00135135135135135,1,0.994428292017124,17,"Europe",41,0.00102391900287851
"7597","relative rhythm",2,"x0.12",2,0.00101522842639594,1,0.99544352044352,18,"Europe",15,0.000810655507622852
"7598","relative rhythm",2,"x2.50",2,0.000996188496188496,2,0.996439708939709,19,"Europe",23,0.000647392778428489
"7599","relative rhythm",2,"x3.33",1,0.000675675675675676,1,0.997115384615385,20,"Europe",42,0.000521184151463316
"7600","relative rhythm",2,"x0.14",2,0.000641025641025641,1,0.99775641025641,21,"Europe",17,0.000422732174084943
"7601","relative rhythm",2,"x0.10",1,0.000320512820512821,1,0.998076923076923,22,"Europe",28,0.000345281419798935
"7602","relative rhythm",2,"x0.11",1,0.000320512820512821,1,0.998397435897436,23,"Europe",40,0.000283869666703704
"7603","relative rhythm",2,"x0.38",1,0.000320512820512821,1,0.998717948717949,24,"Europe",26,0.000234814601088133
"7604","relative rhythm",2,"x1.12",1,0.000320512820512821,1,0.999038461538462,25,"Europe",64,0.000195357529967963
"7605","relative rhythm",2,"x1.75",1,0.000320512820512821,1,0.999358974358974,26,"Europe",49,0.000163413160002503
"7606","relative rhythm",2,"x2.25",1,0.000320512820512821,1,0.999679487179487,27,"Europe",24,0.00013739192507321
"7607","relative rhythm",2,"x2.67",1,0.000320512820512821,1,1,28,"Europe",21,0.000116072518715076
"7608","relative rhythm",2,"x0.06",0,0,0,1,29,"Europe",36,9.85095520988432e-05
"7609","relative rhythm",2,"x0.07",0,0,0,1,30,"Europe",82,8.39660424802026e-05
"7610","relative rhythm",2,"x0.08",0,0,0,1,31,"Europe",45,7.18636262986518e-05
"7611","relative rhythm",2,"x0.09",0,0,0,1,32,"Europe",47,6.17455416370982e-05
"7612","relative rhythm",2,"x0.15",0,0,0,1,33,"Europe",85,5.32488906345166e-05
"7613","relative rhythm",2,"x0.16",0,0,0,1,34,"Europe",77,4.60837019261286e-05
"7614","relative rhythm",2,"x0.18",0,0,0,1,35,"Europe",69,4.00170151447972e-05
"7615","relative rhythm",2,"x0.21",0,0,0,1,36,"Europe",97,3.48607021503463e-05
"7616","relative rhythm",2,"x0.22",0,0,0,1,37,"Europe",30,3.0462088419975e-05
"7617","relative rhythm",2,"x0.26",0,0,0,1,38,"Europe",99,2.66966870110611e-05
"7618","relative rhythm",2,"x0.29",0,0,0,1,39,"Europe",38,2.34625366638461e-05
"7619","relative rhythm",2,"x0.30",0,0,0,1,40,"Europe",80,2.06757655050119e-05
"7620","relative rhythm",2,"x0.35",0,0,0,1,41,"Europe",57,1.82670966724139e-05
"7621","relative rhythm",2,"x0.36",0,0,0,1,42,"Europe",94,1.61790819354048e-05
"7622","relative rhythm",2,"x0.43",0,0,0,1,43,"Europe",39,1.4363901018403e-05
"7623","relative rhythm",2,"x0.44",0,0,0,1,44,"Europe",31,1.27816027977169e-05
"7624","relative rhythm",2,"x0.56",0,0,0,1,45,"Europe",83,1.13986933670921e-05
"7625","relative rhythm",2,"x0.57",0,0,0,1,46,"Europe",50,1.01869976966515e-05
"7626","relative rhythm",2,"x0.60",0,0,0,1,47,"Europe",25,9.12273808157997e-06
"7627","relative rhythm",2,"x0.64",0,0,0,1,48,"Europe",58,8.18578513039645e-06
"7628","relative rhythm",2,"x0.71",0,0,0,1,49,"Europe",51,7.35904665953964e-06
"7629","relative rhythm",2,"x0.73",0,0,0,1,50,"Europe",59,6.62796726494107e-06
"7630","relative rhythm",2,"x0.80",0,0,0,1,51,"Europe",46,5.98011706885376e-06
"7631","relative rhythm",2,"x0.83",0,0,0,1,52,"Europe",84,5.40485259149703e-06
"7632","relative rhythm",2,"x0.86",0,0,0,1,53,"Europe",70,4.89303617190773e-06
"7633","relative rhythm",2,"x0.88",0,0,0,1,54,"Europe",20,4.43680308664269e-06
"7634","relative rhythm",2,"x0.89",0,0,0,1,55,"Europe",73,4.02936765966536e-06
"7635","relative rhythm",2,"x0.90",0,0,0,1,56,"Europe",55,3.66486135195667e-06
"7636","relative rhythm",2,"x1.14",0,0,0,1,57,"Europe",44,3.33819716452495e-06
"7637","relative rhythm",2,"x1.17",0,0,0,1,58,"Europe",81,3.04495575985596e-06
"7638","relative rhythm",2,"x1.25",0,0,0,1,59,"Europe",32,2.78128956326718e-06
"7639","relative rhythm",2,"x1.29",0,0,0,1,60,"Europe",98,2.5438417926438e-06
"7640","relative rhythm",2,"x1.40",0,0,0,1,61,"Europe",90,2.3296779180327e-06
