"","type","length","name","instances","proportion","songs","proportion.cumulative","region.rank","region","global.rank","proportion.zm"
"7641","relative rhythm",2,"x1.60",0,0,0,1,62,"Europe",78,2.13622749916788e-06
"7642","relative rhythm",2,"x1.80",0,0,0,1,63,"Europe",76,1.96123471082883e-06
"7643","relative rhythm",2,"x10.00",0,0,0,1,64,"Europe",48,1.80271615999433e-06
"7644","relative rhythm",2,"x11.00",0,0,0,1,65,"Europe",56,1.65892483846345e-06
"7645","relative rhythm",2,"x12.00",0,0,0,1,66,"Europe",33,1.52831925059265e-06
"7646","relative rhythm",2,"x13.00",0,0,0,1,67,"Europe",71,1.40953691647885e-06
"7647","relative rhythm",2,"x14.00",0,0,0,1,68,"Europe",63,1.30137158302501e-06
"7648","relative rhythm",2,"x14.67",0,0,0,1,69,"Europe",60,1.20275358423197e-06
"7649","relative rhythm",2,"x15.00",0,0,0,1,70,"Europe",75,1.1127328820775e-06
"7650","relative rhythm",2,"x16.00",0,0,0,1,71,"Europe",37,1.03046439393697e-06
"7651","relative rhythm",2,"x17.00",0,0,0,1,72,"Europe",86,9.55195274466731e-07
"7652","relative rhythm",2,"x18.00",0,0,0,1,73,"Europe",53,8.86253871472487e-07
"7653","relative rhythm",2,"x19.00",0,0,0,1,74,"Europe",100,8.23040118356167e-07
"7654","relative rhythm",2,"x2.33",0,0,0,1,75,"Europe",52,7.65017161769127e-07
"7655","relative rhythm",2,"x2.40",0,0,0,1,76,"Europe",91,7.11704053313306e-07
"7656","relative rhythm",2,"x2.75",0,0,0,1,77,"Europe",67,6.62669359521526e-07
"7657","relative rhythm",2,"x2.78",0,0,0,1,78,"Europe",79,6.17525565728724e-07
"7658","relative rhythm",2,"x20.00",0,0,0,1,79,"Europe",65,5.75924167488255e-07
"7659","relative rhythm",2,"x22.00",0,0,0,1,80,"Europe",93,5.3755135844343e-07
"7660","relative rhythm",2,"x23.00",0,0,0,1,81,"Europe",61,5.02124236490162e-07
"7661","relative rhythm",2,"x24.00",0,0,0,1,82,"Europe",66,4.69387461039048e-07
"7662","relative rhythm",2,"x3.40",0,0,0,1,83,"Europe",95,4.39110303517185e-07
"7663","relative rhythm",2,"x3.50",0,0,0,1,84,"Europe",29,4.11084041201511e-07
"7664","relative rhythm",2,"x3.67",0,0,0,1,85,"Europe",87,3.85119651262799e-07
"7665","relative rhythm",2,"x30.00",0,0,0,1,86,"Europe",74,3.61045767703412e-07
"7666","relative rhythm",2,"x32.00",0,0,0,1,87,"Europe",35,3.38706868843474e-07
"7667","relative rhythm",2,"x35.00",0,0,0,1,88,"Europe",72,3.17961667275928e-07
"7668","relative rhythm",2,"x4.33",0,0,0,1,89,"Europe",43,2.98681677877091e-07
"7669","relative rhythm",2,"x4.50",0,0,0,1,90,"Europe",34,2.8074994261542e-07
"7670","relative rhythm",2,"x4.67",0,0,0,1,91,"Europe",88,2.64059893622236e-07
"7671","relative rhythm",2,"x44.00",0,0,0,1,92,"Europe",62,2.4851433833801e-07
"7672","relative rhythm",2,"x5.33",0,0,0,1,93,"Europe",96,2.34024552579985e-07
"7673","relative rhythm",2,"x5.50",0,0,0,1,94,"Europe",54,2.20509469137066e-07
"7674","relative rhythm",2,"x6.50",0,0,0,1,95,"Europe",92,2.07894951024691e-07
"7675","relative rhythm",2,"x7.00",0,0,0,1,96,"Europe",19,1.96113139858553e-07
"7676","relative rhythm",2,"x7.33",0,0,0,1,97,"Europe",89,1.85101870959626e-07
"7677","relative rhythm",2,"x7.50",0,0,0,1,98,"Europe",68,1.74804147807772e-07
"7678","relative rhythm",2,"x8.00",0,0,0,1,99,"Europe",13,1.65167669337594e-07
"7679","relative rhythm",2,"x9.00",0,0,0,1,100,"Europe",27,1.56144404335623e-07
"10662","relative rhythm",2,"x1.00",2484,0.588446440292083,12,0.588446440292083,1,"Middle America and the Caribbean",1,0.621186968832033
"10663","relative rhythm",2,"x2.00",480,0.145449771389114,12,0.733896211681197,2,"Middle America and the Caribbean",2,0.157130696624412
"10664","relative rhythm",2,"x0.50",329,0.096074953980855,12,0.829971165662052,3,"Middle America and the Caribbean",3,0.068523841367787
"10665","relative rhythm",2,"x0.33",146,0.0463453287681522,9,0.876316494430204,4,"Middle America and the Caribbean",4,0.037744232757926
"10666","relative rhythm",2,"x1.50",157,0.043584452856874,10,0.919900947287078,5,"Middle America and the Caribbean",6,0.0236898571016904
"10667","relative rhythm",2,"x4.00",43,0.0155932185393129,8,0.935494165826391,6,"Middle America and the Caribbean",7,0.0161641878067109
"10668","relative rhythm",2,"x3.00",51,0.0128128375306959,7,0.948307003357087,7,"Middle America and the Caribbean",5,0.0116887905676439
"10669","relative rhythm",2,"x0.25",18,0.00762309321602128,6,0.955930096573108,8,"Middle America and the Caribbean",9,0.00882156401851956
"10670","relative rhythm",2,"x0.75",18,0.0051630724553846,3,0.961093169028493,9,"Middle America and the Caribbean",11,0.0068794429996966
"10671","relative rhythm",2,"x0.67",23,0.00495489484092758,3,0.966048063869421,10,"Middle America and the Caribbean",8,0.00550581180535401
"10672","relative rhythm",2,"x6.00",12,0.00451596097376148,2,0.970564024843182,11,"Middle America and the Caribbean",10,0.00450009573120276
"10673","relative rhythm",2,"x0.17",15,0.00329296437290827,2,0.97385698921609,12,"Middle America and the Caribbean",18,0.00374263855904654
"10674","relative rhythm",2,"x1.33",22,0.0032160264864828,4,0.977073015702573,13,"Middle America and the Caribbean",12,0.0031585606513769
"10675","relative rhythm",2,"x7.00",14,0.00263895491186969,3,0.979711970614443,14,"Middle America and the Caribbean",19,0.00269910886002632
"10676","relative rhythm",2,"x8.00",13,0.00250160691135296,2,0.982213577525796,15,"Middle America and the Caribbean",13,0.00233146281652024
"10677","relative rhythm",2,"x0.12",8,0.00197460423665758,3,0.984188181762453,16,"Middle America and the Caribbean",15,0.00203288856693771
"10678","relative rhythm",2,"x9.00",13,0.00193867479982487,2,0.986126856562278,17,"Middle America and the Caribbean",27,0.00178724554319353
"10679","relative rhythm",2,"x0.29",15,0.00192012288786482,1,0.988046979450143,18,"Middle America and the Caribbean",38,0.00158282479622916
"10680","relative rhythm",2,"x0.22",12,0.00153609831029186,1,0.989583077760435,19,"Middle America and the Caribbean",30,0.00141096949278884
"10681","relative rhythm",2,"x2.33",12,0.00153609831029186,1,0.991119176070727,20,"Middle America and the Caribbean",52,0.00126517058512808
"10682","relative rhythm",2,"x0.43",5,0.0012123128821421,2,0.992331488952869,21,"Middle America and the Caribbean",39,0.00114045967519415
"10683","relative rhythm",2,"x10.00",4,0.00118203309692671,1,0.993513522049796,22,"Middle America and the Caribbean",48,0.00103299264247024
"10684","relative rhythm",2,"x5.00",5,0.000914609259630298,2,0.994428131309426,23,"Middle America and the Caribbean",14,0.000939758592210794
"10685","relative rhythm",2,"x0.16",4,0.000512032770097286,1,0.994940164079523,24,"Middle America and the Caribbean",77,0.000858372867024016
"10686","relative rhythm",2,"x1.60",4,0.000512032770097286,1,0.995452196849621,25,"Middle America and the Caribbean",78,0.000786927521006067
"10687","relative rhythm",2,"x2.50",4,0.000512032770097286,1,0.995964229619718,26,"Middle America and the Caribbean",23,0.000723881752482399
"10688","relative rhythm",2,"x2.78",4,0.000512032770097286,1,0.996476262389815,27,"Middle America and the Caribbean",79,0.000667980561827453
"10689","relative rhythm",2,"x2.67",2,0.000423516466756,2,0.996899778856571,28,"Middle America and the Caribbean",21,0.000618193634500153
"10690","relative rhythm",2,"x0.08",1,0.000402576489533011,1,0.997302355346104,29,"Middle America and the Caribbean",45,0.000573668909505078
"10691","relative rhythm",2,"x0.10",1,0.000402576489533011,1,0.997704931835637,30,"Middle America and the Caribbean",28,0.000533696941673945
"10692","relative rhythm",2,"x0.11",1,0.000402576489533011,1,0.99810750832517,31,"Middle America and the Caribbean",40,0.000497683287525073
"10693","relative rhythm",2,"x1.25",1,0.000402576489533011,1,0.998510084814703,32,"Middle America and the Caribbean",32,0.000465126918331209
"10694","relative rhythm",2,"x14.00",1,0.000402576489533011,1,0.998912661304236,33,"Middle America and the Caribbean",63,0.000435603205192636
"10695","relative rhythm",2,"x0.20",2,0.000256016385048643,1,0.999168677689285,34,"Middle America and the Caribbean",16,0.000408750404030038
"10696","relative rhythm",2,"x1.14",2,0.000256016385048643,1,0.999424694074333,35,"Middle America and the Caribbean",44,0.000384258842768249
"10697","relative rhythm",2,"x3.50",1,0.000254841997961264,1,0.999679536072295,36,"Middle America and the Caribbean",29,0.000361862211572278
"10698","relative rhythm",2,"x0.80",1,0.000128008192524322,1,0.999807544264819,37,"Middle America and the Caribbean",46,0.000341330502197439
"10699","relative rhythm",2,"x1.67",1,6.41519117269695e-05,1,0.999871696176546,38,"Middle America and the Caribbean",41,0.000322464249686906
"10700","relative rhythm",2,"x2.25",1,6.41519117269695e-05,1,0.999935848088273,39,"Middle America and the Caribbean",24,0.000305089809458921
"10701","relative rhythm",2,"x2.40",1,6.41519117269695e-05,1,1,40,"Middle America and the Caribbean",91,0.000289055462758349
"10702","relative rhythm",2,"x0.06",0,0,0,1,41,"Middle America and the Caribbean",36,0.000274228188811136
"10703","relative rhythm",2,"x0.07",0,0,0,1,42,"Middle America and the Caribbean",82,0.000260490976614915
"10704","relative rhythm",2,"x0.09",0,0,0,1,43,"Middle America and the Caribbean",47,0.000247740575868828
"10705","relative rhythm",2,"x0.14",0,0,0,1,44,"Middle America and the Caribbean",17,0.00023588560708984
"10706","relative rhythm",2,"x0.15",0,0,0,1,45,"Middle America and the Caribbean",85,0.000224844966949864
"10707","relative rhythm",2,"x0.18",0,0,0,1,46,"Middle America and the Caribbean",69,0.000214546477384601
"10708","relative rhythm",2,"x0.21",0,0,0,1,47,"Middle America and the Caribbean",97,0.000204925736881458
"10709","relative rhythm",2,"x0.26",0,0,0,1,48,"Middle America and the Caribbean",99,0.00019592514015855
"10710","relative rhythm",2,"x0.30",0,0,0,1,49,"Middle America and the Caribbean",80,0.00018749303865942
"10711","relative rhythm",2,"x0.35",0,0,0,1,50,"Middle America and the Caribbean",57,0.00017958301925848
"10712","relative rhythm",2,"x0.36",0,0,0,1,51,"Middle America and the Caribbean",94,0.000172153282567853
"10713","relative rhythm",2,"x0.38",0,0,0,1,52,"Middle America and the Caribbean",26,0.000165166105463294
"10714","relative rhythm",2,"x0.40",0,0,0,1,53,"Middle America and the Caribbean",22,0.000158587375064677
"10715","relative rhythm",2,"x0.44",0,0,0,1,54,"Middle America and the Caribbean",31,0.000152386183539045
"10716","relative rhythm",2,"x0.56",0,0,0,1,55,"Middle America and the Caribbean",83,0.000146534474838698
"10717","relative rhythm",2,"x0.57",0,0,0,1,56,"Middle America and the Caribbean",50,0.000141006735919217
"10718","relative rhythm",2,"x0.60",0,0,0,1,57,"Middle America and the Caribbean",25,0.000135779726163151
"10719","relative rhythm",2,"x0.64",0,0,0,1,58,"Middle America and the Caribbean",58,0.0001308322397119
"10720","relative rhythm",2,"x0.71",0,0,0,1,59,"Middle America and the Caribbean",51,0.00012614489621929
"10721","relative rhythm",2,"x0.73",0,0,0,1,60,"Middle America and the Caribbean",59,0.000121699956215814
"10722","relative rhythm",2,"x0.83",0,0,0,1,61,"Middle America and the Caribbean",84,0.000117481157837006
"10723","relative rhythm",2,"x0.86",0,0,0,1,62,"Middle America and the Caribbean",70,0.000113473572142637
"10724","relative rhythm",2,"x0.88",0,0,0,1,63,"Middle America and the Caribbean",20,0.000109663474651286
"10725","relative rhythm",2,"x0.89",0,0,0,1,64,"Middle America and the Caribbean",73,0.000106038231050415
"10726","relative rhythm",2,"x0.90",0,0,0,1,65,"Middle America and the Caribbean",55,0.000102586195325793
"10727","relative rhythm",2,"x1.12",0,0,0,1,66,"Middle America and the Caribbean",64,9.92966187947801e-05
"10728","relative rhythm",2,"x1.17",0,0,0,1,67,"Middle America and the Caribbean",81,9.61595687325252e-05
"10729","relative rhythm",2,"x1.29",0,0,0,1,68,"Middle America and the Caribbean",98,9.31658554545712e-05
"10730","relative rhythm",2,"x1.40",0,0,0,1,69,"Middle America and the Caribbean",90,9.03069668683423e-05
"10731","relative rhythm",2,"x1.75",0,0,0,1,70,"Middle America and the Caribbean",49,8.757500963367e-05
"10732","relative rhythm",2,"x1.80",0,0,0,1,71,"Middle America and the Caribbean",76,8.49626561821052e-05
"10733","relative rhythm",2,"x11.00",0,0,0,1,72,"Middle America and the Caribbean",56,8.24630969390771e-05
"10734","relative rhythm",2,"x12.00",0,0,0,1,73,"Middle America and the Caribbean",33,8.00699971743069e-05
"10735","relative rhythm",2,"x13.00",0,0,0,1,74,"Middle America and the Caribbean",71,7.77774579761778e-05
"10736","relative rhythm",2,"x14.67",0,0,0,1,75,"Middle America and the Caribbean",60,7.55799809066505e-05
"10737","relative rhythm",2,"x15.00",0,0,0,1,76,"Middle America and the Caribbean",75,7.34724359461474e-05
"10738","relative rhythm",2,"x16.00",0,0,0,1,77,"Middle America and the Caribbean",37,7.14500323837694e-05
"10739","relative rhythm",2,"x17.00",0,0,0,1,78,"Middle America and the Caribbean",86,6.95082923482323e-05
"10740","relative rhythm",2,"x18.00",0,0,0,1,79,"Middle America and the Caribbean",53,6.76430267098396e-05
"10741","relative rhythm",2,"x19.00",0,0,0,1,80,"Middle America and the Caribbean",100,6.58503131143491e-05
"10742","relative rhythm",2,"x2.75",0,0,0,1,81,"Middle America and the Caribbean",67,6.41264759363462e-05
"10743","relative rhythm",2,"x20.00",0,0,0,1,82,"Middle America and the Caribbean",65,6.24680679632025e-05
"10744","relative rhythm",2,"x22.00",0,0,0,1,83,"Middle America and the Caribbean",93,6.08718536413327e-05
"10745","relative rhythm",2,"x23.00",0,0,0,1,84,"Middle America and the Caribbean",61,5.93347937346163e-05
"10746","relative rhythm",2,"x24.00",0,0,0,1,85,"Middle America and the Caribbean",66,5.78540312608661e-05
"10747","relative rhythm",2,"x3.33",0,0,0,1,86,"Middle America and the Caribbean",42,5.64268785863588e-05
"10748","relative rhythm",2,"x3.40",0,0,0,1,87,"Middle America and the Caribbean",95,5.50508055709513e-05
"10749","relative rhythm",2,"x3.67",0,0,0,1,88,"Middle America and the Caribbean",87,5.37234286673757e-05
"10750","relative rhythm",2,"x30.00",0,0,0,1,89,"Middle America and the Caribbean",74,5.24425008881335e-05
"10751","relative rhythm",2,"x32.00",0,0,0,1,90,"Middle America and the Caribbean",35,5.12059025621291e-05
"10752","relative rhythm",2,"x35.00",0,0,0,1,91,"Middle America and the Caribbean",72,5.00116328109464e-05
"10753","relative rhythm",2,"x4.33",0,0,0,1,92,"Middle America and the Caribbean",43,4.8857801681581e-05
"10754","relative rhythm",2,"x4.50",0,0,0,1,93,"Middle America and the Caribbean",34,4.77426228786042e-05
"10755","relative rhythm",2,"x4.67",0,0,0,1,94,"Middle America and the Caribbean",88,4.66644070442384e-05
"10756","relative rhythm",2,"x44.00",0,0,0,1,95,"Middle America and the Caribbean",62,4.56215555397446e-05
"10757","relative rhythm",2,"x5.33",0,0,0,1,96,"Middle America and the Caribbean",96,4.46125546859243e-05
"10758","relative rhythm",2,"x5.50",0,0,0,1,97,"Middle America and the Caribbean",54,4.36359704244888e-05
"10759","relative rhythm",2,"x6.50",0,0,0,1,98,"Middle America and the Caribbean",92,4.26904433655883e-05
"10760","relative rhythm",2,"x7.33",0,0,0,1,99,"Middle America and the Caribbean",89,4.17746841899754e-05
"10761","relative rhythm",2,"x7.50",0,0,0,1,100,"Middle America and the Caribbean",68,4.08874693771388e-05
"13744","relative rhythm",2,"x1.00",839,0.496504392744199,4,0.496504392744199,1,"Middle East",1,0.558518365025622
"13745","relative rhythm",2,"x0.50",275,0.173532351640629,4,0.670036744384828,2,"Middle East",3,0.21909562842171
"13746","relative rhythm",2,"x2.00",260,0.153210182520224,4,0.823246926905052,3,"Middle East",2,0.0991420795465486
"13747","relative rhythm",2,"x0.25",21,0.0407408101848327,4,0.863987737089885,4,"Middle East",9,0.0498263937271435
"13748","relative rhythm",2,"x3.00",15,0.027494992975219,3,0.891482730065104,5,"Middle East",5,0.0271376320955903
"13749","relative rhythm",2,"x0.33",24,0.0260357603937713,4,0.917518490458875,6,"Middle East",4,0.0157501400213156
"13750","relative rhythm",2,"x4.00",11,0.0222480793949721,3,0.939766569853847,7,"Middle East",7,0.00962423607614621
"13751","relative rhythm",2,"x6.00",11,0.0211867396048187,3,0.960953309458666,8,"Middle East",10,0.00613685630480157
"13752","relative rhythm",2,"x0.67",14,0.0209140382959139,4,0.98186734775458,9,"Middle East",8,0.00405580873266177
"13753","relative rhythm",2,"x8.00",7,0.0102948113207547,2,0.992162159075335,10,"Middle East",13,0.0027635476543453
"13754","relative rhythm",2,"x0.75",6,0.0036319612590799,1,0.995794120334415,11,"Middle East",11,0.00193327402645887
"13755","relative rhythm",2,"x1.50",6,0.0023898990360455,2,0.99818401937046,12,"Middle East",6,0.00138384362679692
"13756","relative rhythm",2,"x16.00",1,0.000605326876513317,1,0.998789346246973,13,"Middle East",37,0.00101075117523718
"13757","relative rhythm",2,"x22.00",1,0.000605326876513317,1,0.999394673123487,14,"Middle East",93,0.000751566206975765
"13758","relative rhythm",2,"x32.00",1,0.000605326876513317,1,1,15,"Middle East",35,0.000567831393578152
"13759","relative rhythm",2,"x0.06",0,0,0,1,16,"Middle East",36,0.000435203558039248
"13760","relative rhythm",2,"x0.07",0,0,0,1,17,"Middle East",82,0.000337894725838984
"13761","relative rhythm",2,"x0.08",0,0,0,1,18,"Middle East",45,0.000265439497491246
"13762","relative rhythm",2,"x0.09",0,0,0,1,19,"Middle East",47,0.000210762479469387
"13763","relative rhythm",2,"x0.10",0,0,0,1,20,"Middle East",28,0.000168993740034682
"13764","relative rhythm",2,"x0.11",0,0,0,1,21,"Middle East",40,0.000136726145978122
"13765","relative rhythm",2,"x0.12",0,0,0,1,22,"Middle East",15,0.000111540047798284
"13766","relative rhythm",2,"x0.14",0,0,0,1,23,"Middle East",17,9.16932831974068e-05
"13767","relative rhythm",2,"x0.15",0,0,0,1,24,"Middle East",85,7.59154697597882e-05
"13768","relative rhythm",2,"x0.16",0,0,0,1,25,"Middle East",77,6.3269306718923e-05
"13769","relative rhythm",2,"x0.17",0,0,0,1,26,"Middle East",18,5.30556679803029e-05
"13770","relative rhythm",2,"x0.18",0,0,0,1,27,"Middle East",69,4.47477656676357e-05
"13771","relative rhythm",2,"x0.20",0,0,0,1,28,"Middle East",16,3.79448949879094e-05
"13772","relative rhythm",2,"x0.21",0,0,0,1,29,"Middle East",97,3.23395486694068e-05
"13773","relative rhythm",2,"x0.22",0,0,0,1,30,"Middle East",30,2.76937759674676e-05
"13774","relative rhythm",2,"x0.26",0,0,0,1,31,"Middle East",99,2.3822010034301e-05
"13775","relative rhythm",2,"x0.29",0,0,0,1,32,"Middle East",38,2.0578471645156e-05
"13776","relative rhythm",2,"x0.30",0,0,0,1,33,"Middle East",80,1.7847844604973e-05
"13777","relative rhythm",2,"x0.35",0,0,0,1,34,"Middle East",57,1.55383131643369e-05
"13778","relative rhythm",2,"x0.36",0,0,0,1,35,"Middle East",94,1.35763205464932e-05
"13779","relative rhythm",2,"x0.38",0,0,0,1,36,"Middle East",26,1.19025925892998e-05
"13780","relative rhythm",2,"x0.40",0,0,0,1,37,"Middle East",22,1.046909903598e-05
"13781","relative rhythm",2,"x0.43",0,0,0,1,38,"Middle East",39,9.23671523384782e-06
"13782","relative rhythm",2,"x0.44",0,0,0,1,39,"Middle East",31,8.17341092776115e-06
"13783","relative rhythm",2,"x0.56",0,0,0,1,40,"Middle East",83,7.25283853085689e-06
"13784","relative rhythm",2,"x0.57",0,0,0,1,41,"Middle East",50,6.45322619336339e-06
"13785","relative rhythm",2,"x0.60",0,0,0,1,42,"Middle East",25,5.75650492248109e-06
"13786","relative rhythm",2,"x0.64",0,0,0,1,43,"Middle East",58,5.14761652728047e-06
"13787","relative rhythm",2,"x0.71",0,0,0,1,44,"Middle East",51,4.61396208286626e-06
"13788","relative rhythm",2,"x0.73",0,0,0,1,45,"Middle East",59,4.14496020170943e-06
"13789","relative rhythm",2,"x0.80",0,0,0,1,46,"Middle East",46,3.73169157069941e-06
"13790","relative rhythm",2,"x0.83",0,0,0,1,47,"Middle East",84,3.3666116059824e-06
"13791","relative rhythm",2,"x0.86",0,0,0,1,48,"Middle East",70,3.04331715903081e-06
"13792","relative rhythm",2,"x0.88",0,0,0,1,49,"Middle East",20,2.75635631377041e-06
"13793","relative rhythm",2,"x0.89",0,0,0,1,50,"Middle East",73,2.50107269204925e-06
"13794","relative rhythm",2,"x0.90",0,0,0,1,51,"Middle East",55,2.27347751403022e-06
"13795","relative rhythm",2,"x1.12",0,0,0,1,52,"Middle East",64,2.07014407483699e-06
"13796","relative rhythm",2,"x1.14",0,0,0,1,53,"Middle East",44,1.88812039832368e-06
"13797","relative rhythm",2,"x1.17",0,0,0,1,54,"Middle East",81,1.72485668745741e-06
"13798","relative rhythm",2,"x1.25",0,0,0,1,55,"Middle East",32,1.57814486435337e-06
"13799","relative rhythm",2,"x1.29",0,0,0,1,56,"Middle East",98,1.44606802370219e-06
"13800","relative rhythm",2,"x1.33",0,0,0,1,57,"Middle East",12,1.32695804325136e-06
"13801","relative rhythm",2,"x1.40",0,0,0,1,58,"Middle East",90,1.21935992863172e-06
"13802","relative rhythm",2,"x1.60",0,0,0,1,59,"Middle East",78,1.12200173593877e-06
"13803","relative rhythm",2,"x1.67",0,0,0,1,60,"Middle East",41,1.03376912855867e-06
"13804","relative rhythm",2,"x1.75",0,0,0,1,61,"Middle East",49,9.53683795971979e-07
"13805","relative rhythm",2,"x1.80",0,0,0,1,62,"Middle East",76,8.80885100380246e-07
"13806","relative rhythm",2,"x10.00",0,0,0,1,63,"Middle East",48,8.14614428777276e-07
"13807","relative rhythm",2,"x11.00",0,0,0,1,64,"Middle East",56,7.54201818852695e-07
"13808","relative rhythm",2,"x12.00",0,0,0,1,65,"Middle East",33,6.99054501058734e-07
"13809","relative rhythm",2,"x13.00",0,0,0,1,66,"Middle East",71,6.48647059599616e-07
"13810","relative rhythm",2,"x14.00",0,0,0,1,67,"Middle East",63,6.0251296463699e-07
"13811","relative rhythm",2,"x14.67",0,0,0,1,68,"Middle East",60,5.60237268728959e-07
"13812","relative rhythm",2,"x15.00",0,0,0,1,69,"Middle East",75,5.21450294097271e-07
"13813","relative rhythm",2,"x17.00",0,0,0,1,70,"Middle East",86,4.85822165078869e-07
"13814","relative rhythm",2,"x18.00",0,0,0,1,71,"Middle East",53,4.53058063133431e-07
"13815","relative rhythm",2,"x19.00",0,0,0,1,72,"Middle East",100,4.2289410090959e-07
"13816","relative rhythm",2,"x2.25",0,0,0,1,73,"Middle East",24,3.95093727815326e-07
"13817","relative rhythm",2,"x2.33",0,0,0,1,74,"Middle East",52,3.69444592857127e-07
"13818","relative rhythm",2,"x2.40",0,0,0,1,75,"Middle East",91,3.45755801666547e-07
"13819","relative rhythm",2,"x2.50",0,0,0,1,76,"Middle East",23,3.2385551399577e-07
"13820","relative rhythm",2,"x2.67",0,0,0,1,77,"Middle East",21,3.03588835841317e-07
"13821","relative rhythm",2,"x2.75",0,0,0,1,78,"Middle East",67,2.84815966997687e-07
"13822","relative rhythm",2,"x2.78",0,0,0,1,79,"Middle East",79,2.67410570456143e-07
"13823","relative rhythm",2,"x20.00",0,0,0,1,80,"Middle East",65,2.51258334817743e-07
"13824","relative rhythm",2,"x23.00",0,0,0,1,81,"Middle East",61,2.36255704923909e-07
"13825","relative rhythm",2,"x24.00",0,0,0,1,82,"Middle East",66,2.22308759338258e-07
"13826","relative rhythm",2,"x3.33",0,0,0,1,83,"Middle East",42,2.09332216236169e-07
"13827","relative rhythm",2,"x3.40",0,0,0,1,84,"Middle East",95,1.97248551753546e-07
"13828","relative rhythm",2,"x3.50",0,0,0,1,85,"Middle East",29,1.85987216980127e-07
"13829","relative rhythm",2,"x3.67",0,0,0,1,86,"Middle East",87,1.75483941610956e-07
"13830","relative rhythm",2,"x30.00",0,0,0,1,87,"Middle East",74,1.65680113839032e-07
"13831","relative rhythm",2,"x35.00",0,0,0,1,88,"Middle East",72,1.56522227421538e-07
"13832","relative rhythm",2,"x4.33",0,0,0,1,89,"Middle East",43,1.47961388014326e-07
"13833","relative rhythm",2,"x4.50",0,0,0,1,90,"Middle East",34,1.39952871872153e-07
"13834","relative rhythm",2,"x4.67",0,0,0,1,91,"Middle East",88,1.32455730878685e-07
"13835","relative rhythm",2,"x44.00",0,0,0,1,92,"Middle East",62,1.2543243862041e-07
"13836","relative rhythm",2,"x5.00",0,0,0,1,93,"Middle East",14,1.18848572868814e-07
"13837","relative rhythm",2,"x5.33",0,0,0,1,94,"Middle East",96,1.12672530399771e-07
"13838","relative rhythm",2,"x5.50",0,0,0,1,95,"Middle East",54,1.06875270569986e-07
"13839","relative rhythm",2,"x6.50",0,0,0,1,96,"Middle East",92,1.01430084497858e-07
"13840","relative rhythm",2,"x7.00",0,0,0,1,97,"Middle East",19,9.63123870689103e-08
"13841","relative rhythm",2,"x7.33",0,0,0,1,98,"Middle East",89,9.14995293115279e-08
"13842","relative rhythm",2,"x7.50",0,0,0,1,99,"Middle East",68,8.6970628973424e-08
"13843","relative rhythm",2,"x9.00",0,0,0,1,100,"Middle East",27,8.27064173785981e-08
"16826","relative rhythm",2,"x1.00",2001,0.477405741848375,20,0.477405741848375,1,"North America",1,0.45439346087604
"16827","relative rhythm",2,"x2.00",680,0.167222813432532,20,0.644628555280907,2,"North America",2,0.216756863817634
"16828","relative rhythm",2,"x0.50",727,0.152803507945577,20,0.797432063226484,3,"North America",3,0.115939352196265
"16829","relative rhythm",2,"x3.00",151,0.0470885398041063,15,0.84452060303059,4,"North America",5,0.0674322353519754
"16830","relative rhythm",2,"x0.33",106,0.0413098709247535,14,0.885830473955344,5,"North America",4,0.0418102523029358
"16831","relative rhythm",2,"x1.50",151,0.0263520724720168,10,0.912182546427361,6,"North America",6,0.0272650473430222
"16832","relative rhythm",2,"x0.67",131,0.0221854981229888,11,0.934368044550349,7,"North America",8,0.0185204660665684
"16833","relative rhythm",2,"x4.00",56,0.0196979340880577,10,0.954065978638407,8,"North America",7,0.0130115647135605
"16834","relative rhythm",2,"x0.25",39,0.0123986215774611,10,0.966464600215868,9,"North America",9,0.00940356904492906
"16835","relative rhythm",2,"x1.33",62,0.00605489109148678,5,0.972519491307355,10,"North America",12,0.00696174077212005
"16836","relative rhythm",2,"x5.00",14,0.00507728704648182,5,0.977596778353837,11,"North America",14,0.00526210388865985
"16837","relative rhythm",2,"x2.25",20,0.00313218076375971,2,0.980728959117596,12,"North America",24,0.00404997413213061
"16838","relative rhythm",2,"x0.20",8,0.00274736313942017,3,0.983476322257017,13,"North America",16,0.00316696585294062
"16839","relative rhythm",2,"x0.12",5,0.00266824169530355,3,0.98614456395232,14,"North America",15,0.00251155949157553
"16840","relative rhythm",2,"x0.75",5,0.00229110740843593,3,0.988435671360756,15,"North America",11,0.00201693245802799
"16841","relative rhythm",2,"x0.44",3,0.00192307692307692,1,0.990358748283833,16,"North America",31,0.00163805214052233
"16842","relative rhythm",2,"x0.38",3,0.001875,1,0.992233748283833,17,"North America",26,0.00134392551961604
"16843","relative rhythm",2,"x0.17",7,0.00147193061488671,4,0.99370567889872,18,"North America",18,0.00111281534224159
"16844","relative rhythm",2,"x0.40",3,0.00132801161103048,2,0.99503369050975,19,"North America",22,0.000929213599583557
"16845","relative rhythm",2,"x2.67",18,0.00131093683457281,2,0.996344627344323,20,"North America",21,0.000781883693151991
"16846","relative rhythm",2,"x8.00",2,0.000769230769230769,1,0.997113858113554,21,"North America",13,0.00066256812203489
"16847","relative rhythm",2,"x0.10",1,0.000515463917525773,1,0.997629322031079,22,"North America",28,0.000565119647465101
