"ocm","type","est","cilo","cihi","p","category","group","ndocs"
"ANY","nhs",10,NA,NA,NA,"MOURNING","NHS-R04",19
"ANY","null",35.2824,25.975,46,0,"MOURNING","NHS-R05",27
"ANY","nhs",90,NA,NA,NA,"MOURNING","NHS-R05",27
"ANY","null",6.4174,2,11,0,"MOURNING","NHS-R06",23
"ANY","nhs",24,NA,NA,NA,"MOURNING","NHS-R06",23
"ANY","null",2.0272,0,5,0.7792,"MOURNING","NHS-R07",11
"ANY","nhs",2,NA,NA,NA,"MOURNING","NHS-R07",11
"ANY","null",27.3814,18,37,0.0656,"MOURNING","NHS-R08",74
"ANY","nhs",37,NA,NA,NA,"MOURNING","NHS-R08",74
"ANY","null",10.3274,4.97500000000001,17,0.3864,"MOURNING","NHS-R09",60
"ANY","nhs",8,NA,NA,NA,"MOURNING","NHS-R09",60
"ANY","null",15.118,9,22,0,"MOURNING","NHS-R10",26
"ANY","nhs",62,NA,NA,NA,"MOURNING","NHS-R10",26
"ANY","null",0.174,0,1,0.3088,"MOURNING","NHS-R12",7
"ANY","nhs",1,NA,NA,NA,"MOURNING","NHS-R12",7
"ANY","null",0.3452,0,2,0.038,"MOURNING","NHS-R15",6
"ANY","nhs",3,NA,NA,NA,"MOURNING","NHS-R15",6
"ANY","null",4.3094,1,8,0.1204,"MOURNING","NHS-R16",22
"ANY","nhs",2,NA,NA,NA,"MOURNING","NHS-R16",22
"ANY","null",2.1214,0,5,0.0356,"MOURNING","NHS-R17",14
"ANY","nhs",6,NA,NA,NA,"MOURNING","NHS-R17",14
"ANY","null",3.6874,1,8,0.054,"MOURNING","NHS-R18",7
"ANY","nhs",8,NA,NA,NA,"MOURNING","NHS-R18",7
"ANY","null",112.089,93,132,0,"MOURNING","NHS-R19",23
"ANY","nhs",170,NA,NA,NA,"MOURNING","NHS-R19",23
"ANY","null",5.199,2,10,0.2704,"MOURNING","NHS-R20",11
"ANY","nhs",8,NA,NA,NA,"MOURNING","NHS-R20",11
"ANY","null",14.3176,8,22,0.0232000000000001,"MOURNING","NHS-R21",28
"ANY","nhs",7,NA,NA,NA,"MOURNING","NHS-R21",28
"ANY","null",1.733,0,5,0.2168,"MOURNING","NHS-R23",18
"ANY","nhs",4,NA,NA,NA,"MOURNING","NHS-R23",18
"ANY","null",36.8178,26,49,0.5828,"MOURNING","NHS-R24",51
"ANY","nhs",34,NA,NA,NA,"MOURNING","NHS-R24",51
"ANY","null",45.633,33,59,0.2708,"MOURNING","NHS-R25",68
"ANY","nhs",53,NA,NA,NA,"MOURNING","NHS-R25",68
"ANY","null",6.5566,2,12,0.2488,"MOURNING","NHS-R26",25
"ANY","nhs",10,NA,NA,NA,"MOURNING","NHS-R26",25
"ANY","null",1.0492,0,4,0,"MOURNING","NHS-R27",18
"ANY","nhs",0,NA,NA,NA,"MOURNING","NHS-R27",18
"ANY","null",5.695,2,11,0.69,"MOURNING","NHS-R28",12
"ANY","nhs",7,NA,NA,NA,"MOURNING","NHS-R28",12
"ANY","null",62.376,48,77,0,"MOURNING","NHS-R30",114
"ANY","nhs",173,NA,NA,NA,"MOURNING","NHS-R30",114
"ANY","null",2.8318,0,6,0.0108,"WORK","NHS-R01",28
"ANY","nhs",8,NA,NA,NA,"WORK","NHS-R01",28
"ANY","null",1.1284,0,3,0.04,"WORK","NHS-R02",51
"ANY","nhs",4,NA,NA,NA,"WORK","NHS-R02",51
"ANY","null",1.3576,0,4,0.302,"WORK","NHS-R04",19
"ANY","nhs",3,NA,NA,NA,"WORK","NHS-R04",19
"ANY","null",1.015,0,3,0.5276,"WORK","NHS-R05",27
"ANY","nhs",2,NA,NA,NA,"WORK","NHS-R05",27
"ANY","null",2.4246,0,6,0.1428,"WORK","NHS-R06",23
"ANY","nhs",1,NA,NA,NA,"WORK","NHS-R06",23
"ANY","null",0.225,0,1,0,"WORK","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"WORK","NHS-R07",11
"ANY","null",6.028,2,11,0.006,"WORK","NHS-R08",74
"ANY","nhs",14,NA,NA,NA,"WORK","NHS-R08",74
"ANY","null",1.579,0,4,0,"WORK","NHS-R09",60
"ANY","nhs",8,NA,NA,NA,"WORK","NHS-R09",60
"ANY","null",2.0974,0,5,0.116,"WORK","NHS-R10",26
"ANY","nhs",5,NA,NA,NA,"WORK","NHS-R10",26
"ANY","null",0.1576,0,1,0,"WORK","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"WORK","NHS-R12",7
"ANY","null",0.0576,0,1,0,"WORK","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"WORK","NHS-R15",6
"ANY","null",1.0708,0,3,0.0448,"WORK","NHS-R16",22
"ANY","nhs",4,NA,NA,NA,"WORK","NHS-R16",22
"ANY","null",1.205,0,4,0.0508,"WORK","NHS-R17",14
"ANY","nhs",4,NA,NA,NA,"WORK","NHS-R17",14
"ANY","null",0.2686,0,2,0,"WORK","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"WORK","NHS-R18",7
"ANY","null",2.3454,0,5,0.1552,"WORK","NHS-R19",23
"ANY","nhs",5,NA,NA,NA,"WORK","NHS-R19",23
"ANY","null",1.0962,0,3,0.1468,"WORK","NHS-R20",11
"ANY","nhs",3,NA,NA,NA,"WORK","NHS-R20",11
"ANY","null",1.592,0,4,0.3352,"WORK","NHS-R21",28
"ANY","nhs",1,NA,NA,NA,"WORK","NHS-R21",28
"ANY","null",0.7186,0,3,0.0064,"WORK","NHS-R23",18
"ANY","nhs",4,NA,NA,NA,"WORK","NHS-R23",18
"ANY","null",2.0434,0,5,0.0252,"WORK","NHS-R24",51
"ANY","nhs",6,NA,NA,NA,"WORK","NHS-R24",51
"ANY","null",4.2446,1,9,0.2572,"WORK","NHS-R25",68
"ANY","nhs",7,NA,NA,NA,"WORK","NHS-R25",68
"ANY","null",1.0964,0,3,0,"WORK","NHS-R26",25
"ANY","nhs",7,NA,NA,NA,"WORK","NHS-R26",25
"ANY","null",1.2348,0,4,0,"WORK","NHS-R27",18
"ANY","nhs",0,NA,NA,NA,"WORK","NHS-R27",18
"ANY","null",1.3748,0,4,0.5044,"WORK","NHS-R28",12
"ANY","nhs",1,NA,NA,NA,"WORK","NHS-R28",12
"ANY","null",9.0252,4,14,0,"WORK","NHS-R30",114
"ANY","nhs",22,NA,NA,NA,"WORK","NHS-R30",114
"ANY","null",159.328,154,165,0.0092000000000001,"STORYTELLING","NHS-R01",28
"ANY","nhs",152,NA,NA,NA,"STORYTELLING","NHS-R01",28
"ANY","null",7.5148,3,13,0.4276,"STORYTELLING","NHS-R02",51
"ANY","nhs",10,NA,NA,NA,"STORYTELLING","NHS-R02",51
"ANY","null",3.18,1,6,0,"STORYTELLING","NHS-R04",19
"ANY","nhs",17,NA,NA,NA,"STORYTELLING","NHS-R04",19
"ANY","null",5.339,2,10,0.8912,"STORYTELLING","NHS-R05",27
"ANY","nhs",6,NA,NA,NA,"STORYTELLING","NHS-R05",27
"ANY","null",4.9374,1.97500000000001,9,0.0232,"STORYTELLING","NHS-R06",23
"ANY","nhs",10,NA,NA,NA,"STORYTELLING","NHS-R06",23
"ANY","null",0.3402,0,2,0,"STORYTELLING","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","NHS-R07",11
"ANY","null",10.9164,5,17,0.0088,"STORYTELLING","NHS-R08",74
"ANY","nhs",20,NA,NA,NA,"STORYTELLING","NHS-R08",74
"ANY","null",7.965,3,13,0,"STORYTELLING","NHS-R09",60
"ANY","nhs",34,NA,NA,NA,"STORYTELLING","NHS-R09",60
"ANY","null",3.321,0,7,0.4652,"STORYTELLING","NHS-R10",26
"ANY","nhs",5,NA,NA,NA,"STORYTELLING","NHS-R10",26
"ANY","null",0.0164,0,0,0,"STORYTELLING","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","NHS-R12",7
"ANY","null",0.7158,0,3,0.0636,"STORYTELLING","NHS-R15",6
"ANY","nhs",3,NA,NA,NA,"STORYTELLING","NHS-R15",6
"ANY","null",7.9666,3,14,0.0108,"STORYTELLING","NHS-R16",22
"ANY","nhs",16,NA,NA,NA,"STORYTELLING","NHS-R16",22
"ANY","null",40.6488,31,51,0,"STORYTELLING","NHS-R17",14
"ANY","nhs",98,NA,NA,NA,"STORYTELLING","NHS-R17",14
"ANY","null",0.0352,0,1,0,"STORYTELLING","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"STORYTELLING","NHS-R18",7
"ANY","null",31.5368,23,41,0.3728,"STORYTELLING","NHS-R19",23
"ANY","nhs",28,NA,NA,NA,"STORYTELLING","NHS-R19",23
"ANY","null",0.34,0,2,0.612,"STORYTELLING","NHS-R20",11
"ANY","nhs",1,NA,NA,NA,"STORYTELLING","NHS-R20",11
"ANY","null",11.233,6,17,0.0952,"STORYTELLING","NHS-R21",28
"ANY","nhs",7,NA,NA,NA,"STORYTELLING","NHS-R21",28
"ANY","null",4.345,1,8,0,"STORYTELLING","NHS-R23",18
"ANY","nhs",19,NA,NA,NA,"STORYTELLING","NHS-R23",18
"ANY","null",25.9996,20,33,0,"STORYTELLING","NHS-R24",51
"ANY","nhs",48,NA,NA,NA,"STORYTELLING","NHS-R24",51
"ANY","null",54.5308,43,67,0.8712,"STORYTELLING","NHS-R25",68
"ANY","nhs",54,NA,NA,NA,"STORYTELLING","NHS-R25",68
"ANY","null",3.1554,0,7,0,"STORYTELLING","NHS-R26",25
"ANY","nhs",13,NA,NA,NA,"STORYTELLING","NHS-R26",25
"ANY","null",4.4992,1,9,0.3068,"STORYTELLING","NHS-R27",18
"ANY","nhs",7,NA,NA,NA,"STORYTELLING","NHS-R27",18
"ANY","null",3.3364,0,7,0.2972,"STORYTELLING","NHS-R28",12
"ANY","nhs",2,NA,NA,NA,"STORYTELLING","NHS-R28",12
"ANY","null",116.3126,102,131,0.3188,"STORYTELLING","NHS-R30",114
"ANY","nhs",124,NA,NA,NA,"STORYTELLING","NHS-R30",114
"ANY","null",18.0642,11,26,0.5096,"PRAISE","NHS-R01",28
"ANY","nhs",16,NA,NA,NA,"PRAISE","NHS-R01",28
"ANY","null",8.9718,4,15,0.6592,"PRAISE","NHS-R02",51
"ANY","nhs",8,NA,NA,NA,"PRAISE","NHS-R02",51
"ANY","null",3.0856,0,7,0.346,"PRAISE","NHS-R04",19
"ANY","nhs",2,NA,NA,NA,"PRAISE","NHS-R04",19
"ANY","null",9.709,5,15,0.9616,"PRAISE","NHS-R05",27
"ANY","nhs",10,NA,NA,NA,"PRAISE","NHS-R05",27
"ANY","null",10.5802,5,17,0.7252,"PRAISE","NHS-R06",23
"ANY","nhs",12,NA,NA,NA,"PRAISE","NHS-R06",23
"ANY","null",1.2332,0,4,0,"PRAISE","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"PRAISE","NHS-R07",11
"ANY","null",21.5518,13,30,0.018,"PRAISE","NHS-R08",74
"ANY","nhs",33,NA,NA,NA,"PRAISE","NHS-R08",74
"ANY","null",12.6262,7,20,0.9992,"PRAISE","NHS-R09",60
"ANY","nhs",13,NA,NA,NA,"PRAISE","NHS-R09",60
"ANY","null",5.9768,2,11,0.1344,"PRAISE","NHS-R10",26
"ANY","nhs",10,NA,NA,NA,"PRAISE","NHS-R10",26
"ANY","null",0.7276,0,3,0,"PRAISE","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"PRAISE","NHS-R12",7
"ANY","null",1.0896,0,3,0.6316,"PRAISE","NHS-R15",6
"ANY","nhs",1,NA,NA,NA,"PRAISE","NHS-R15",6
"ANY","null",2.608,0,6,0.9828,"PRAISE","NHS-R16",22
"ANY","nhs",3,NA,NA,NA,"PRAISE","NHS-R16",22
"ANY","null",9.9474,4.97500000000001,16,0.1148,"PRAISE","NHS-R17",14
"ANY","nhs",6,NA,NA,NA,"PRAISE","NHS-R17",14
"ANY","null",0.6422,0,2,0,"PRAISE","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"PRAISE","NHS-R18",7
"ANY","null",48.928,37,62,0.1448,"PRAISE","NHS-R19",23
"ANY","nhs",40,NA,NA,NA,"PRAISE","NHS-R19",23
"ANY","null",3.0712,0,7,0.1584,"PRAISE","NHS-R20",11
"ANY","nhs",6,NA,NA,NA,"PRAISE","NHS-R20",11
"ANY","null",15.6972,9,23,0.4068,"PRAISE","NHS-R21",28
"ANY","nhs",19,NA,NA,NA,"PRAISE","NHS-R21",28
"ANY","null",1.2054,0,4,0.2396,"PRAISE","NHS-R23",18
"ANY","nhs",3,NA,NA,NA,"PRAISE","NHS-R23",18
"ANY","null",5.3118,2,10,0.1716,"PRAISE","NHS-R24",51
"ANY","nhs",3,NA,NA,NA,"PRAISE","NHS-R24",51
"ANY","null",24.8176,16,35,0.7916,"PRAISE","NHS-R25",68
"ANY","nhs",24,NA,NA,NA,"PRAISE","NHS-R25",68
"ANY","null",1.1276,0,4,0.6332,"PRAISE","NHS-R26",25
"ANY","nhs",1,NA,NA,NA,"PRAISE","NHS-R26",25
"ANY","null",6.2542,2,11,0.8724,"PRAISE","NHS-R27",18
"ANY","nhs",7,NA,NA,NA,"PRAISE","NHS-R27",18
"ANY","null",7.8342,3,13,0.6252,"PRAISE","NHS-R28",12
"ANY","nhs",7,NA,NA,NA,"PRAISE","NHS-R28",12
"ANY","null",72.154,58,87,0,"PRAISE","NHS-R30",114
"ANY","nhs",106,NA,NA,NA,"PRAISE","NHS-R30",114
"ANY","null",14.2314,7,22,0.0328,"GREETING","NHS-R01",28
"ANY","nhs",23,NA,NA,NA,"GREETING","NHS-R01",28
"ANY","null",9.9564,5,16,0.0052,"GREETING","NHS-R02",51
"ANY","nhs",19,NA,NA,NA,"GREETING","NHS-R02",51
"ANY","null",1.704,0,4,0,"GREETING","NHS-R04",19
"ANY","nhs",16,NA,NA,NA,"GREETING","NHS-R04",19
"ANY","null",6.1132,2,11,0.5108,"GREETING","NHS-R05",27
"ANY","nhs",8,NA,NA,NA,"GREETING","NHS-R05",27
"ANY","null",3.4438,0,7,0.0148,"GREETING","NHS-R06",23
"ANY","nhs",9,NA,NA,NA,"GREETING","NHS-R06",23
"ANY","null",0.83,0,3,0,"GREETING","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"GREETING","NHS-R07",11
"ANY","null",8.2992,3,14,0.2488,"GREETING","NHS-R08",74
"ANY","nhs",12,NA,NA,NA,"GREETING","NHS-R08",74
"ANY","null",4.2214,1,8,4e-04,"GREETING","NHS-R09",60
"ANY","nhs",14,NA,NA,NA,"GREETING","NHS-R09",60
"ANY","null",2.5108,0,6,0.0024,"GREETING","NHS-R10",26
"ANY","nhs",9,NA,NA,NA,"GREETING","NHS-R10",26
"ANY","null",0.1704,0,1,0.316,"GREETING","NHS-R12",7
"ANY","nhs",1,NA,NA,NA,"GREETING","NHS-R12",7
"ANY","null",0.3594,0,2,0.6124,"GREETING","NHS-R15",6
"ANY","nhs",1,NA,NA,NA,"GREETING","NHS-R15",6
"ANY","null",3.5496,1,7,0,"GREETING","NHS-R16",22
"ANY","nhs",13,NA,NA,NA,"GREETING","NHS-R16",22
"ANY","null",5.6276,2,10,0.1312,"GREETING","NHS-R17",14
"ANY","nhs",3,NA,NA,NA,"GREETING","NHS-R17",14
"ANY","null",1.0422,0,3,0.5668,"GREETING","NHS-R18",7
"ANY","nhs",2,NA,NA,NA,"GREETING","NHS-R18",7
"ANY","null",8.9684,4,15,0,"GREETING","NHS-R19",23
"ANY","nhs",28,NA,NA,NA,"GREETING","NHS-R19",23
"ANY","null",0.692,0,2,0.286,"GREETING","NHS-R20",11
"ANY","nhs",2,NA,NA,NA,"GREETING","NHS-R20",11
"ANY","null",10.9598,6,17,0.0056,"GREETING","NHS-R21",28
"ANY","nhs",20,NA,NA,NA,"GREETING","NHS-R21",28
"ANY","null",1.7834,0,5,0,"GREETING","NHS-R23",18
"ANY","nhs",10,NA,NA,NA,"GREETING","NHS-R23",18
"ANY","null",7.7574,3,13,8e-04,"GREETING","NHS-R24",51
"ANY","nhs",18,NA,NA,NA,"GREETING","NHS-R24",51
"ANY","null",13.9846,8,21,0.0652,"GREETING","NHS-R25",68
"ANY","nhs",21,NA,NA,NA,"GREETING","NHS-R25",68
"ANY","null",4.1888,1,8,0.1048,"GREETING","NHS-R26",25
"ANY","nhs",8,NA,NA,NA,"GREETING","NHS-R26",25
"ANY","null",0.913,0,3,0.756,"GREETING","NHS-R27",18
"ANY","nhs",1,NA,NA,NA,"GREETING","NHS-R27",18
"ANY","null",4.3558,1,9,0,"GREETING","NHS-R28",12
"ANY","nhs",18,NA,NA,NA,"GREETING","NHS-R28",12
"ANY","null",16.9352,10,24,0,"GREETING","NHS-R30",114
"ANY","nhs",34,NA,NA,NA,"GREETING","NHS-R30",114
"ANY","null",6.9512,3,12,0.3088,"WAR","NHS-R01",28
"ANY","nhs",5,NA,NA,NA,"WAR","NHS-R01",28
"ANY","null",13.7378,7,21,0.0012,"WAR","NHS-R02",51
"ANY","nhs",27,NA,NA,NA,"WAR","NHS-R02",51
"ANY","null",0.204,0,1,0.3752,"WAR","NHS-R04",19
"ANY","nhs",1,NA,NA,NA,"WAR","NHS-R04",19
"ANY","null",1.7948,0,4,0.2024,"WAR","NHS-R05",27
"ANY","nhs",1,NA,NA,NA,"WAR","NHS-R05",27
"ANY","null",0.3036,0,2,0,"WAR","NHS-R06",23
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R06",23
"ANY","null",0.0234,0,0,0,"WAR","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R07",11
"ANY","null",1.912,0,5,0.5972,"WAR","NHS-R08",74
"ANY","nhs",3,NA,NA,NA,"WAR","NHS-R08",74
"ANY","null",5.3856,2,10,0.0856,"WAR","NHS-R09",60
"ANY","nhs",10,NA,NA,NA,"WAR","NHS-R09",60
"ANY","null",2.4706,0,6,0.9016,"WAR","NHS-R10",26
"ANY","nhs",3,NA,NA,NA,"WAR","NHS-R10",26
"ANY","null",0,0,0,0,"WAR","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R12",7
"ANY","null",0.2472,0,1,0,"WAR","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R15",6
"ANY","null",0.2824,0,2,0.0032,"WAR","NHS-R16",22
"ANY","nhs",3,NA,NA,NA,"WAR","NHS-R16",22
"ANY","null",1.6268,0,4,0,"WAR","NHS-R17",14
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R17",14
"ANY","null",0.0964,0,1,0,"WAR","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R18",7
"ANY","null",65.5818,51,81,0,"WAR","NHS-R19",23
"ANY","nhs",25,NA,NA,NA,"WAR","NHS-R19",23
"ANY","null",0.1174,0,1,0,"WAR","NHS-R20",11
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R20",11
"ANY","null",79.858,64.975,95,0.3276,"WAR","NHS-R21",28
"ANY","nhs",88,NA,NA,NA,"WAR","NHS-R21",28
"ANY","null",0.3648,0,2,0,"WAR","NHS-R23",18
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R23",18
"ANY","null",0.6458,0,3,0.27,"WAR","NHS-R24",51
"ANY","nhs",2,NA,NA,NA,"WAR","NHS-R24",51
"ANY","null",16.0784,9,24,0.4924,"WAR","NHS-R25",68
"ANY","nhs",14,NA,NA,NA,"WAR","NHS-R25",68
"ANY","null",2.6188,0,5,0.1756,"WAR","NHS-R26",25
"ANY","nhs",5,NA,NA,NA,"WAR","NHS-R26",25
"ANY","null",0.2128,0,1,0,"WAR","NHS-R27",18
"ANY","nhs",0,NA,NA,NA,"WAR","NHS-R27",18
"ANY","null",1.814,0,5,0.5536,"WAR","NHS-R28",12
"ANY","nhs",3,NA,NA,NA,"WAR","NHS-R28",12
"ANY","null",5.1778,1,10,0.7736,"WAR","NHS-R30",114
"ANY","nhs",5,NA,NA,NA,"WAR","NHS-R30",114
"ANY","null",2.1688,0,5,0.7012,"MARRIAGE","NHS-R01",28
"ANY","nhs",2,NA,NA,NA,"MARRIAGE","NHS-R01",28
"ANY","null",1.1566,0,4,0,"MARRIAGE","NHS-R02",51
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R02",51
"ANY","null",1.3132,0,4,0.5232,"MARRIAGE","NHS-R04",19
"ANY","nhs",1,NA,NA,NA,"MARRIAGE","NHS-R04",19
"ANY","null",4.351,1,8,0.8796,"MARRIAGE","NHS-R05",27
"ANY","nhs",5,NA,NA,NA,"MARRIAGE","NHS-R05",27
"ANY","null",5.9796,2,10,0.758,"MARRIAGE","NHS-R06",23
"ANY","nhs",7,NA,NA,NA,"MARRIAGE","NHS-R06",23
"ANY","null",0.6066,0,2,0.0068,"MARRIAGE","NHS-R07",11
"ANY","nhs",4,NA,NA,NA,"MARRIAGE","NHS-R07",11
"ANY","null",11.5634,6,18,0.1044,"MARRIAGE","NHS-R08",74
"ANY","nhs",17,NA,NA,NA,"MARRIAGE","NHS-R08",74
"ANY","null",4.7784,1,9,0.0116,"MARRIAGE","NHS-R09",60
"ANY","nhs",11,NA,NA,NA,"MARRIAGE","NHS-R09",60
"ANY","null",2.4136,0,6,0.8744,"MARRIAGE","NHS-R10",26
"ANY","nhs",3,NA,NA,NA,"MARRIAGE","NHS-R10",26
"ANY","null",0.049,0,1,0,"MARRIAGE","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R12",7
"ANY","null",0.3068,0,2,0,"MARRIAGE","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R15",6
"ANY","null",2.5356,0,6,0.0828,"MARRIAGE","NHS-R16",22
"ANY","nhs",6,NA,NA,NA,"MARRIAGE","NHS-R16",22
"ANY","null",17.1852,10,25,0,"MARRIAGE","NHS-R17",14
"ANY","nhs",57,NA,NA,NA,"MARRIAGE","NHS-R17",14
"ANY","null",0.9166,0,3,0,"MARRIAGE","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R18",7
"ANY","null",2.4954,0,6,4e-04,"MARRIAGE","NHS-R19",23
"ANY","nhs",9,NA,NA,NA,"MARRIAGE","NHS-R19",23
"ANY","null",0.6982,0,2,0,"MARRIAGE","NHS-R20",11
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R20",11
"ANY","null",2.6032,0,6,0,"MARRIAGE","NHS-R21",28
"ANY","nhs",0,NA,NA,NA,"MARRIAGE","NHS-R21",28
"ANY","null",1.5098,0,4,0,"MARRIAGE","NHS-R23",18
"ANY","nhs",9,NA,NA,NA,"MARRIAGE","NHS-R23",18
"ANY","null",41.4862,31,53,0.0272,"MARRIAGE","NHS-R24",51
"ANY","nhs",55,NA,NA,NA,"MARRIAGE","NHS-R24",51
"ANY","null",26.7514,18,36,0,"MARRIAGE","NHS-R25",68
"ANY","nhs",48,NA,NA,NA,"MARRIAGE","NHS-R25",68
"ANY","null",4.7436,1,9,0,"MARRIAGE","NHS-R26",25
"ANY","nhs",17,NA,NA,NA,"MARRIAGE","NHS-R26",25
"ANY","null",1.8538,0,4,0.5532,"MARRIAGE","NHS-R27",18
"ANY","nhs",3,NA,NA,NA,"MARRIAGE","NHS-R27",18
"ANY","null",0.9516,0,3,0.512,"MARRIAGE","NHS-R28",12
"ANY","nhs",2,NA,NA,NA,"MARRIAGE","NHS-R28",12
"ANY","null",20.3482,13,29,0,"MARRIAGE","NHS-R30",114
"ANY","nhs",57,NA,NA,NA,"MARRIAGE","NHS-R30",114
"ANY","null",0,0,0,0,"ENTERTAINMENT","NHS-R01",28
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R01",28
"ANY","null",0.429,0,2,0.6988,"ENTERTAINMENT","NHS-R02",51
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","NHS-R02",51
"ANY","null",0.0694,0,1,0,"ENTERTAINMENT","NHS-R04",19
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R04",19
"ANY","null",0,0,0,0,"ENTERTAINMENT","NHS-R05",27
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R05",27
"ANY","null",0.8458,0,3,0.768,"ENTERTAINMENT","NHS-R06",23
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","NHS-R06",23
"ANY","null",0.1464,0,1,0,"ENTERTAINMENT","NHS-R07",11
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R07",11
"ANY","null",2.2848,0,5,0.814,"ENTERTAINMENT","NHS-R08",74
"ANY","nhs",3,NA,NA,NA,"ENTERTAINMENT","NHS-R08",74
"ANY","null",0.1866,0,1,0.0252,"ENTERTAINMENT","NHS-R09",60
"ANY","nhs",2,NA,NA,NA,"ENTERTAINMENT","NHS-R09",60
"ANY","null",4.1206,1,7,0.3416,"ENTERTAINMENT","NHS-R10",26
"ANY","nhs",6,NA,NA,NA,"ENTERTAINMENT","NHS-R10",26
"ANY","null",0.0274,0,1,0,"ENTERTAINMENT","NHS-R12",7
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R12",7
"ANY","null",0.0192,0,0,0,"ENTERTAINMENT","NHS-R15",6
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R15",6
"ANY","null",0.8326,0,3,0,"ENTERTAINMENT","NHS-R16",22
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R16",22
"ANY","null",0.0432,0,1,0,"ENTERTAINMENT","NHS-R17",14
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R17",14
"ANY","null",0.0062,0,0,0,"ENTERTAINMENT","NHS-R18",7
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R18",7
"ANY","null",0.106,0,1,0.2044,"ENTERTAINMENT","NHS-R19",23
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","NHS-R19",23
"ANY","null",0,0,0,0,"ENTERTAINMENT","NHS-R20",11
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R20",11
"ANY","null",5.9348,2,11,0.0052,"ENTERTAINMENT","NHS-R21",28
"ANY","nhs",14,NA,NA,NA,"ENTERTAINMENT","NHS-R21",28
"ANY","null",0.0148,0,0,0.0296,"ENTERTAINMENT","NHS-R23",18
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","NHS-R23",18
"ANY","null",0.6506,0,2,0.9872,"ENTERTAINMENT","NHS-R24",51
"ANY","nhs",1,NA,NA,NA,"ENTERTAINMENT","NHS-R24",51
"ANY","null",1.0602,0,3,0.1788,"ENTERTAINMENT","NHS-R25",68
"ANY","nhs",3,NA,NA,NA,"ENTERTAINMENT","NHS-R25",68
"ANY","null",0.0828,0,1,0,"ENTERTAINMENT","NHS-R26",25
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R26",25
"ANY","null",0,0,0,0,"ENTERTAINMENT","NHS-R27",18
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R27",18
"ANY","null",0,0,0,0,"ENTERTAINMENT","NHS-R28",12
"ANY","nhs",0,NA,NA,NA,"ENTERTAINMENT","NHS-R28",12
"ANY","null",0.8448,0,3,0,"ENTERTAINMENT","NHS-R30",114
"ANY","nhs",7,NA,NA,NA,"ENTERTAINMENT","NHS-R30",114
"ANY","null",4.3124,1,9,0.362,"GROUPBONDING","NHS-R01",28
"ANY","nhs",3,NA,NA,NA,"GROUPBONDING","NHS-R01",28
"ANY","null",2.9742,0,7,0.3496,"GROUPBONDING","NHS-R02",51
"ANY","nhs",5,NA,NA,NA,"GROUPBONDING","NHS-R02",51
"ANY","null",3.4266,1,7,0.0024,"GROUPBONDING","NHS-R04",19
