"","type","length","name","instances","proportion","songs","proportion.cumulative","rank","proportion.zm"
"1362","relative pitch",3,"-6_-5",2,6.67289470172161e-05,1,0.998071012806195,269,0.00031216522897217
"1363","relative pitch",3,"-6_+2",2,6.67289470172161e-05,1,0.998137741753213,270,0.000310785553026629
"1364","relative pitch",3,"+1_+6",5,6.67289470172161e-05,1,0.99820447070023,271,0.000309417039213473
"1365","relative pitch",3,"-5_+9",6,6.45682001614205e-05,2,0.998269038900391,272,0.000308059556554729
"1366","relative pitch",3,"-9_+11",2,6.39590661976335e-05,1,0.998332997966589,273,0.000306712976083091
"1367","relative pitch",3,"-7_-1",2,6.03172688340672e-05,1,0.998393315235423,274,0.000305377170803838
"1368","relative pitch",3,"-11_+10",1,6.01033778098329e-05,1,0.998453418613233,275,0.000304052015657602
"1369","relative pitch",3,"-4_+8",1,6.01033778098329e-05,1,0.998513521991043,276,0.000302737387483975
"1370","relative pitch",3,"-7_-4",1,6.01033778098329e-05,1,0.998573625368853,277,0.00030143316498593
"1371","relative pitch",3,"+5_-11",1,6.01033778098329e-05,1,0.998633728746662,278,0.000300139228695028
"1372","relative pitch",3,"-4_-4",4,5.70678536780232e-05,1,0.99869079660034,279,0.000298855460937408
"1373","relative pitch",3,"-5_-4",2,5.5965042287482e-05,2,0.998746761642628,280,0.000297581745800516
"1374","relative pitch",3,"-6_+9",1,5.32992218313613e-05,1,0.998800060864459,281,0.000296317969100577
"1375","relative pitch",3,"-10_+9",2,5.19490705945432e-05,2,0.998852009935054,282,0.000295064018350776
"1376","relative pitch",3,"+9_-6",2,5.0484829612015e-05,2,0.998902494764666,283,0.000293819782730133
"1377","relative pitch",3,"-6_-1",3,5.03108018538413e-05,3,0.99895280556652,284,0.000292585153053064
"1378","relative pitch",3,"+6_-4",3,4.61590082614649e-05,2,0.998998964574781,285,0.000291360021739595
"1379","relative pitch",3,"+8_-7",1,4.58085203847916e-05,1,0.999044773095166,286,0.000290144282786223
"1380","relative pitch",3,"-8_-1",2,4.26259857008098e-05,2,0.999087399080867,287,0.00028893783173741
"1381","relative pitch",3,"-9_+10",2,4.24790790535661e-05,1,0.99912987815992,288,0.000287740565657682
"1382","relative pitch",3,"-1_-7",2,4.19693301049233e-05,2,0.999171847490025,289,0.000286552383104333
"1383","relative pitch",3,"+7_-6",2,3.96643492518483e-05,2,0.999211511839277,290,0.000285373184100703
"1384","relative pitch",3,"-4_-7",2,3.80879832412874e-05,1,0.999249599822518,291,0.000284202870110036
"1385","relative pitch",3,"+2_-1",2,3.71691941718704e-05,1,0.99928676901669,292,0.000283041344009879
"1386","relative pitch",3,"+4_-1",1,3.71691941718704e-05,1,0.999323938210862,293,0.000281888510067034
"1387","relative pitch",3,"+7_+1",1,3.71691941718704e-05,1,0.999361107405034,294,0.000280744273913026
"1388","relative pitch",3,"-9_+1",3,3.58378337255775e-05,3,0.999396945238759,295,0.000279608542520098
"1389","relative pitch",3,"-1_+10",2,3.42407122068139e-05,1,0.999431185950966,296,0.000278481224177695
"1390","relative pitch",3,"+9_-10",2,3.42407122068139e-05,1,0.999465426663173,297,0.000277362228469448
"1391","relative pitch",3,"-7_+1",1,3.38983050847458e-05,1,0.999499324968258,298,0.000276251466250632
"1392","relative pitch",3,"+1_-4",1,3.38983050847458e-05,1,0.999533223273343,299,0.000275148849626091
"1393","relative pitch",3,"+6_-7",1,3.38983050847458e-05,1,0.999567121578427,300,0.000274054291928618
"1394","relative pitch",3,"-5_+11",1,3.3364473508608e-05,1,0.999600486051936,301,0.000272967707697782
"1395","relative pitch",3,"-1_+11",2,3.1562667676672e-05,1,0.999632048719613,302,0.000271889012659185
"1396","relative pitch",3,"+1_-7",1,2.79688985847737e-05,1,0.999660017618197,303,0.000270818123704146
"1397","relative pitch",3,"+6_-11",2,2.66915788068864e-05,1,0.999686709197004,304,0.000269754958869796
"1398","relative pitch",3,"-3_-5",1,2.63185598484051e-05,1,0.999713027756853,305,0.000268699437319583
"1399","relative pitch",3,"-3_-8",1,2.63185598484051e-05,1,0.999739346316701,306,0.000267651479324162
"1400","relative pitch",3,"-3_+11",1,2.63185598484051e-05,1,0.999765664876549,307,0.000266611006242676
"1401","relative pitch",3,"-8_+11",1,2.63185598484051e-05,1,0.999791983436398,308,0.000265577940504416
"1402","relative pitch",3,"+8_-4",2,2.444869408601e-05,2,0.999816432130484,309,0.000264552205590839
"1403","relative pitch",3,"-1_-10",1,1.93483476511106e-05,1,0.999835780478135,310,0.000263533726017956
"1404","relative pitch",3,"-10_+8",1,1.93483476511106e-05,1,0.999855128825786,311,0.000262522427319063
"1405","relative pitch",3,"-6_-3",1,1.93483476511106e-05,1,0.999874477173437,312,0.000261518236027816
"1406","relative pitch",3,"+1_+7",1,1.93483476511106e-05,1,0.999893825521088,313,0.000260521079661644
"1407","relative pitch",3,"+1_+9",1,1.7120356103407e-05,1,0.999910945877192,314,0.000259530886705486
"1408","relative pitch",3,"+7_-8",1,1.7120356103407e-05,1,0.999928066233295,315,0.000258547586595845
"1409","relative pitch",3,"-11_+1",1,1.5781333838336e-05,1,0.999943847567134,316,0.000257571109705162
"1410","relative pitch",3,"+2_-8",1,1.0646452601993e-05,1,0.999954494019735,317,0.000256601387326489
"1411","relative pitch",3,"+8_-2",1,1.0646452601993e-05,1,0.999965140472337,318,0.000255638351658462
"1412","relative pitch",3,"+8_+1",1,1.0646452601993e-05,1,0.999975786924939,319,0.000254681935790564
"1413","relative pitch",3,"-1_+6",1,8.07102502017756e-06,1,0.99998385794996,320,0.000253732073688678
"1414","relative pitch",3,"-8_-3",1,8.07102502017756e-06,1,0.99999192897498,321,0.000252788700180912
"1415","relative pitch",3,"+4_-8",1,8.07102502017756e-06,1,1,322,0.000251851750943702
