"","type","length","name","instances","proportion","songs","proportion.cumulative","rank","proportion.zm"
"1351","relative pitch",3,"+10_-7",3,8.9386168074139e-05,2,0.997186822070311,258,0.000328117959191184
"1352","relative pitch",3,"+3_+6",4,8.90233582171877e-05,2,0.997275845428528,259,0.000326606239301341
"1353","relative pitch",3,"-8_+5",1,8.82768361581921e-05,1,0.997364122264687,260,0.000325107266829076
"1354","relative pitch",3,"+9_-1",1,8.82768361581921e-05,1,0.997452399100845,261,0.000323620885895726
"1355","relative pitch",3,"-7_+8",2,8.76880550673243e-05,2,0.997540087155912,262,0.000322146943115929
"1356","relative pitch",3,"-4_+1",4,8.66757177208335e-05,3,0.997626762873633,263,0.000320685287548428
"1357","relative pitch",3,"+6_-3",4,8.40989758737008e-05,3,0.997710861849507,264,0.000319235770648022
"1358","relative pitch",3,"+1_-5",1,7.70416024653313e-05,1,0.997787903451972,265,0.000317798246218637
"1359","relative pitch",3,"+4_-6",3,7.58250833973682e-05,3,0.997863728535369,266,0.000316372570367494
"1360","relative pitch",3,"-4_+10",4,7.38263767916678e-05,2,0.997937554912161,267,0.000314958601460339
"1361","relative pitch",3,"-5_-5",2,6.67289470172161e-05,1,0.998004283859178,268,0.000313556200077702
