"dim","station","stationmean.est","stationmean.cilo","stationmean.cihi","stationmean.pval","country_code"
"q.1","BKM00014542",0.00491291183475277,-0.775933839202866,0.726535268461006,0.9674,"BK"
"q.2","BKM00014542",0.37575662822202,-0.368348531846435,1.10683730093295,0.3712,"BK"
"q.3","BKM00014542",-0.262226068454107,-1.36041439829261,0.685594226710331,0.647,"BK"
"q.1","BKM00014557",-0.118356318093721,-0.67366559816118,0.601581945734977,0.6314,"BK"
"q.2","BKM00014557",0.360824632250857,-0.270583880180752,0.948888876297533,0.2884,"BK"
"q.3","BKM00014557",-0.350151636313798,-1.47863251932369,0.660950329591453,0.4964,"BK"
"q.1","BKM00014648",0.541011371425135,-0.0248213453692241,1.06040611799349,0.0629999999999999,"BK"
"q.2","BKM00014648",0.192898977323163,-0.405054856535012,0.778814045943906,0.4978,"BK"
"q.3","BKM00014648",-0.418137090619575,-1.5400796230942,0.733398967448305,0.4756,"BK"
"q.1","BKM00014652",-1.43480430761987,-1.64522085518758,-1.18500495133341,0,"BK"
"q.2","BKM00014652",-0.592948012804756,-0.802529805727507,-0.317027447081623,0,"BK"
"q.3","BKM00014652",-0.369722723703734,-0.757259955610755,-0.106705306098399,0.0028,"BK"
"q.1","BKM00014654",-0.595832440493461,-0.696165207936253,-0.485300568725601,0,"BK"
"q.2","BKM00014654",0.285914831080201,0.1879343939251,0.395543804557362,0,"BK"
"q.3","BKM00014654",-0.328316935056801,-0.475606768474964,-0.178402029869207,0,"BK"
"q.1","BKM00014657",0.052268852436982,-1.73623463619819,1.57937352426766,0.9412,"BK"
"q.2","BKM00014657",1.058935503208,0.0753253623734129,2.06495457716395,0.0371999999999999,"BK"
"q.3","BKM00014657",0.0229018107008813,-2.06199462009627,2.24106590112071,0.9976,"BK"
"q.1","BP000091517",1.09385653637255,-0.319141466605872,2.53170360215253,0.1314,"BP"
"q.2","BP000091517",-0.470798218834278,-1.47301896429532,0.473564108756993,0.324,"BP"
"q.3","BP000091517",-0.528966272307501,-2.68031117157007,1.61896315277055,0.6278,"BP"
"q.1","BPW00080601",0.841359346466301,-0.762617808918763,2.55359584343803,0.3054,"BP"
"q.2","BPW00080601",-0.409919603424087,-1.25532221871917,0.437124013369591,0.361,"BP"
"q.3","BPW00080601",-0.373100775114542,-2.57146252734013,1.81403175622321,0.7336,"BP"
"q.1","BY000064390",0.0453488541229804,-0.376537048459847,0.476905738165026,0.8962,"BY"
"q.2","BY000064390",-0.137601670145979,-0.348065681519784,0.154688331088158,0.2358,"BY"
"q.3","BY000064390",-0.140771309631878,-0.680679117602443,0.381253047983615,0.6136,"BY"
"q.1","BY000064397",-0.167903022315926,-0.903133301861473,0.406305305591498,0.6274,"BY"
"q.2","BY000064397",-0.310196471676552,-0.678987623635722,0.0354905946028739,0.0756,"BY"
"q.3","BY000064397",0.0438230651389287,-0.897287991887493,0.89344192352224,0.9204,"BY"
"q.1","CI000085406",-0.588167100856153,-1.7620433916661,0.58658622559919,0.3004,"CI"
"q.2","CI000085406",2.74277129042154,2.04874240649218,3.3700109255229,0,"CI"
"q.3","CI000085406",0.988709109325473,-0.332408533913911,2.38210067634366,0.1602,"CI"
"q.1","CI000085442",-0.802050613616025,-1.60616557461694,0.0365515063154869,0.0624,"CI"
"q.2","CI000085442",1.21151571508843,0.40978722953893,1.99178039553172,0.0102,"CI"
"q.3","CI000085442",1.13138733437699,-0.184914167458241,2.69320828145252,0.1082,"CI"
"q.1","CI000085469",0.175638352081944,-0.791737839643528,1.1278268848997,0.7166,"CI"
"q.2","CI000085469",-0.69783367876547,-1.28868858427317,-0.120956450416997,0.0164,"CI"
"q.3","CI000085469",-0.340964034168921,-1.76803551389059,0.984388940047256,0.6118,"CI"
"q.1","CI000085488",0.0646575574615272,-0.60064326253105,0.551648684087899,0.7752,"CI"
"q.2","CI000085488",1.16678644406073,0.501451841579026,1.88214153416384,0,"CI"
"q.3","CI000085488",0.34022177663217,-0.572591519105138,1.22346863696515,0.4132,"CI"
"q.1","CI000085585",0.357767995813549,-0.599338642122644,1.24568826817965,0.4372,"CI"
"q.2","CI000085585",-0.419601081096985,-1.37775992501373,0.4928398272314,0.3666,"CI"
"q.3","CI000085585",0.570131212384256,-1.22382402341425,2.44205420103512,0.5574,"CI"
"q.1","CI000085629",0.031150229685784,-0.478667453530409,0.645635355386695,0.9636,"CI"
"q.2","CI000085629",0.212456891776353,-0.70965874948721,0.989539106572193,0.5944,"CI"
"q.3","CI000085629",0.949004542768598,-0.0567298419647415,2.01000331117394,0.0669999999999999,"CI"
"q.1","CI000085743",-0.299350040342853,-0.935105726641595,0.253291739609639,0.3374,"CI"
"q.2","CI000085743",-0.762097498705871,-1.90384197589412,0.0965652819624242,0.1038,"CI"
"q.3","CI000085743",1.03936412202027,0.00233942021744488,2.01329070794743,0.0494000000000001,"CI"
"q.1","CI000085799",-0.490086863307789,-1.05682173108848,0.20066367164722,0.1452,"CI"
"q.2","CI000085799",-1.03349101014254,-1.37127363420438,-0.706367504913851,0,"CI"
"q.3","CI000085799",0.126025660807916,-0.839834962105035,1.00229015023375,0.7988,"CI"
"q.1","CI000085874",0.0251234908221527,-1.71195940077083,1.65942604216279,0.9632,"CI"
"q.2","CI000085874",0.513592177743894,-0.440960621460388,1.4842225572938,0.3016,"CI"
"q.3","CI000085874",0.0513029899442371,-2.10171530235333,2.33248048010506,0.9664,"CI"
"q.1","CI000085934",-1.11572133959964,-2.58027557076789,0.345839684634334,0.1164,"CI"
"q.2","CI000085934",0.811333953264937,-0.105485123328283,1.66418389635426,0.0826,"CI"
"q.3","CI000085934",0.752499127773832,-1.63782182665944,2.99381991603256,0.5198,"CI"
"q.1","CIM00085418",-3.14523777363963,-4.8061087977188,-1.34490147399918,0,"CI"
"q.2","CIM00085418",4.20515246919198,3.17903506832493,5.25200421006717,0,"CI"
"q.3","CIM00085418",2.7642754144403,0.526201893086015,5.1511704565598,0.0169999999999999,"CI"
"q.1","CIM00085574",-0.00812270734098241,-0.969457118082934,1.09690413730043,0.98,"CI"
"q.2","CIM00085574",1.41212714630588,0.755943687896075,2.03440484640261,0,"CI"
"q.3","CIM00085574",0.254652178186118,-1.30084472652626,1.76005283758293,0.7614,"CI"
"q.1","CIM00085577",0.321810478317716,-0.559943630447152,1.18177237736914,0.4802,"CI"
"q.2","CIM00085577",1.53626643516309,0.631332281307046,2.50027288899383,0,"CI"
"q.3","CIM00085577",0.543817420667916,-1.20675864955402,2.28925469305,0.5242,"CI"
"q.1","CIM00085682",0.661126371369775,-0.037167925819448,1.38562105151052,0.0704,"CI"
"q.2","CIM00085682",0.0309545408375352,-0.458666891972473,0.513340432667507,0.8898,"CI"
"q.3","CIM00085682",-0.439667107516399,-1.52542891831843,0.523655534953155,0.4084,"CI"
"q.1","CK000096996",1.03066013976405,0.845811221445061,1.1779123080364,0,"CK"
"q.2","CK000096996",-1.29054912425715,-1.69172779406424,-0.972373177648516,0,"CK"
"q.3","CK000096996",-0.244650978195718,-0.576105357503315,0.213015768374576,0.1972,"CK"
"q.1","CQC00914080",0.913397055223953,0.522381395830039,1.27572327145968,0,"CQ"
"q.2","CQC00914080",-1.82878217505698,-2.25934169838977,-1.39090895886286,0,"CQ"
"q.3","CQC00914080",0.134535033864114,-0.629470107730551,1.02975712409435,0.7892,"CQ"
"q.1","CQC00914800",0.264956445832046,-0.444117114666966,0.874306797864317,0.4262,"CQ"
"q.2","CQC00914800",-1.49059522370004,-2.43774075696888,-0.648540162237925,0,"CQ"
"q.3","CQC00914800",0.621707213045495,-0.252383275164764,1.53901794418442,0.1702,"CQ"
"q.1","CQC00914801",1.05377266550746,0.565559914222289,1.45534514099429,0,"CQ"
"q.2","CQC00914801",-1.46329881159282,-1.88567827335764,-1.05968334788618,0,"CQ"
"q.3","CQC00914801",-0.392273651525834,-1.24112258668637,0.281751546849273,0.3078,"CQ"
"q.1","CQC00914855",0.537466146276326,0.2591354910161,0.802330955257883,0,"CQ"
"q.2","CQC00914855",-1.35872360620886,-1.63714135661,-1.0901024863216,0,"CQ"
"q.3","CQC00914855",0.328346120649159,-0.102219808816912,0.849576335732229,0.157,"CQ"
"q.1","CQC00914860",0.943741977325818,0.603259171625644,1.32975353649468,0,"CQ"
"q.2","CQC00914860",-0.912183682386407,-1.37633045879398,-0.386774154273513,0,"CQ"
"q.3","CQC00914860",-0.00485050245158279,-0.611733537509214,0.663717123734693,0.983,"CQ"
"q.1","CQC00914874",0.199237229315203,-0.231534672154819,0.708110002614139,0.4494,"CQ"
"q.2","CQC00914874",-1.8944702337834,-2.32346451593728,-1.55329321481229,0,"CQ"
"q.3","CQC00914874",0.697966273197385,-0.0308466946675069,1.40037249890014,0.0633999999999999,"CQ"
"q.1","CQW00041408",1.16873474565334,0.427109942315869,1.91599743168832,0.00140000000000007,"CQ"
"q.2","CQW00041408",-1.50664888869058,-2.45939237251091,-0.652433732045042,4e-04,"CQ"
"q.3","CQW00041408",-0.276964309840335,-2.10754044505794,1.47375848854036,0.769,"CQ"
"q.1","CQW00041412",1.12784651117251,0.360392799197228,1.87230395462191,0.00299999999999989,"CQ"
"q.2","CQW00041412",-1.41003436535742,-2.66947732252194,0.0369070086440434,0.055,"CQ"
"q.3","CQW00041412",-0.343979675561367,-2.13662569170399,1.47595701123792,0.7152,"CQ"
"q.1","CY000176090",0.574510899096731,0.319498004184823,0.78859178386122,0,"CY"
"q.2","CY000176090",0.946143150707042,0.752537550735558,1.06936822772508,0,"CY"
"q.3","CY000176090",-0.0289980943433288,-0.289413915546817,0.295100209804021,0.7654,"CY"
"q.1","CYE00100065",0.843544294799239,0.564023059639714,1.13962152391801,0,"CY"
"q.2","CYE00100065",0.214732716296842,0.050460344010783,0.357665199068251,0.02,"CY"
"q.3","CYE00100065",-0.479921299464867,-0.86074247729372,-0.190179307773946,0,"CY"
"q.1","CYE00100071",0.3560792592503,0.107404039433447,0.586845423194824,0,"CY"
"q.2","CYE00100071",0.910656776377251,0.735913964137942,1.05909727773627,0,"CY"
"q.3","CYE00100071",-0.0848032288988575,-0.3786316022507,0.152082100706014,0.516,"CY"
"q.1","CYE00100074",0.368463659045803,0.201829331898401,0.562043891837348,0,"CY"
"q.2","CYE00100074",0.979086069070349,0.813363897440633,1.1249802623168,0,"CY"
"q.3","CYE00100074",0.115226949189481,-0.183215728899243,0.391749783469012,0.4136,"CY"
"q.1","CYE00100077",0.311177401785303,0.0863453825677684,0.530845872328022,0.0158,"CY"
"q.2","CYE00100077",0.931323776432898,0.78498188732251,1.09415768470961,0,"CY"
"q.3","CYE00100077",0.0792600371363258,-0.240417508858706,0.399504354322207,0.6376,"CY"
"q.1","CYE00115564",0.317656029454682,-0.478614222694111,1.09930902552877,0.427,"CY"
"q.2","CYE00115564",0.493044680152529,-0.291176619801998,1.3040816538822,0.231,"CY"
"q.3","CYE00115564",-0.301300038271563,-2.02039857494708,1.32045946011388,0.7268,"CY"
"q.1","CYE00115565",0.619486082221105,0.498577954116688,0.753053914972283,0,"CY"
"q.2","CYE00115565",0.871006326205298,0.566877758050311,1.18635783750277,0,"CY"
"q.3","CYE00115565",0.282643935107154,-0.143653063811008,0.6379684057541,0.1534,"CY"
"q.1","CYE00115566",0.469398299290361,0.312463377237933,0.629225589480474,0,"CY"
"q.2","CYE00115566",0.652942758152523,0.420170527553917,0.87707524729963,0,"CY"
"q.3","CYE00115566",0.37564772240937,0.0214171856619814,0.734533187854527,0.0302,"CY"
"q.1","DRM00078482",0.748440596275466,-0.588844708015949,1.98453496625366,0.2546,"DR"
"q.2","DRM00078482",0.109698664509304,-1.71990687098958,2.4181364048726,0.9952,"DR"
"q.3","DRM00078482",0.0433454375681525,-2.44160759789781,2.3659367729349,0.94,"DR"
"q.1","DRM00078486",1.09805615728104,0.771896498275296,1.43489279973889,0,"DR"
"q.2","DRM00078486",-0.355940032925503,-1.03409964824004,0.265362956570311,0.2882,"DR"
"q.3","DRM00078486",-0.330450673793018,-1.1379559982946,0.55889046827338,0.404,"DR"
"q.1","DRW00011650",0.754860841677775,-0.408256051839558,2.03134570427096,0.2172,"DR"
"q.2","DRW00011650",0.0360629064402336,-2.05215925366589,1.88991213670259,0.9598,"DR"
"q.3","DRW00011650",-0.0787965578961248,-2.6850617274296,2.16263492010589,0.997,"DR"
"q.1","EC000000006",0.580051261767509,0.170073480474455,0.956330003079301,0,"EC"
"q.2","EC000000006",-0.714427074653814,-0.924084756588732,-0.512433968142674,0,"EC"
"q.3","EC000000006",-0.440771193063394,-0.868686687401784,0.0319353754415578,0.0788,"EC"
"q.1","EC000000026",-0.108921590520498,-0.75888180031776,0.546584035012312,0.7408,"EC"
"q.2","EC000000026",-1.83450385769654,-2.15493928577434,-1.39926397697227,0,"EC"
"q.3","EC000000026",-0.189537881527937,-0.924577553828552,0.569618097367334,0.6256,"EC"
"q.1","EC000000036",0.871810308296392,0.42416161827833,1.33841422555211,0,"EC"
"q.2","EC000000036",-0.285071186245224,-0.549644807407146,0.015084716702784,0.062,"EC"
"q.3","EC000000036",-0.579329255226224,-1.25769831145144,0.15813144631701,0.1124,"EC"
"q.1","EC000000124",0.374302680019155,-0.137639662628754,1.01453788646299,0.2056,"EC"
"q.2","EC000000124",-1.45639105961152,-1.75123959656221,-1.17038857431224,0,"EC"
"q.3","EC000000124",-0.380606119814662,-1.15208563232006,0.295843626319804,0.3304,"EC"
"q.1","EI000003953",-0.346279835384392,-0.470710899597913,-0.236649414667741,0,"EI"
"q.2","EI000003953",-1.2589547634303,-1.45781019084087,-1.04728601747933,0,"EI"
"q.3","EI000003953",1.23885736501952,0.957327933947519,1.55338640563645,0,"EI"
"q.1","EI000003965",-0.527139476450903,-0.682762632607954,-0.37851446926485,0,"EI"
"q.2","EI000003965",-0.631601061666184,-0.866853956064372,-0.431037941176251,0,"EI"
"q.3","EI000003965",0.923626358271474,0.591585145841027,1.24229042167728,0,"EI"
"q.1","EI000003969",-0.557903187383,-0.64072171970193,-0.481382499571065,0,"EI"
"q.2","EI000003969",-0.520291776170112,-0.608779045874289,-0.407655514943715,0,"EI"
"q.3","EI000003969",0.816333271652366,0.609822923669939,0.98748893072098,0,"EI"
"q.1","EI000003980",-0.470237603033796,-0.629996716690103,-0.27423293545446,0,"EI"
"q.2","EI000003980",-1.1691634062122,-1.36428472519448,-0.930179784647654,0,"EI"
"q.3","EI000003980",1.26657143680482,0.95513234086768,1.5177562468611,0,"EI"
"q.1","EIE00101859",-0.492563329197801,-0.618674828473413,-0.355482903900229,0,"EI"
"q.2","EIE00101859",-0.810180446898025,-0.967969048458406,-0.598976028914359,0,"EI"
"q.3","EIE00101859",1.09922640780873,0.854273923507398,1.32052421682389,0,"EI"
"q.1","EIE00107762",-0.442544672789426,-0.614446163796148,-0.278129292193569,0,"EI"
"q.2","EIE00107762",-0.628379421540468,-0.755339728272,-0.472777558692769,0,"EI"
"q.3","EIE00107762",0.669165554843247,0.360358037079979,0.937786570960264,0,"EI"
"q.1","EIE00107808",-0.536001844634845,-0.697594674024757,-0.348737672271244,0,"EI"
"q.2","EIE00107808",-1.06706420754526,-1.26644548229774,-0.819337814161947,0,"EI"
"q.3","EIE00107808",0.974264282723526,0.628595404970888,1.26711137838449,0,"EI"
"q.1","EIM00003955",-0.531297485181906,-1.44811679661985,0.369294637721818,0.2456,"EI"
"q.2","EIM00003955",-0.819499391541875,-1.24629965927005,-0.386497357609879,0,"EI"
"q.3","EIM00003955",0.146874954284083,-1.06416028044754,1.28810058088393,0.7442,"EI"
"q.1","EIM00003956",-0.871277018295089,-1.9116922897392,0.0806076883347853,0.085,"EI"
"q.2","EIM00003956",-0.688406677713844,-1.30164944912065,-0.0804457717085161,0.0244,"EI"
"q.3","EIM00003956",0.275836735047668,-1.14364048000227,1.48651767275666,0.6606,"EI"
"q.1","EIM00003957",-0.102977406782625,-1.17432550307577,0.818054113324324,0.835,"EI"
"q.2","EIM00003957",-0.474376528422508,-1.13191899610408,0.112201038005094,0.1088,"EI"
"q.3","EIM00003957",-0.0500524303647255,-1.43368699011835,1.48021669369364,0.9368,"EI"
"q.1","EIM00003962",-0.909049240724168,-1.78490248465071,-0.00617243565644885,0.0472,"EI"
"q.2","EIM00003962",-0.634499596632239,-1.1138085511007,-0.176749679855906,0.0062,"EI"
"q.3","EIM00003962",0.518637147914568,-0.614889523256187,1.6482073747363,0.35,"EI"
"q.1","EIM00003976",-1.564433127343,-2.56985968641746,-0.358532305342364,0.0064,"EI"
"q.2","EIM00003976",-1.31162385671949,-1.8883049927127,-0.723278715983452,0,"EI"
"q.3","EIM00003976",0.68331812314457,-0.962325644767337,2.43859940390359,0.3934,"EI"
"q.1","FP000091925",-0.377243188347297,-1.23124142209098,0.578484508091604,0.449,"FP"
"q.2","FP000091925",-0.967338775211283,-1.46796012463937,-0.501764360742467,0,"FP"
"q.3","FP000091925",0.0930690008614443,-1.34713242171079,1.43696939651043,0.8888,"FP"
"q.1","FP000091929",0.5846975943134,-0.212659116580619,1.39231890052245,0.182,"FP"
"q.2","FP000091929",-1.14970180242157,-1.78096063152737,-0.543338601163368,8e-04,"FP"
"q.3","FP000091929",-0.180194424719756,-1.49432519744305,1.14843967104096,0.7682,"FP"
"q.1","FP000091938",0.911122858827207,0.411494679676745,1.40580349591272,0,"FP"
"q.2","FP000091938",-0.517022016220254,-0.83491291317327,-0.166407598248284,0,"FP"
"q.3","FP000091938",-0.55772278571676,-1.29602382863895,0.02457747441753,0.0614,"FP"
"q.1","FP000091943",-0.290356178587126,-1.72280395819205,1.29955735686753,0.6674,"FP"
"q.2","FP000091943",-0.649910235086351,-1.5818312344527,0.391052228394809,0.1922,"FP"
"q.3","FP000091943",-0.0229948374342596,-2.18023905908296,2.33707771999701,0.9638,"FP"
"q.1","FP000091948",0.317546246200726,-0.303245496512764,0.922761645110907,0.2768,"FP"
"q.2","FP000091948",-0.878864953419003,-1.19142018789796,-0.614365482348742,0,"FP"
"q.3","FP000091948",-0.265780288761739,-1.21846118371977,0.444721316828782,0.5216,"FP"
"q.1","FP000091954",0.235651336369757,-0.688589729319686,1.19871163707076,0.6244,"FP"
"q.2","FP000091954",-1.05565912438938,-1.6259113155236,-0.525609638927868,0,"FP"
"q.3","FP000091954",-0.338246943711024,-1.6566230729278,1.0156140435305,0.5934,"FP"
"q.1","FP000091958",0.405607319430293,-0.188967595559174,1.09280460029678,0.2452,"FP"
"q.2","FP000091958",-1.28853133067545,-1.6824908414188,-0.926853768957769,0,"FP"
"q.3","FP000091958",-0.456415927624293,-1.30895268986121,0.450605672658142,0.3298,"FP"
"q.1","FPM00091945",0.702377681590632,-1.04603266016849,2.19620648088038,0.41,"FP"
"q.2","FPM00091945",-0.774913325619286,-1.73407347273334,0.272412130376548,0.1294,"FP"
"q.3","FPM00091945",-0.585915041719863,-2.67551303134661,1.47989543247441,0.573,"FP"
"q.1","GIM00008495",0.504725652357039,0.0450354910684751,0.933619234140897,0.0189999999999999,"GI"
"q.2","GIM00008495",0.199671183947034,-0.164056198130124,0.568228404415943,0.3478,"GI"
"q.3","GIM00008495",-0.102201872070411,-0.86027335832977,0.639573643463449,0.8066,"GI"
"q.1","GT000060100",0.587902981889329,-0.0665686375478773,1.23274433474342,0.0711999999999999,"GT"
"q.2","GT000060100",-0.15490256749558,-0.458836280540145,0.188853626133533,0.3548,"GT"
"q.3","GT000060100",-0.298039778587338,-1.10469651867815,0.492785991922536,0.4378,"GT"
"q.1","IC000004013",-1.28408679489171,-1.41453980146868,-1.14655843513349,0,"IC"
"q.2","IC000004013",-0.577087272344044,-0.721228197721647,-0.363927075719777,0,"IC"
"q.3","IC000004013",0.289311955258452,0.081543323399226,0.43666187732574,0.0189999999999999,"IC"
"q.1","IC000004030",-1.23625799935687,-1.35351625572523,-1.12029982452491,0,"IC"
"q.2","IC000004030",-0.627095031783397,-0.751921050822132,-0.40354952803619,0,"IC"
"q.3","IC000004030",0.170083762420589,0.00879676739192736,0.353478964672448,0.0371999999999999,"IC"
"q.1","IC000004048",-1.15256619798927,-1.32048636184792,-0.988951102887479,0,"IC"
"q.2","IC000004048",-1.22282253431094,-1.44291594542644,-0.950489329832844,0,"IC"
"q.3","IC000004048",0.327810373556889,0.068194875335006,0.61710341771572,0.014,"IC"
"q.1","IC000004063",-1.28868818253282,-1.43435442529075,-1.12355967266692,0,"IC"
"q.2","IC000004063",-0.583423821253602,-0.785418041489903,-0.342105657937934,0,"IC"
"q.3","IC000004063",-0.295680614520197,-0.524166715467318,-0.104455290869628,0.0012,"IC"
