"country_code","station","date","score.1","score.2","score.3"
"TU","TU000017074",1979,-0.446249713846977,1.51173411869288,0.29561072757583
"NZ","NZ000937470",1955,-0.450296152437402,-0.0969374394727898,1.30351430241114
"TU","TUM00017150",2011,0.515874935555187,0.666950739636174,-0.238461482264026
"LH","LH000026603",1969,-1.05568472339042,0.270132496806376,0.588143465687143
"EI","EIE00101859",1901,-0.310767445403891,-0.665089522478108,1.30045936095141
"TU","TUM00017280",2012,0.364613977710731,0.367893140442999,-0.176898446601412
"NC","NCW00082608",2006,0.387023870443899,0.179562547876699,0.599181096479112
"SZ","SZ000003700",1902,-0.5559897539382,-0.306653601326463,0.677544736917144
"ZA","ZA000067551",1970,0.140179508403717,-0.424393823669709,-0.110756551193356
"EI","EI000003980",1976,-0.316341717363096,-1.04076241404729,0.532952250413527
"IC","IC000004030",1978,-1.27743953019125,-0.517350332067146,0.500962776635829
"MJ","MJM00013463",2012,0.579451894315486,0.765636569574424,0.108601719210776
"TU","TU000017074",1937,-0.359073617620052,0.512766286784165,-0.58328560375287
"NZ","NZ000937470",1954,-0.247572473652258,-0.353858133568891,0.731401174186627
"CY","CYE00100077",1942,-0.16539631232953,0.808337418263611,0.2351451662764
"IC","IC000004092",1984,-1.0466302712321,-0.983310946640666,0.31239023445332
"IR","IRM00040738",2012,0.779340708192111,0.431924759120441,-0.411413948780265
"SU","SU000062762",1981,1.10049144947206,1.05008889698351,-0.322090259077383
"EI","EI000003969",1921,-0.342344778135762,-0.528380642512204,1.75423229606431
"JM","JMM00078397",1992,1.26858655841296,-0.293606514880226,-0.569139150954101
"NZ","NZ000933090",1989,0.0547714582939914,-0.694968001230414,1.13521010813502
"SZ","SZ000002220",1997,-1.61886169659219,-1.18785537445858,-0.99479035113399
"LG","LG000026247",1975,-0.669860764603036,0.414723270159203,0.394287461193678
"UC","UCM00078988",1983,0.39871629919671,0.732153931353957,-0.1683911223298
"KN","KNM00047055",2016,-0.26545240575658,0.462706202624598,0.272049764746379
"EI","EIE00107808",1989,-0.298753734582808,-0.953142518857458,0.209961299289787
"LH","LH000026529",1980,-0.69968902893388,-0.216474806001523,0.300145398077227
"EI","EI000003969",1906,-0.651085643260558,-0.120808153302322,0.723674423901272
"LG","LG000026348",1984,-1.04891890554979,0.00604281059601381,0.542092963928895
"LH","LH000026737",1964,-0.285349867849238,0.365519002748335,0.280460386515991
"ZA","ZA000067753",1956,0.449769150767483,0.22849115015802,-0.259860254492598
"LG","LG000026227",1936,-0.840386741065602,0.341913032615214,0.44263008533983
"AQ","AQW00061705",2011,1.13447575479447,-1.81629128610051,-0.23836158920376
"PS","PSC00914712",2002,0.756230686878495,-0.936362003364919,-0.0914569460018029
"MU","MUM00041314",2005,1.08013125360813,0.6126773632166,-0.282090614809694
"LO","LOE00116364",1975,-1.29464124372358,-0.587769839316956,-0.669969418683245
"CY","CY000176090",1981,0.572100464266078,0.794259782735042,0.367892379939324
"RP","RP000098430",1978,1.27141565344992,-0.963212694822137,-0.89516366930588
"TU","TUM00017050",2014,-0.0762756518188385,-0.108009032353793,0.0175732469081833
"LG","LG000026419",1964,-0.704086021869572,0.26779459449851,0.442814354238725
"EI","EI000003969",2001,-0.514894588509144,-0.171093031265377,0.675474677696257
"LU","LUE00100952",1967,-0.51410371473725,-0.374884017155452,0.264294343024025
"LA","LAW00041051",1968,0.60730301404963,0.0236274107694619,0.196171473853439
"CY","CYE00100077",1990,0.121650555740458,1.45556540131528,0.163142260739942
"CY","CYE00100077",1973,0.508422206831251,1.10395584908715,-0.0924352221059206
"TU","TUM00017202",2005,0.215165025275595,0.817754900568208,0.0371111088913869
"MO","MOW00013017",1945,0.425127128874117,0.92343677993365,0.762154005362567
"BF","BFW00012715",1956,0.65591336079695,-0.078750258521749,0.238504258007075
"LG","LG000026446",1970,-1.40278028377214,0.110876569364286,0.803110987321685
"NC","NC000091577",1964,1.20173742150208,-1.56741621653211,-1.84457965327177
"MO","MOE00147752",1995,0.713949237282667,0.615766311729227,-0.305598309659169
"NZ","NZ000093292",1964,0.0741600247734474,-0.169999842677714,1.27341809528213
"CY","CYE00100074",2009,0.212703116553636,0.940438853502358,0.0209427891280939
"FP","FP000091925",2016,-0.429728929719552,-1.12561673729604,0.0695680942005641
"LG","LG000026313",1963,-0.601616804533006,0.311577190612153,0.376173890659933
"CY","CYE00100071",1959,-0.0829634734155757,1.19832091673044,0.248243990385587
"LG","LG000026318",1989,-0.29817872305292,-0.158451976018384,0.106378294613206
"IC","IC000004092",1953,-1.27562523649599,-0.890543154248406,-0.193271274617888
"SZ","SZ000003700",1966,-0.737916535968908,-0.0853985715248437,-0.362377219965522
"LU","LUE00100947",1973,-0.423870437604786,0.172468246375848,0.297819030796179
"LU","LUE00100945",1957,-0.548222213903032,-0.327282387124334,0.290385488966993
"SZ","SZ000001940",1974,-0.101164564844143,0.0110452660741494,0.947271390552037
"TU","TU000017074",1938,-0.496417000954115,1.15513837602876,0.462017195331734
"TS","TSE00147773",1990,0.640572573167057,0.777180972897689,0.141257576533725
"SZ","SZ000006717",1881,-1.88260504431889,-0.368574837651122,-0.59690798895628
"NZ","NZ000937470",1963,-0.493293550291103,0.247226633043275,0.596111143770292
"LH","LH000026524",1965,-1.11279270557315,0.0211774250715178,-0.8277449189818
"ZA","ZA000067541",1985,0.5099611455798,0.0431081227223327,-0.235565603686789
"BF","BF000078073",1968,0.711097440935268,0.0582172765194447,-0.0222206103547299
"KN","KNM00047055",1995,-0.286902476409144,0.292468959862255,-0.24791958927014
"LU","LUE00100947",1976,-0.248697830024242,0.138322498132138,0.0809035041695461
"SZ","SZ000002220",1977,-1.5590336334841,-1.28102087449956,-0.74504163097973
"TU","TU000017090",1954,-0.436021048339406,0.867383689238901,-0.678535984677489
"IC","IC000004048",1964,-1.36407298142578,-0.527474373978031,0.972882232444353
"TU","TU000017074",1942,-0.356682409810075,0.60561085373267,-0.509264990429464
"RP","RP000098430",1963,1.15299385770945,-0.737280874022574,-0.654384813001929
"TS","TSE00147767",1902,0.304125651482964,0.028917269565294,0.371078154746643
"RP","RP000986530",1995,1.21623611279854,-0.479077622814656,-0.464366209319065
"LU","LUE00100948",1954,-0.409960640908465,-0.199570855332884,0.231518189108836
"ZA","ZA000067571",1973,0.785895305231555,0.0524014068491977,-0.388400470876556
"PP","PP000092014",1988,1.20659820673914,-1.83079123422093,-0.333731039637628
"CY","CYE00115565",2011,0.643609673383747,0.880477045309292,0.062803049631424
"SZ","SZ000003700",2010,-0.68488258610482,-0.00648616835505621,0.335086314486049
"LH","LH000026509",1926,-0.454919812806136,-0.468236595225222,0.234048493412322
"PL","PL000012385",1970,-1.2272469852536,0.288636379825749,-0.687501602001791
"LU","LUE00100944",2002,-0.484572667583585,-0.203565708654095,0.335917649595429
"EI","EI000003969",1997,-0.379702546690664,-0.383881233528106,0.93016525325281
"IC","IC000004097",1972,-1.03524049182309,-1.27180993145772,0.339893923398787
"NZ","NZ000093292",2016,0.109415615485759,0.0125350774726469,-0.0946269641154582
"EI","EI000003953",2010,-0.209806226315941,-0.037986055474109,0.0136666699879329
"ID","IDM00097270",2006,0.972366106452892,0.306109667752083,-0.145306785516235
"LU","LUE00100952",1985,-0.808427140570563,-0.110330088862507,0.460060601689832
"LG","LG000026339",1966,-0.96849518559321,-0.335961756027039,0.461988163726558
"LH","LH000026730",1911,-1.26880073210325,0.455203136140834,-0.242171956783347
"RP","RPM00098222",2012,0.922291975578963,-0.0187556462227405,-0.123691983003295
"SZ","SZ000002220",2007,-1.68691704138065,-1.28939288010616,-0.706790299227227
"CQ","CQW00041408",1954,1.16605905460554,-1.47910295419583,-0.260557395241118
"SZ","SZ000001940",1951,-0.119554153906236,-0.417135941614764,0.661314851304452
"CY","CYE00100077",2004,0.555201603841182,0.81460135824222,0.31396363621216
"IR","IR000040706",1963,-0.436798825715349,1.91672762342703,0.327773998561414
"ID","ID000096925",2008,0.776864908363871,-0.356750259075839,0.105143351584255
"LU","LUE00100947",1992,-0.796807144278803,-0.198943924612391,0.425018082254813
"SZ","SZE00105086",1993,-0.35512067721252,0.277403604658935,0.479179133611041
"JO","JOM00040260",2017,0.798003340625213,0.763138950431521,-0.00353292567150404
"RP","RPW00041224",1958,1.34971486708542,-0.749922465295746,-1.09255122388041
"EI","EIE00107762",1957,0.16420857133926,-0.702132614717363,-0.148194648391146
"ID","IDM00096237",1977,-0.454219139741268,2.51003441789022,0.713211247437582
"EI","EI000003965",2009,-0.299239489125944,-0.030465399978965,0.0165104725157226
"KE","KE000063619",1963,0.718493823090423,-0.495375597576839,-0.527644752559751
"IC","IC000004048",1986,-1.0903929450125,-1.3061079495612,0.0896692470884873
"EI","EIE00101859",1986,-0.475401398506051,-1.0569703630948,1.07605754234548
"ID","IDM00097600",2010,1.2770521564456,-0.290554125008487,-0.355220662758244
"MC","MCM00045011",1978,0.603722417675588,-0.0754253237149774,0.126592271615882
"LO","LOM00011903",2006,-0.423699153504131,0.461396218462364,0.267596569728241
"EI","EI000003969",1936,-0.571189459379673,-0.473822873460478,0.808294244070202
"RP","RP000098836",1970,1.15368129702721,-0.529635820139654,-0.234576274859658
"BY","BY000064390",1955,-0.211233360276492,-0.0657916585644124,0.158107743374926
"BY","BY000064390",1984,0.131534751048878,-0.0706922084796661,-0.104276736521489
"IC","IC000004013",1950,-1.2813201116269,-0.147858415882298,0.179910419076491
"LH","LH000026507",1982,-0.725988949387606,0.213304305823971,0.412180029592477
"PP","PP000092014",1977,1.19153134572925,-1.69380523500278,-0.55686533771234
"LA","LAW00041051",1967,0.587339307927134,-0.0549647905514358,0.172629579369987
"BK","BKM00014654",1926,-0.712292415103536,0.612077521973431,-0.510573928298485
"IC","ICM00004014",1997,-1.19487256422898,-1.2024627540033,0.595856565650692
"LU","LUE00100948",1981,-0.712826178683492,-0.605697238885101,0.289042287539821
"TU","TU000017240",1939,-0.270469155811819,0.80550397194638,0.165671272075967
"TO","TO000005352",1948,1.17819250355342,0.160466343045661,-0.351762322015897
"SU","SU000062600",1962,-1.1670371008559,3.072628407539,1.28274961314758
"TU","TU000017062",1929,-0.0776917728656077,0.113707811834476,0.323111893344235
"UV","UV000005507",1954,1.16950682305542,0.370273150881368,-0.343417517075822
"LG","LG000026227",2001,-0.37716786808231,-0.0683398656550813,0.160019791034051
"TU","TU000017062",1967,0.0641159482316285,-0.0973995331199528,-0.210676892495369
"LG","LG000026551",1955,-0.963535220650111,0.0763743681423251,0.498479423355658
"RP","RP000986370",1985,1.24199707297367,-0.402405992476482,-0.516222061201631
"CY","CYE00100074",1926,0.366852327676567,0.796412206272118,-0.0583998281642429
"RP","RP000098444",1962,1.25980220917445,-1.80226665713918,-0.733944298744095
"RP","RP000098836",1973,1.19137369519577,-0.479126039555668,-0.620512576527005
"LU","LUE00100944",2003,0.0598699421806973,0.111694358472967,0.0395805337228968
"BK","BKM00014654",1953,-0.561469896994699,0.629035785100493,-0.439873890599427
"LG","LG000026406",1951,-0.919159588092294,0.328765728442775,-0.98901044264925
"LG","LG000026424",1987,-0.576439599092424,0.0198107306309595,0.298876130926561
"ZA","ZA000067581",1973,0.502465815627929,0.331582705747648,-0.193562886762495
"BF","BFW00012713",1956,1.02295505099449,-0.0454719917213709,-0.38585172109529
"EI","EI000003969",1952,-0.46204927763892,-0.566254841170825,1.88267432618641
"TS","TSE00147767",1922,0.376777436132072,0.247303829491759,0.271802676818648
"LG","LG000026406",1971,-0.98708232267721,0.471784016924007,-0.703339622679159
"CI","CI000085874",1979,0.0605046682476417,0.542932669266523,0.0451497084867132
"LG","LG000026406",1968,-1.4156231681422,0.686460218783626,-0.934879218686154
"TU","TU000017074",1968,-0.322687582786612,0.46526941684374,-0.345826328991335
"UV","UV000005510",1971,1.09912410993602,0.328472470688867,-0.218717778961877
"GT","GT000060100",1982,1.18719782921397,-0.128318738368328,-0.689035999127486
"MO","MOM00060230",1995,0.789853964390159,1.09394993402771,-0.312064289992869
"CY","CYE00100071",1983,-0.0326544549706457,0.940554609512529,0.132369818708874
"ID","IDM00096595",2011,0.985143935962635,0.0633716616350264,-0.188706451018941
"ID","IDM00096009",1997,0.823710181300787,-0.0384689340361785,-0.0859884857739005
"NZ","NZ000093844",2005,-0.427578626005374,-0.503832810748742,0.913724965496011
"ZI","ZI000067889",1953,0.199599401210253,-0.585245071383685,0.562538870479592
"SU","SU000062641",1968,1.05146703250855,1.47775661740353,0.284430290386178
"BF","BFW00012712",1957,0.905805490764229,-0.508518884316439,-0.23577793865519
"LO","LOE00105562",1958,-0.468512559104501,0.645688448929174,-0.0734849273047231
"CK","CK000096996",1958,1.11322065251253,-1.13618195744965,-0.32133289143004
"SU","SUM00062680",1961,1.14285883044761,1.41076626865734,-0.295673536113897
"KN","KNM00047016",1994,-0.825917574655614,0.952128593396572,-0.892003200090643
"LH","LH000026730",1930,-0.944129177945511,0.136000397272508,-0.687774076725561
"ZA","ZA000067583",1957,0.658558319833472,0.269874153094065,-0.324159450865794
"ZA","ZA000067753",1984,0.683983606426339,0.602265347816874,-0.315242675461428
"LG","LG000026436",1977,-0.708206356249349,-0.123443398349236,0.373897210734071
"PL","PLM00012205",2010,-0.39414278574357,-0.0262646140382111,0.125206488278052
"IR","IR000407540",1954,0.572894588515198,0.376410612447308,0.0676544775371411
"BD","BDM00078016",1976,0.857146996542101,-0.738270243715719,-0.0619471720027575
"IC","IC000004097",1999,-0.984472495616104,-0.876571042174416,0.0831191964085532
"LU","LUE00100952",1976,0.0583095141337881,0.123796365426757,-0.00296487508967624
"CY","CY000176090",1918,1.11197401734077,0.462893819948899,-0.578703402243046
"LH","LH000026728",1973,-0.64350324837197,-0.0231058114725365,-0.0198866606836714
"EI","EIE00101859",1898,-0.402783567071555,-0.79848392946117,1.28554117249999
"EI","EIE00107808",1992,-0.435566168344436,-1.11782153442075,1.04201435904217
"LO","LOE00105562",1930,-0.382889673759083,0.315606341542456,-0.350533844250994
"AL","ALE00108905",1954,0.501120603182778,-0.651865009354417,-1.46456667765697
"ZA","ZA000067441",1970,0.413932048296023,-0.438479200150331,-0.282373224399958
"SU","SU000062790",1961,0.959336377354309,0.893518220597211,-0.207817439566902
"RP","RPW00041207",1953,1.09782919359966,-0.991547073117294,-0.563204700997599
"MT","MT000016597",2011,-0.140245269479137,0.40841385702572,0.141823145887634
"LU","LUE00100949",1993,-0.49171527453034,-0.481136034223727,0.210973480716183
"IC","IC000004048",1979,-1.21961215419255,-1.25945942554811,0.297959632342737
"IC","IC000004097",1984,-1.00542057307703,-1.11785811857061,-0.198753522222018
"ID","IDM00097300",2004,0.94699319455968,0.285939930784968,-0.137591525380173
"BF","BF000078073",2006,1.0327706730149,-0.338255446396976,-0.311294803827941
"SU","SU000062790",1966,1.06145234819581,0.887119910983841,-0.0256844117362113
"KE","KE000063723",1993,0.759400846829152,0.992138740417811,-0.261227573805087
"TU","TU000017090",1981,-0.356752827257397,0.667261084141804,0.640215366026302
"LG","LG000026339",1970,-0.728133975297329,-0.251454002237816,0.393319109722717
"CY","CY000176090",1951,0.636890829417664,0.833201841809156,-0.272506616939442
"ZA","ZA000067667",1971,0.177601835299378,0.443888485259992,-0.0687264929560709
"SZ","SZE00116090",1983,-0.362575124136074,-0.061596107802435,-0.190425370552682
"NZ","NZ000093417",1977,-0.192176564991565,-1.03549537882103,1.15224388590282
"AQ","AQC00914397",1976,0.55008757420711,-2.08351145932774,0.167211093007374
"SZ","SZ000002220",2002,-1.50687292274949,-1.55159531428299,-0.0636377855075614
"ZI","ZI000067975",1982,0.54192575948663,0.986369086998869,0.400504876720498
"ZA","ZA000067641",1975,0.303547078726946,0.449528546611358,-0.0875404564118772
"SZ","SZE00116090",1979,-0.751814911932844,0.178439385365905,0.143705798023254
"NC","NC000915920",1975,0.912426166804821,-0.729927100436978,-0.138394456028036
"KE","KE000063740",1981,0.57726604619211,0.511671264659505,-0.249892505812655
"ZI","ZI000067865",1961,0.694323109280275,0.230016776894027,0.0929513267660277
"FP","FP000091929",2011,1.02586395772081,-1.0346909176851,-0.0094645803061266
"NZ","NZM00093929",2004,-1.57884196592086,-0.969467120777931,0.778105874147176
"LH","LH000026629",1960,-1.22453187903688,0.116822903234701,-0.714719451707084
"KN","KNM00047058",1998,-0.484514421059588,0.286750544533212,-0.4785517984364
"TO","TO000005352",1950,1.13570713515118,0.372216635378786,-0.244926577075177
"TU","TU000017170",1966,-0.370450860309646,0.10217633576622,0.254154856149169
"KN","KNM00047016",2012,-0.997362670873105,0.604947803428435,-0.780212564585081
"AQ","AQC00914005",1985,0.931274572236739,-1.33277526234231,-0.624246602632556
"NC","NC000091577",1984,1.11863312731242,-1.4493992888445,-1.51513718035625
"LO","LOE00105562",1956,-0.94186342678992,0.738261033128666,0.12337963244152
"EI","EIM00003955",1979,-0.643266997321854,-0.838836429706819,0.303083326832144
"BK","BKM00014654",1973,-0.354043829962307,-0.0377913780661428,0.038561775096542
"CY","CYE00100074",1981,0.620944962581431,0.936653944401909,0.226266154059784
"TU","TUW00033207",1967,0.404525379791409,0.575229819489462,0.448864281999342
"LG","LG000026339",1961,-0.741158577879274,-0.0599257195699389,0.348211210792597
"EI","EI000003980",1997,-0.25543806699308,-1.045410782133,0.999863108293894
"LG","LG000026446",1961,-0.611109912887602,0.48249937043428,0.401017138349996
"EC","EC000000006",1988,0.626331320386603,-0.646257805269941,-0.501336250876366
"LG","LG000026406",1963,-1.36148163987995,0.189705138421464,-1.0371276398362
"SU","SU000062640",1967,0.666027292801483,3.07699225369899,2.08624402677396
"LH","LH000026614",1977,-0.711882715353138,-0.195294869810387,0.329501593337507
"RP","RP000098851",1998,0.894298605543458,0.482546692970765,0.215830614332502
"LO","LOE00116344",1985,-0.903091246460077,0.093661223870593,-0.497759382571402
"CY","CYE00100077",1928,0.351325269412468,0.886535198217569,0.0125187130961387
"TU","TU000017375",1976,0.543606374620878,0.32974293929225,0.187368316548162
"SU","SU000062760",1970,0.792923390269893,1.28921420855035,-0.256612669128305
"SZ","SZE00116090",1974,-0.354706612040026,-0.285227490984485,1.29276926901646
"LG","LG000026344",1979,-0.680288890816186,0.138174067910694,0.315764444426559
"LH","LH000026730",1918,-1.15292863044698,0.475264850403103,-1.23292332134517
"TU","TU000017074",1950,-0.526523429924988,0.535292824237282,-0.590817477008593
"UV","UV000005502",1969,1.16747809820014,0.754775650666533,-0.341637092045503
"PM","PM000128005",1990,0.206295921174226,-0.798699667364862,-0.205229563744506
"IC","IC000004030",1985,-1.26824497301678,-0.388063041075642,0.703493019802573
"ZA","ZA000067475",1979,0.301832940514191,-0.407038348572946,-0.185768527319681
"BK","BKM00014654",2013,-0.327367763519945,0.244479439148097,-0.988731929419115
"LH","LH000026518",1970,-0.698653540627577,-0.543091622764825,0.273981868841846
"UV","UV000005502",1975,1.20331173033795,0.591380896137486,-0.654918334691426
"EI","EIE00107808",1996,-0.419962771538357,-1.07093939186646,1.31770313203859
"LH","LH000026614",1988,-0.695743716544951,-0.571599956455459,-0.115575606586251
"LG","LG000026422",1987,-1.47120341439242,0.106419786226703,-1.4323166254442
"MU","MUM00041314",1983,1.36942273223521,1.35684900205788,-0.604204398263255
"SZ","SZ000008440",1990,-0.319367437689501,0.167283121684686,0.397185526157119
"SZ","SZ000006717",1976,-1.81022584029006,-0.741540015626631,-0.629470952766354
"FP","FP000091958",2010,0.324408587947955,-0.968617048843953,-0.355053022018088
"LH","LH000026730",1981,-0.984738674133614,-0.329694884658572,-1.04443707176552
"IR","IRM00040718",2009,0.470068714100886,-0.428486856645391,-0.306467869782639
"CQ","CQC00914860",1969,1.00266680213018,-0.911941885022145,0.0972951760852434
"ID","IDM00097380",2011,0.924044020119478,0.28305768202751,-0.143734354798468
"TS","TS000060725",1997,0.83318596625634,0.478658069318233,-0.0807608890276332
"LG","LG000026227",1927,-0.563401723925132,-0.191270497707449,0.194448532403392
"RP","RP000098444",1985,1.20233203779566,-1.33464610695866,-0.338385645007072
"IR","IR000040848",2017,0.6993232606859,1.0849811898519,-0.24492904041873
"KN","KNM00047035",2001,-0.622514625249716,0.667979724881554,-0.885662653024597
"UV","UV000005501",1957,1.09731863599686,0.759198612701984,-0.338457944686242
"TU","TUM00017080",2017,-0.159575381568947,0.890067427133656,-0.323831354702205
"BY","BY000064397",1957,0.00143671018822923,-0.142479525110719,0.0252522521468534
"BK","BKM00014542",2004,-0.163322674304356,0.494816447657574,-0.343968127709306
"TU","TU000017170",1969,-0.88374442876985,0.931642903378281,-0.35996723690789
"PL","PL000012120",1982,-0.832852943686548,0.590489504882931,0.0895354206956489
"SU","SU000062641",1975,1.03707807453122,1.72435519730245,0.18750807140751
"TU","TUM00017050",1956,-0.152538170682262,0.482824896231414,-0.687190292939476
"SZ","SZ000006717",1870,-1.7056259223821,-0.927866208356897,-1.17514228300198
"LG","LG000026406",1926,-0.867436479867672,-0.302038071003267,-0.693384943968578
"CY","CY000176090",1934,1.3388608349038,0.451559383942326,-0.657913548462122
"RP","RP000098851",1980,1.10349640914901,0.420212155922344,-0.0830361928567099
"LO","LOE00116344",1999,-0.499995516381921,0.14281523120114,-0.682234666963154
"PP","PP000092044",1979,1.13472805255045,-1.87963475440282,-0.126573769359747
"BY","BY000064397",1976,-0.141364036237521,-0.125876388328344,0.0444958247613638
"BF","BFW00012712",1966,0.968903502705705,-0.917655932701737,-0.362793288422215
"TO","TO000005376",2010,1.20594376224502,-0.155402442937633,-0.446658957126728
"LH","LH000026531",1992,-0.789092346470899,0.0267971679344215,-1.70932161523896
"TU","TU000017240",2003,-0.133610522851635,0.13183656492875,0.0454988568083555
"LU","LUE00100951",1989,-0.502568912958005,-0.0977884234457855,0.248680062398552
"CK","CK000096996",2001,0.504306385951116,-0.6816236833952,0.318740336969454
"MO","MOE00147752",1993,0.437512226530498,0.318353947821336,-0.288171147134546
"LH","LH000026633",1982,-0.179707526733206,0.148369227377297,0.0744613735604625
"IR","IR000408560",1959,0.392505346935313,0.736583027545455,0.489834607769815
"ZI","ZI000067765",1975,0.555937138727191,0.229353399194187,0.263683106232325
"LH","LH000026629",1997,-0.936893667053557,-0.0920531618734539,0.0870908278939032
"NZ","NZ000939450",1954,-0.913482140811516,-1.00012908930463,1.97146000047524
"SZ","SZE00105086",1988,-0.46327412021211,0.759551912783351,0.974338820093581
"SZ","SZE00116090",1980,-0.615539317204637,-0.220486928089205,-0.858651265590875
"MT","MT000016597",1956,0.47801976777729,0.155208469228923,0.226430369523751
"IR","IR000407660",1978,0.157909010346188,0.701824852992307,0.639548768116317
"SZ","SZ000003700",1934,-0.390715212105223,-0.0899116032470857,0.073057685599312
"ID","IDM00096237",2016,0.918358791577219,-0.0852335003630896,-0.0845007991298771
"BH","BHM00078583",2003,0.57414058669013,-0.774673814439994,-0.46785815772662
"IR","IR000040841",1963,-0.0942655631216321,1.028705213447,0.360552866386828
"CI","CI000085799",1998,-0.522887975631817,-0.440175962320387,0.284959601203714
"KE","KE000063740",1978,0.104396703299609,0.246979236115931,0.0111803409903891
"ZA","ZA000067753",1968,0.678852861885111,0.503486550561296,-0.356488746662408
"UC","UCM00078988",1997,-0.21645801599346,0.908749112563389,0.211996522716203
"PM","PM000105001",1989,-1.07827252790101,-3.47613714257696,0.408865790571187
"EI","EIE00101859",1989,-0.267560207832117,-0.527328127359939,1.01391234768135
"AL","ALE00100939",1971,0.592178085869597,-0.292433437149265,-0.262401089602116
"IC","IC000004092",2008,-1.00650285204612,-0.118852795669228,-0.0769917383734739
"IR","IR000040706",1973,-0.415647987286947,1.37397260858232,-0.961639882923908
"NZ","NZ000093994",1982,0.581043207012511,-1.13427723531319,0.250346599586937
"ZA","ZA000067543",1961,0.336007490234852,-0.371796146046375,-0.224725913891866
"IC","IC000004063",1987,-1.30120506234826,-0.0224416628657328,0.66520342492489
"FP","FP000091938",2009,0.720393271090405,-0.256393033452775,-0.471979794720141
"NZ","NZ000093994",1971,0.59547022803861,-1.29512068775158,0.16833607198419
"TU","TUM00017237",2002,0.352620275727846,0.699715312936987,-0.240340603901859
"CY","CYE00100077",1985,0.543930695544458,0.719011892980257,0.161238524864514
"FP","FP000091938",1986,0.678903943569109,-0.455143575891662,0.142243895252949
"LU","LUE00100952",1997,-0.357704174531171,-0.227943758098212,0.242777533773931
"SZ","SZ000006717",1957,-0.318174452094842,-0.902700654098436,0.148492179050618
"LU","LUE00100951",1992,-0.41429926923698,-0.244457057463547,0.246575415689628
"LH","LH000026531",1962,-0.55495978199088,-0.0971407182115391,0.34018859562291
"MT","MT000016597",1962,0.609945662965388,0.298660244321951,0.15696390923929
"TU","TU000017074",1939,-0.234251677419911,0.1856255006411,-0.111201836538889
"TO","TO000005387",1972,1.02151688800797,0.447086577426777,0.0941188350802575
"EI","EIM00003962",1973,-0.828071831632219,-0.263373125255584,0.35827983463145
"KE","KE000063624",1984,0.617218555661575,1.64444555545966,-0.101219886066489
"AL","ALE00108905",1973,0.586120226269021,-0.397769075209803,-0.813238186086756
"CQ","CQC00914800",1961,0.28814992549959,-2.07262930947044,0.625754932805867
"KN","KNM00047016",2010,-0.930089533481883,0.628174374130663,-0.81268429177996
"SZ","SZE00105086",1953,-0.504441274710898,0.817454464943475,0.200508398802147
"ZI","ZI000067865",1984,0.703111152653454,0.102072667385993,0.0193633273112625
"TU","TU000017040",1946,0.116986931161016,-0.55021559921266,0.729717065011794
"SZ","SZ000002220",1895,-2.11348404027665,-0.903631652395542,-1.16859691285595
"CY","CYE00115566",2011,0.55132132620169,0.372821989180008,0.378263806588442
"IR","IR000040706",1990,-0.333793061050037,1.47354888220943,-0.196607376794781
"MO","MO000060156",1992,-0.236387857617917,1.57961907896799,0.3026956202846
"IR","IRM00040798",2017,-0.0113698921575276,1.57294188956776,0.237482796174448
"LG","LG000026314",1902,-0.783394712545135,0.268339797019648,0.431917848031461
"ZI","ZI000067965",1973,0.639245216554924,0.535432202628646,0.151572626067265
"LG","LG000026238",1973,-0.755328456859233,-0.197396485334065,0.401656502853884
"SU","SU000062641",1983,-3.19902307657603,4.20266386114301,2.70957394339143
"LU","LUE00100951",1991,-0.676608714164883,0.192529051622481,0.39113200106122
"UV","UV000005516",1962,1.12953418643598,0.316567562666618,-0.207127990802885
"LG","LG000026335",1972,-0.434274420872149,0.100797403501236,0.241911404723898
"SU","SU000062781",1961,0.968613196081117,1.15760255521741,0.172842808425397
"PL","PL000012385",1983,-0.61750526746128,0.195699523119477,-0.0396775009751049
"IC","IC000004092",1970,-1.23307726880869,-0.861015055403598,0.262605591936402
"LH","LH000026728",1999,-0.850817326905084,0.22868661951568,-0.152809002321148
"ZA","ZA000067641",1962,0.253044817557643,-0.145879278933766,-0.107473868853905
"LG","LG000026429",1987,-0.677671264491096,0.0193036856160509,0.399615760385675
"PP","PP000092014",1978,1.19363773311025,-1.65793060591843,-0.539434596469052
"EI","EIE00107762",1959,-0.775937753615289,-0.28937274556134,0.417834571784735
"EI","EI000003969",1935,-0.590727927423011,-0.157912522667878,1.36698679789731
"LH","LH000026524",1958,-0.974523727488728,-0.104431831705279,-0.343211559368767
"LO","LOE00105562",1942,-0.788794975227,0.250359518390094,-0.540582394357377
"TU","TUM00017250",2008,-0.181955694777611,1.17230133173247,0.224530991826024
"CY","CYE00100077",1921,0.580183064663909,0.978538434716722,-0.192246643252664
"ZI","ZI000067975",1978,0.625034361305449,0.12370066784936,-0.0355880067111626
"SU","SU000062880",1964,1.16126051150993,-0.0796241102407589,-0.461644285384189
"SU","SU000062730",1976,1.09516873831514,1.32591870655764,0.14646535098235
"RP","RP000986530",2009,1.24837763311378,-0.496842698457554,-0.461846822017335
"LG","LG000026218",1980,-0.321486337196874,0.031243057593511,0.264426612582297
"EI","EI000003969",1968,-0.585280033988473,-0.509112668608745,0.330872444678843
