"country_code","station","date","score.1","score.2","score.3"
"BK","BKM00014652",2007,-0.343561747343613,-0.488768131759932,0.150622949142313
"TU","TU000017074",1957,-0.295258694375637,0.90052603423276,-0.0823828098106252
"RP","RP000098444",1982,1.30356373281498,-1.4684083672502,-0.938745939662602
"LH","LH000026730",1932,-1.10307097659632,0.30725961929271,-1.05496004745599
"ZA","ZA000067475",1980,0.537896549246491,-0.266788496340806,-0.311212711945602
"ZI","ZI000067861",1983,0.739357778062907,0.487511830625281,0.148421597958829
"LU","LUE00100948",1984,-0.671268939415263,-0.38110718561922,0.376161386436331
"LO","LO000011934",1960,-1.30183677511158,0.177682814608844,0.312671992180751
"AL","ALE00100939",1952,0.591948963841677,-0.103255601283843,-0.0523920302103787
"LO","LOE00116364",1966,-1.54081438193397,-0.233269786204636,-0.966708889502981
"LH","LH000026728",1938,0.066153640227217,0.163434578214924,-0.117277244047526
"LU","LUE00100945",1996,-0.289290019211808,-0.0292942921803445,0.15419285817037
"EI","EIE00101859",1869,-0.401151365614279,-1.03248481538775,1.80522895775129
"TS","TSE00147775",1910,0.473234344752233,-0.0565710718508121,0.304414553513645
"SZ","SZ000003700",2018,-0.285397240870903,-0.0254204027551358,-0.0443904367062173
"RP","RP000098444",2009,0.826243280997598,-0.122419784910951,0.00794053625642155
"KE","KE000063723",1988,0.768251465519703,0.898974025423113,-0.331976343583127
"SZ","SZ000002220",1926,-1.95749696388415,-1.14309555590939,-0.340785713155526
"CY","CYE00100077",1992,0.16757079096838,0.979062433434915,0.00838226494953815
"EI","EI000003953",1973,-0.342590816925875,-1.25286642682896,1.18942293305616
"IC","IC000004097",1961,-1.18298745477704,-1.31354269197723,0.0406292659083377
"LG","LG000026318",1979,-0.905964407262474,-0.112750077676264,0.522617754171071
"RP","RPW00041231",1966,1.42694168137636,-1.04830697368048,-1.3894009592833
"NZ","NZ000093292",1994,0.147312206301401,-0.038666856567342,0.378309006074722
"SV","SV000001008",1980,-2.37593128583669,0.335792766059682,-0.651283553666238
"LG","LG000026313",1978,-0.818923231070318,-0.203768560483013,0.478134864421288
"BY","BY000064390",1978,0.2035658101673,0.160870428866246,-0.114615454619473
"CY","CY000176090",1949,1.03273847101545,0.681240509717138,-0.556918990582641
"ZI","ZI000067779",1975,0.658669786268861,0.417982155802351,0.0375196733490005
"SV","SV000020107",1950,-2.13547008714522,0.0162889194164726,-0.356582933236152
"IC","IC000004097",1996,-1.04738258750003,-1.2499206883801,0.313752734047757
"LU","LUE00100951",1972,-0.517913911717837,-0.00482061532524841,0.16824789985407
"EI","EI000003969",1916,-0.554298446073877,-0.793603211059185,0.86807439388156
"SU","SU000062730",1972,1.09243867544747,1.41767207193865,0.128116228986375
"BK","BKM00014654",1930,-0.343243162724634,-0.179678956022209,0.387089297006759
"LO","LO000011934",2007,-0.510436644332172,-0.150076551607919,-0.220816020532887
"IR","IR000040841",2006,-0.0607400231856527,2.16011195420484,0.33315493845425
"LU","LUE00100944",1955,-0.497271823259694,-0.0191510637956958,0.26582950147938
"MO","MOM00060318",1996,0.396072228579782,-0.101401853663276,-0.321034121565606
"RP","RP000098430",1968,1.18193976661219,-0.610243180164357,-0.778358474845451
"TS","TS000060765",1935,0.71989426915234,1.45977775091212,-0.162454742312663
"TU","TU000017375",1994,0.664575486530303,0.515711317731351,0.107408098495795
"LG","LG000026314",1949,-0.235340394882139,0.168749901342579,0.18799265314361
"IR","IR000408570",2017,0.865113646106266,1.41416339829754,-0.264861255201437
"NZ","NZ000936150",1972,-0.297447747451398,-0.726870370485154,1.30086509337282
"RP","RPW00041207",1957,1.13743084161077,-0.372910310928539,-0.363646202560366
"LG","LG000026425",1975,-0.124892630160903,0.141505623282142,0.0454960822816226
"IR","IR000040745",2005,0.122131055704107,0.972465525441813,0.378026610523588
"NC","NC000091577",2000,1.25880909367033,-1.77493399387029,-2.075954248973
"SV","SV000020107",1974,-1.35827585585722,-0.300520664092671,0.697490641765345
"TS","TSE00147771",1908,0.274389747019038,1.00052609052406,-0.0296786603606948
"LG","LG000026416",1974,-0.666606053759868,-0.245197964020185,0.34350302827255
"MO","MOE00147753",1964,0.495325317806322,0.114370528009532,-0.00356717563721534
"AQ","AQC00914248",1985,0.298542906728351,-2.60764655652967,0.485325586114478
"NC","NCW00082608",1987,0.512431906424258,-0.436253282043519,0.247843758072392
"ZA","ZA000067641",1970,0.619531455248721,0.299280060596473,-0.337544156107526
"BP","BP000091517",1995,0.957752457940717,-0.515037397162667,-0.620243813245834
"TO","TO000005380",1969,1.13105157631099,0.335987138857261,-0.161932342302805
"LH","LH000026621",1985,-0.970830685734524,-0.27919089175516,0.514628363403463
"NZ","NZ000093994",1950,0.585255947899963,-1.33814716704678,0.197486783330343
"SZ","SZ000001940",1944,-0.375320783982994,0.0887859206193259,-0.158983219683993
"ZA","ZA000067551",1967,0.267896505689846,-0.3318931951641,-0.242025565980136
"LU","LUE00100949",1984,-0.65441513175323,-0.642625969519525,0.293156692820901
"TO","TO000005387",1956,0.962946960960872,0.337134247624053,0.126908814140726
"IC","ICW00016201",1971,-1.35087310340875,-0.954381816039947,-0.490927036974146
"TS","TS000060765",1922,1.35066181884405,1.26182559884845,-0.613402981721102
"SZ","SZ000006717",1880,-1.8519046041292,-0.0917176899367551,-0.285325895583099
"IR","IR000408560",2016,-1.3767977601907,2.81246522531761,1.31154233516211
"NH","NH000091554",1990,0.251437185182623,-0.886315791021554,-0.218984227961936
"MC","MCM00045011",2006,0.999698883808618,-0.47981287700382,-0.707646279874848
"ZA","ZA000067741",1984,0.169581430548109,0.756159965953618,0.0257581346576492
"LH","LH000026621",1990,-0.689605346234031,-0.494383884587721,0.286028165023756
"IR","IRM00040785",2017,0.290596028606532,2.07160237469711,0.929757716869632
"ID","IDM00096179",2017,1.14181463922733,-0.69002080301121,-0.406574959690981
"ID","IDM00097230",2008,0.681424483410277,-0.401909252684986,0.131141493266185
"EC","EC000000124",1983,0.286603401635984,-2.79070363873322,-0.367121254490411
"ZI","ZI000067991",1957,0.807646865166043,1.08849794617964,0.066077531155896
"LH","LH000026614",1961,-0.806925201876423,-0.230887178836786,-0.226491697605695
"CY","CYE00100077",1936,1.26078679699566,0.631459998137233,-0.638442151920797
"ZA","ZA000067753",1963,0.289047385821177,0.388688471570047,-0.15039469150268
"LG","LG000026324",1982,-0.625556405691493,0.423943123845808,0.410002417395431
"LO","LOE00105562",2007,-0.137719358937755,0.522725848364737,0.319615328374092
"TU","TU000017040",1936,0.197847589089714,0.0107464625457263,-0.0316977433363695
"EI","EI000003969",1908,-0.624885208910066,-0.366348247994789,1.19290181772378
"MC","MCM00045011",1955,0.633599513561373,0.0998821081621865,0.0775456564719886
"TU","TU000017074",1953,-0.460360102502986,0.411470147579945,-0.506180910783298
"EI","EI000003980",1990,-0.310701317569478,-1.32249098227125,1.90899999888242
"CY","CYE00115566",1918,0.701358442915116,0.656434642950298,-0.029397487877749
"IC","IC000004092",1983,-1.20751197454546,-0.80076568196098,0.0873243581421902
"SV","SV000020107",1994,-2.42264625816904,-0.317974220953191,-0.302701344546118
"RP","RP000098430",1995,1.29472202471018,-1.05849745084498,-0.855689311822819
"SU","SUM00062772",1961,1.10014347075953,0.933571804237515,-0.225309411164494
"LG","LG000026551",1959,-0.389035273790725,0.486734055578129,0.239783369392232
"LG","LG000026314",1941,0.0522820090628617,0.103877960617731,-0.0160632036516533
"TU","TUM00017260",2008,1.27012291418092,0.797272965235733,-0.566035233023352
"RP","RP000986370",1975,1.16651531479546,-0.282563157499006,-0.384506687940255
"CY","CYE00100074",1968,-0.278631699140357,1.13408892423421,0.345085890250721
"SZ","SZE00105086",1916,-0.213169442366063,0.213477445146998,0.0841049124816801
"ZA","ZA000067403",1979,-0.0442464409144884,-0.607801523667407,-0.0201149342778998
"SV","SV000020107",1988,-0.96443041442099,0.341001335321895,0.505566211736514
"ZI","ZI000067969",1963,0.704003614597302,0.701288572434686,-0.188147503682203
"LH","LH000026529",1988,-0.665761080571905,0.144068710656216,0.353497393094559
"LO","LOE00116344",2014,-0.209855015068034,0.188044195081563,0.13868608143104
"LU","LUE00100944",1964,-0.389777301498862,0.292049893157937,0.259610774757334
"IC","IC000004063",1993,-1.39552976490738,-0.0873489105610672,0.203782839848726
"PP","PP000092035",1999,1.17203962781997,-0.373464851997321,-0.36020300813174
"AQ","AQW00061705",1990,1.15595186041134,-1.88496897756569,-0.501480893825096
"TU","TU000017240",1946,-0.200823192365695,0.387838987658165,-0.371017912604864
"NC","NCW00082608",1974,0.775940795975019,1.48509767100097,-0.205144720659961
"LG","LG000026314",1964,-0.092409205759489,0.520534868842036,0.12676404358908
"RP","RP000098232",1978,1.16604308561471,-0.785046060204381,-0.509089852983717
"LG","LG000026544",1965,-0.728990499394498,0.0872909758943437,0.381033819156556
"LG","LG000026348",1969,-0.880726760407806,0.211966662847785,0.531546608519227
"MO","MOW00013019",1952,0.390580553275064,1.20637017099375,1.05469933169209
"JM","JM000078388",1976,0.800066640201422,-0.273230987723225,-0.00377846685681198
"SZ","SZE00105086",1920,-0.291870712396752,0.690750138238702,0.227513239367835
"ZI","ZI000067991",1965,0.761713954994036,1.44938709758361,0.27215200054929
"LH","LH000026620",1967,-0.432827353530832,-0.201548460932312,0.150312182611938
"PS","PSW00040309",1995,1.30878965392858,-2.14509400988057,-0.737533633475984
"LG","LG000026403",1959,-0.20047806647526,0.214305345797227,0.123156974673159
"AL","ALE00108905",1956,0.417496444789507,-0.45076161318503,-1.21422059346181
"LO","LOE00116344",1986,-0.762712499346682,0.491412680084,-1.35886384332904
"TU","TU000017240",1986,-0.056343178595087,0.263710175882762,0.304102757484425
"UV","UV000005522",1964,1.14810426024964,0.224141637580228,-0.243691194803413
"MU","MUM00041314",2003,0.414490867257106,2.6090962465489,1.28047310601902
"LH","LH000026614",2012,-1.01628287960176,0.117121046495306,-0.984308192585442
"DR","DRM00078486",1949,1.11593260181992,-0.304034125312356,-0.36798307249733
"ZI","ZI000067867",1981,0.525781414347678,0.126484063765219,0.0395606830123861
"ZA","ZA000067659",1970,1.09850677593704,0.391129096106573,-0.581337795968556
"TU","TU000017375",2003,0.69749679514035,0.472273346513919,0.0237463633177208
"ZI","ZI000067865",1953,0.592701959927445,0.0889265297487214,0.201843883868062
"LU","LUE00100950",1967,-0.450214603390744,-0.324548564777708,0.181308225961677
"LO","LOM00011903",1999,-0.589005658122664,0.241501457332289,-0.461102389193842
"ZI","ZI000067781",1980,0.626278922407148,0.339951781653328,0.153680986286632
"TS","TSE00147775",1887,0.610179440047185,0.0442236185628992,0.0155836614279659
"CY","CY000176090",1959,0.15634541681676,1.15130508578439,0.0822236659917073
"ZA","ZA000067667",1978,0.75773003039098,0.0148393544976262,-0.478061794390742
"LG","LG000026422",1959,-1.04416582710948,0.566280081523469,-0.049786797959867
"EI","EI000003969",1922,-0.542274013308302,-0.680344344550281,0.951275901767846
"NZ","NZ000939450",2007,-1.76215109067991,-1.49888969499459,0.7728084483521
"ZI","ZI000067991",1976,0.842448906920603,0.847572222920553,-0.212216675881323
"MU","MUM00041244",1988,-3.21505003112166,4.21672168882958,2.74676246109588
"EI","EIE00107762",2009,-0.410518966689103,-0.69278913069193,0.995138130234208
"LU","LUE00100951",1961,-0.198510593007201,-0.386037589099575,0.168607875552202
"ZA","ZA000067741",1952,0.517420590047162,0.553605164861242,-0.268574989594267
"JM","JM000078388",1999,0.718948922189388,0.0939393634911754,0.0346464611561201
"TU","TU000017074",1931,-0.298051561326559,0.498540961651376,0.342313928163825
"EI","EI000003969",1894,-0.845471252403566,-0.473266228222673,0.394347953969988
"SZ","SZ000003700",1956,-0.884064898030757,-0.364303029658564,-0.0997293956674166
"LG","LG000026247",1990,-0.613438256141587,-0.53006033621462,0.332334204519085
"NZ","NZ000936150",1967,-0.156168721449899,-1.36341434869233,0.876054683868512
"TS","TSM00060715",1984,0.346214864733378,0.575756041303523,-0.110469156630734
"ID","IDM00097270",2017,1.00936634359502,0.118396079396427,-0.13646012446578
"ZA","ZA000067753",1962,0.222325792444718,0.053331835120738,-0.122067861911265
"CQ","CQC00914800",1972,-0.00591283231631427,-2.25460316952361,1.02492538653467
"ZI","ZI000067991",1980,0.826296538009817,0.990851217799165,-0.203442238231832
"LU","LUE00100949",1982,-0.594118271805625,-0.526946785672962,0.348538194057431
"TU","TU000017040",1938,-0.0536853041391747,0.595403743163962,1.09306200900309
"UV","UV000005501",1967,1.15387959052768,0.880816920715303,-0.210008630679864
"SZ","SZ000006717",1949,-0.298518042113197,-0.478371192247693,0.17018310907541
"ZA","ZA000067641",1965,0.344305503189681,0.395798275481606,-0.100975050301706
"ZA","ZA000067541",1968,1.11428253810598,-0.129329547685926,-0.545624289135933
"LH","LH000026600",1982,-0.521586461694292,0.262360572701956,0.321752851731611
"ZA","ZA000067475",1966,0.11033502023216,-0.0900815916742585,-0.0584543710371885
