"id_nhs","indx","song_function","score_1","score_2","score_3","highlighted"
"NHS-C108",72,"other",-1.5211987449389899,0.221651356947023,1.30688939585797,"false"
"NHS-C108",73,"dance",-0.0878433389767616,-0.696703775158866,1.08019919686412,"false"
"NHS-C108",74,"dance",-0.0937123220250434,-0.694952147267999,1.0955102189035402,"false"
"NHS-C108",75,"dance",-0.0814540055135867,-0.7081088836329391,1.0979889709447501,"false"
"NHS-C108",76,"dance",-0.0791508977812194,-0.700996216234487,1.0816679681887902,"false"
"NHS-C108",77,"dance",-0.0772128670357776,-0.7043898292433771,1.07760953734812,"false"
"NHS-C108",78,"other",-0.0930856850706409,-0.614519333196151,1.10419046324649,"false"
"NHS-C108",79,"other",-0.0913942794410587,-0.6348693904100831,1.11964623591714,"false"
"NHS-C108",80,"healing",-0.0968278640849982,-0.6444055117878371,1.09403072101168,"false"
"NHS-C108",81,"healing",-0.0862515988436067,-0.6432489352692821,1.08917193908527,"false"
"NHS-C108",82,"healing",-0.11126308967853199,-0.610036961298613,1.09677419770186,"false"
"NHS-C108",83,"healing",-0.0517348362203488,-0.641597940537565,1.11501916178843,"false"
"NHS-C108",84,"healing",-0.0729098870397783,-0.640279912665233,1.1092920655442902,"false"
"NHS-C108",85,"healing",-0.0839695758904653,-0.620728977888078,1.08119717830318,"false"
"NHS-C108",86,"other",0.0480128979637338,-0.566276845454614,1.1105138263374799,"false"
"NHS-C108",87,"dance",0.373629601200864,0.0584003678326765,0.42293938884801596,"false"
"NHS-C108",88,"other",0.0468530725311507,-0.8409887826134029,1.10660180007841,"false"
"NHS-C114",89,"dance",0.5065153731274671,0.127502349219343,0.640544731463918,"false"
"NHS-C114",90,"other",-0.36811731851614504,-0.490382960595331,0.17220062135068598,"false"
"NHS-C114",91,"other",0.420905903062678,0.387580746144518,-0.530447774482541,"false"
"NHS-C114",92,"other",-0.0598280429949187,-0.205650704271238,0.482999629199863,"false"
"NHS-C114",93,"other",0.8421440459085,0.742512345827051,0.47817039713861803,"false"
"NHS-C114",94,"other",-0.26813649576585,-0.6434566329183641,0.607060256923853,"false"
"NHS-C114",95,"love",-1.30347205872644,-0.961767342462913,-0.161559123760714,"false"
"NHS-C114",96,"other",1.4960814175607602,-1.0612591862787801,0.252036520965343,"false"
"NHS-C114",97,"other",0.60408667533422,0.575482711943233,0.0909609432280067,"false"
"NHS-C114",98,"love",0.36961198692813896,-0.5983951441103149,0.4491799264683,"false"
"NHS-C114",99,"other",0.6520259619187421,0.28161410989455105,0.264049103461179,"false"
"NHS-C114",100,"other",0.375277776149183,-0.0081347128448395,-0.146717815615125,"false"
"NHS-C114",101,"other",-2.7468904872118802,0.7074726000849509,0.547718414020626,"false"
"NHS-C114",102,"other",0.346704498256938,0.936575597605421,-0.5387998292613729,"false"
"NHS-C114",103,"dance",0.25038873438007997,-0.262283600551015,0.6282487382092591,"false"
"NHS-C114",104,"other",0.39038393177749203,-0.0790497193393401,0.795535825159328,"false"
"NHS-C114",105,"dance",-0.0151486466647244,0.307414017939595,-0.78107408870038,"false"
"NHS-C114",106,"other",-1.80159601496294,1.06174340403283,1.04135655844611,"false"
"NHS-C114",107,"love",-0.0748227368814344,-0.10031102289493599,0.0793239936875058,"false"
"NHS-C114",108,"love",-0.47047443624390706,-0.52566678773438,-0.424022565333859,"false"
"NHS-C114",109,"other",0.3973722427385011,0.20757924195090302,-0.0882644197893784,"false"
"NHS-C114",110,"healing",0.562590506385477,-0.15870560355313298,1.04535080839255,"false"
"NHS-C114",111,"other",0.21449529963221103,-0.0658574678375652,-0.64331906657197,"false"
"NHS-C114",112,"other",0.257639169259294,-0.12750756196975,-1.02593482899087,"false"
"NHS-C027",113,"dance",0.0679847338490477,-0.132999753930521,-0.0664816241514217,"false"
"NHS-C027",114,"dance",0.71919864505457,0.886932374364025,-0.45614332958315096,"false"
"NHS-C027",115,"other",0.41453830424581295,0.39749230090013793,-0.47902181210373707,"false"
"NHS-C027",116,"dance",0.265660601803662,0.22219707880410394,-0.146012721538969,"false"
"NHS-C027",117,"other",-0.25013090410501604,0.22980003315308303,-0.111012489390149,"false"
"NHS-C027",118,"dance",0.267871289068001,0.22096018729988395,-0.155740401072872,"false"
"NHS-C027",119,"other",-0.0775900191034769,0.0799893290783511,-0.0151663777198704,"false"
"NHS-C027",120,"other",0.0138978473884224,-1.18550252793684,-0.21610879719758203,"false"
"NHS-C027",121,"other",0.6023333340877521,0.48944123062374706,0.349747077287587,"false"
"NHS-C027",122,"other",0.360721865319281,-0.331643806215039,0.434821107346683,"false"
"NHS-C027",123,"dance",0.698039639999115,1.23663684000672,-0.46160533658882297,"false"
"NHS-C027",124,"dance",0.387201264093285,0.898646556050792,-0.5558922755510861,"false"
"NHS-C027",125,"dance",0.442740594607805,0.6416551227998539,-0.26112013903068,"true"
"NHS-C027",126,"dance",-0.5931193339190091,0.40636733936835207,0.340995648851236,"false"
"NHS-C027",127,"dance",-0.635796257245208,0.0062456098280904105,0.39968488719878703,"false"
"NHS-C027",128,"dance",0.34307707596944503,1.0507923064196099,0.13792972017226698,"false"
"NHS-C027",129,"dance",0.0182726557429176,0.19150085681022896,0.173145377745871,"false"
"NHS-C027",130,"dance",0.0164955784859134,0.20587774588909802,0.180490576338557,"false"
"NHS-C027",131,"dance",0.22284399886854803,-0.0952302597790621,-0.9154863021369749,"false"
"NHS-C027",132,"other",-0.157389902078466,-0.297712744256086,-0.408570212935137,"false"
"NHS-C077",133,"dance",0.5967272007515529,1.0644177340568701,-0.39209355683381997,"false"
"NHS-C077",134,"dance",0.6777044113636291,0.254997295794074,0.584793381931543,"false"
"NHS-C077",135,"other",0.6503164259538491,-0.23133422500673398,0.5330847039255661,"false"
"NHS-C077",136,"dance",0.28595994217771803,0.279996351095276,-0.533224667454111,"false"
"NHS-C077",137,"dance",0.0840427174678514,-0.0332193352609498,-0.4947736136299051,"false"
"NHS-C077",138,"dance",0.411020687994283,0.438152991303537,-0.5444281080608889,"false"
"NHS-C077",139,"dance",0.4469074592246471,0.43620007675107303,-0.5093504777547501,"false"
"NHS-C077",140,"other",-0.11420489964669099,-0.39167786279503897,-0.232021644061547,"false"
"NHS-C077",141,"dance",0.447234692710539,0.44212104897026894,-0.556627483562187,"false"
"NHS-C077",142,"dance",0.45436244919128904,0.430115413523299,-0.5197378297139461,"false"
"NHS-C077",143,"dance",0.43714588833475604,0.433892491050257,-0.537832466765489,"false"
"NHS-C077",144,"other",0.503353131498498,0.378207882209064,-0.48610318076527503,"false"
"NHS-C077",145,"dance",0.41959942466954103,0.433078831827286,-0.521033588584046,"false"
"NHS-C077",146,"other",0.29798796317550297,0.0739188766336102,0.24944280764845103,"false"
"NHS-C077",147,"dance",0.779138488030835,0.7048122869840608,-0.0240316003268024,"false"
"NHS-C077",148,"other",-0.0736145669599174,-0.385541449950781,-0.255970681443486,"false"
"NHS-C077",149,"other",-0.0833583579956896,-0.36144737296078494,-0.268797145898923,"false"
"NHS-C077",150,"other",-0.586910444531234,-0.659619158338707,-0.45638731087222906,"false"
"NHS-C077",151,"other",-0.0724836849869463,-0.35644394695021897,-0.257976827895914,"false"
"NHS-C077",152,"other",0.4441133384104601,0.42824545276641707,-0.54637348183997,"false"
"NHS-C077",153,"other",-0.0814758830639547,-0.38266467430387496,-0.230122386689879,"false"
"NHS-C077",154,"other",-0.0724802046847333,-0.348373532049973,-0.25664301559541397,"false"
"NHS-C077",155,"love",-0.7874856866492841,-0.613092615419679,-0.360665752565141,"false"
"NHS-C077",156,"other",-0.082211621781746,-0.3882041902083971,-0.24442601658947502,"false"
"NHS-C077",157,"other",-0.0734810672934338,-0.361852608545449,-0.248014121437945,"false"
"NHS-C077",158,"other",-0.0603347164272523,-0.372697445526078,-0.255703375192781,"false"
"NHS-C077",159,"other",0.0301200205225707,-0.42386449276355,-0.22757281269785395,"false"
"NHS-C077",160,"other",-0.0751047925435498,-0.3757963072695,-0.252590794748203,"false"
"NHS-C077",161,"other",-0.0856975859101844,-0.354116760882588,-0.266413427000588,"false"
"NHS-C077",162,"other",-0.0768614341519636,-0.405291138370295,-0.253655759151109,"false"
"NHS-C077",163,"other",-0.0470127054327466,-0.37215110315789,-0.24692261378077698,"false"
"NHS-C077",164,"other",0.221148156954709,-0.20361379188572,-0.11112344855771801,"false"
"NHS-C077",165,"other",0.515810725091029,0.0961520037267929,0.670303762504106,"false"
"NHS-C077",166,"other",0.317218631124859,-0.19714499028298602,0.6270345497943871,"false"
"NHS-C077",167,"love",0.27270822399321204,-0.814486290873095,0.5748978902040079,"false"
"NHS-C077",168,"other",-0.0470076827187556,-0.38084992143148994,-0.272153045083274,"false"
"NHS-C077",169,"love",-0.0742343027520452,-0.38034264717262894,-0.263614200043547,"false"
"NHS-C077",170,"other",-2.4362143456222998,1.04780952339375,0.661429818453314,"false"
"NHS-C077",171,"other",-0.0710504831752123,-0.356127277573451,-0.226493685517627,"false"
"NHS-C077",172,"other",0.324796937791221,0.126729924668373,0.248016319686868,"false"
"NHS-C077",173,"other",0.32228428286563104,0.10460867612722098,0.259221302993425,"false"
"NHS-C077",174,"other",0.529201783317885,0.8768259917292701,0.166853433300867,"false"
"NHS-C077",175,"love",-0.0706033369536231,-0.36499145300565505,-0.278755492044124,"false"
"NHS-C077",176,"love",-0.0989135507913582,-0.363276852368031,-0.24605939087689702,"false"
"NHS-C077",177,"love",-0.0791591526540851,-0.374932465295275,-0.274924684847219,"false"
"NHS-C077",178,"other",-0.0653814454238991,-0.357643304777319,-0.28376731316913106,"false"
"NHS-C077",179,"love",-0.0816846589701146,-0.349909322759718,-0.253554269136816,"false"
"NHS-C077",180,"other",-0.0864616593651949,-0.37665205674712504,-0.229080818693005,"false"
"NHS-C077",181,"other",0.937577131168943,0.410471669649511,0.24980348683224898,"false"
"NHS-C077",182,"dance",0.41320302072233506,0.635802337296101,-0.496818030525311,"false"
"NHS-C077",183,"dance",0.42015906983737106,0.641602306163766,-0.46414321101486,"false"
"NHS-C077",184,"love",0.682331690736929,0.674938361469956,0.0622556328967908,"false"
"NHS-C077",185,"other",0.6772743381727611,0.697071681920138,0.0537251959794653,"false"
"NHS-C077",186,"other",0.678493612442857,0.68846970976934,0.0528976354842345,"false"
"NHS-C077",187,"other",0.666437767248603,0.680753637901933,0.0609190680121367,"false"
"NHS-C077",188,"other",-0.23596326065648002,-0.661480031266533,0.0870768208292308,"false"
"NHS-C077",189,"other",0.0596934388168293,-0.170543926512786,-0.0504367705048244,"false"
"NHS-C077",190,"other",-0.0659577781567772,-0.346570967311775,-0.000319070266956379,"false"
"NHS-C077",191,"dance",0.40732394571302705,0.25729994699132397,0.0991211740018183,"false"
"NHS-C077",192,"love",-0.0330406108831352,-0.282454638000877,-0.0154281875417356,"false"
"NHS-C077",193,"other",-0.229853637350726,2.17934781559049,0.376538128764036,"false"
"NHS-C077",194,"dance",-0.0748736134008997,-0.3918863618793061,-0.261538692498807,"false"
"NHS-C077",195,"dance",0.466344192849866,0.5281181257977821,-0.34137566030006294,"false"
"NHS-C077",196,"dance",-0.0572358726775679,-0.397872171900118,-0.25149184357084603,"false"
"NHS-C077",197,"other",-0.0103838444956959,-0.260244703184031,-0.0296402325220858,"false"
"NHS-C077",198,"love",-0.5813098010911291,-0.6280998611080071,-0.448016648132426,"false"
"NHS-C077",199,"love",0.306458024921133,0.8423098559987829,-1.2248609290836898,"false"
"NHS-C077",200,"love",-0.29796506093065994,-0.19934302808841797,-0.0695181720428994,"false"
"NHS-C077",201,"other",0.720171657004854,0.7074400111995941,0.0470171405152995,"false"
"NHS-C077",202,"other",0.29273736779039194,0.0251839554171381,0.266552451180205,"false"
"NHS-C077",203,"other",0.293070572753585,0.0312178083055717,0.27261588279608606,"false"
"NHS-C077",204,"other",-1.65553416291159,0.7366905549697441,0.9202366260895021,"false"
"NHS-C077",205,"other",-1.67213504495864,0.731878533530272,0.891812253849944,"false"
"NHS-C077",206,"other",-0.0722410034625931,-0.371672214301597,-0.258117990963085,"false"
"NHS-C077",207,"other",-0.0860916128087329,-0.37247268726032706,-0.241674425612502,"false"
"NHS-C077",208,"other",-0.0594924575691862,-0.374561389824339,-0.25508605999865197,"false"
"NHS-C077",209,"other",-0.0618759894763106,-0.39393308976938596,-0.23423660804786303,"false"
"NHS-C077",210,"other",-1.2761299988461399,0.39207080503575703,1.04242432234106,"false"
"NHS-C077",211,"other",0.41993943419354796,-0.11054271014721401,0.29422740663652097,"false"
"NHS-C077",212,"other",0.7614099999601189,0.9116113684097199,-0.274849959787328,"false"
"NHS-C077",213,"other",0.38139231366440296,0.0102942326097092,0.23291296794931,"false"
"NHS-C077",214,"other",0.29164033135718603,-0.0557656138405533,0.0520110024803478,"false"
"NHS-C077",215,"other",0.401202959777233,0.0470959073632059,0.24551366024160198,"false"
"NHS-C077",216,"other",0.305819100430297,-0.0638035087601941,0.0322988122822863,"false"
"NHS-C077",217,"other",0.679721327907175,0.270274443578518,0.462992762338359,"false"
"NHS-C077",218,"other",0.885123535511788,-0.21720134650551998,0.572504212951027,"false"
"NHS-C077",219,"other",0.7211422900373441,0.7093540730309891,0.0615873874092876,"false"
"NHS-C077",220,"other",0.40889326472029003,0.0572706205511299,0.232620956013233,"false"
"NHS-C077",221,"other",0.42519377681457604,0.04529650003706,0.234816731020906,"false"
"NHS-C077",222,"other",0.71490967455975,0.710954709468424,0.066690139757488,"false"
"NHS-C077",223,"dance",0.566777446492926,0.247391387690286,0.175922122987682,"false"
"NHS-C077",224,"other",0.403035589178658,0.0518697314214151,0.223716726251108,"false"
"NHS-C077",225,"other",0.152968812261833,-1.00976449454834,0.66217725074086,"false"
"NHS-C077",226,"other",0.39856660027628005,0.0504524231222223,0.22967554649912197,"false"
"NHS-C077",227,"dance",0.7266046492915841,0.720230957610288,0.0481954480751697,"false"
"NHS-C077",228,"other",0.401189772797938,0.0671454370109111,0.231399542167216,"false"
"NHS-C077",229,"other",0.40865605787079795,0.0691867097054022,0.22905514962572399,"false"
"NHS-C077",230,"other",0.420367942189387,0.0581062553816952,0.23910832789397304,"false"
"NHS-C077",231,"other",0.41588933283289,0.680172635130053,-0.518628607759426,"false"
"NHS-C077",232,"other",0.129217531633965,0.0366813574589198,-0.34288716184899604,"false"
"NHS-C077",233,"other",0.305312534280668,0.0561813046015299,0.26117625698833996,"false"
"NHS-C077",234,"other",0.6030666488359571,0.552510123370151,-0.28745160042487106,"false"
"NHS-C077",235,"other",0.144990035641061,-0.19102276802763102,-0.005060134851185311,"false"
"NHS-C077",236,"other",0.345673019450477,-0.0275288743355653,0.25327256267719,"false"
"NHS-C077",237,"other",0.419701697103919,0.0527800395839304,0.231858517637754,"false"
"NHS-C077",238,"dance",0.0811888601014442,-0.0371173059435295,-0.467446783602414,"false"
"NHS-C077",239,"other",0.289460500909733,0.0663281307140542,0.263825256730369,"false"
"NHS-C077",240,"other",0.505843893468818,0.238718598755939,0.166288564734482,"false"
"NHS-C077",241,"other",0.4718490788261379,0.28054734051084196,-0.12411791583906401,"false"
"NHS-C077",242,"other",0.0800732392778874,-0.281424066404329,-0.00246342244333075,"false"
"NHS-C077",243,"other",0.370341944847285,0.034362378230623,0.20727014835026503,"false"
"NHS-C077",244,"other",0.35194012884237796,-0.603005588893546,0.665080615163146,"false"
"NHS-C077",245,"other",0.224420977637026,-0.195638737320201,-0.11427101594342699,"false"
"NHS-C077",246,"other",0.3740289071264529,0.108048789826313,0.266145636810378,"false"
"NHS-C098",247,"other",-0.37853512951648,0.154176509297173,0.10848050025139801,"false"
"NHS-C098",248,"dance",-1.01917434503273,1.4185569577003798,-0.0909535513490559,"false"
"NHS-C098",249,"dance",-1.3440577311809798,0.72123969957171,0.0189072871470957,"false"
"NHS-C098",250,"dance",-1.15227940813743,1.3464347524991,-0.0345708748319593,"false"
"NHS-C098",251,"dance",-0.0179300143191768,0.8459689779289441,-0.313507990040297,"false"
"NHS-C098",252,"other",0.096646888890925,0.153179368400335,-0.34908607040563894,"false"
"NHS-C098",253,"dance",0.44840530259715794,1.4026807129597398,0.24419332088084103,"false"
"NHS-C098",254,"dance",1.0156162966895201,1.1108675105291799,-0.308251118719253,"false"
"NHS-C098",255,"other",0.289088496621872,1.48607331730805,-0.477296003543154,"false"
"NHS-C098",256,"dance",-0.9888175308638408,1.89822991240985,0.823849297210864,"false"
"NHS-C098",257,"dance",-1.1047364881504098,2.02887248159195,1.1931500020303,"false"
"NHS-C098",258,"dance",0.47168022596405995,0.0599083825049905,0.656452965991131,"false"
"NHS-C098",259,"dance",0.84735587582207,1.1625275319619701,0.269512789409202,"false"
"NHS-C098",260,"other",0.20736368120366,0.0365050770691419,0.27497074425457296,"false"
"NHS-C098",261,"love",-0.8030737651650741,-0.638147341372963,-0.35946180233664604,"false"
"NHS-C098",262,"dance",0.7930398634941779,1.28705708787739,-1.09765063747675,"false"
"NHS-C032",263,"other",-0.0914245558872798,-0.35825814283441404,-0.256241643691462,"false"
"NHS-C032",264,"dance",0.552937478635261,0.9965700008826139,-0.312259020423243,"false"
"NHS-C032",265,"dance",0.9430000229339279,1.09012694224417,-0.00370034669815099,"false"
"NHS-C032",266,"dance",1.05377210553986,1.0312826392787,-0.449271955908837,"false"
"NHS-C032",267,"dance",1.04742172081112,0.6748897643315439,-0.16026640658807,"false"
"NHS-C032",268,"other",-0.38813920194903395,-0.24101480601065603,-0.220094791924815,"false"
"NHS-C032",269,"other",-0.183522282247675,-0.896235983850873,-0.300811241288695,"false"
"NHS-C032",270,"other",-0.315765055495038,-0.8204907985497281,-0.151463995394739,"false"
"NHS-C032",271,"other",0.22742636936004798,0.38579249922678,1.77117082012634,"false"
"NHS-C032",272,"other",0.7036897976460109,0.81722864288672,0.539432291822282,"false"
"NHS-C032",273,"other",0.677023231465558,0.13706913109546,0.523481630685736,"false"
"NHS-C032",274,"other",0.634185387645072,0.445900199505532,0.5527338768448821,"false"
"NHS-C032",275,"other",0.940522518497807,-0.0733532655310961,0.379680345369962,"false"
"NHS-C032",276,"dance",-0.45677365689530997,-0.335474610427739,-1.56857024135122,"false"
"NHS-C032",277,"other",0.7891676763211442,0.6781124305025971,-0.41745283703632796,"false"
"NHS-C032",278,"dance",0.31976047989000106,1.030737592163,-0.4935213886442801,"false"
"NHS-C032",279,"other",-0.11489710525537901,-0.299504596281665,-0.0948438727664626,"false"
"NHS-C032",280,"other",-0.30726283322954806,-0.40240762542514,-0.129774361004726,"false"
"NHS-C032",281,"other",-0.638382805566328,-0.393786109734168,-0.21694231586654303,"false"
"NHS-C032",282,"healing",0.5718639998667591,-0.14868913167769898,1.2249288408935701,"false"
"NHS-C029",283,"other",0.247018942358168,-0.27937307975465997,-0.769264181759864,"false"
"NHS-C029",284,"other",1.1412839459476598,0.351837683053862,0.14153195228510998,"false"
"NHS-C029",285,"other",0.5461314108769829,-0.23354244148884098,1.41267169234698,"false"
"NHS-C029",286,"dance",0.55143133641481,-0.8474767520607328,-1.95411675314362,"false"
"NHS-C029",287,"other",0.7303937638478442,-0.0223301536495339,-2.04140652583357,"false"
"NHS-C029",288,"other",1.0856776983555099,-0.359451761541639,-1.67801877691327,"false"
"NHS-C029",289,"other",0.789898414270859,0.915263941603203,-1.02586093348848,"false"
"NHS-C029",290,"other",0.298876548471842,-0.570691779546952,-0.9292815096837389,"false"
"NHS-C029",291,"dance",0.0596628812863608,0.007106431134309779,-2.6597908311975296,"false"
"NHS-C029",292,"other",0.375217226088169,-0.0180571293239358,-1.58190015222559,"false"
"NHS-C029",293,"other",0.338952995278024,-0.5600430172797679,-0.8383015626481759,"false"
"NHS-C029",294,"other",0.203477998159506,-0.7596404002424809,-0.8355003190334108,"false"
"NHS-C029",295,"other",0.19840829371658802,-0.776963306506817,-0.8585955272154979,"false"
"NHS-C029",296,"other",0.22314867364070498,-0.780775966522419,-0.859682693844456,"false"
"NHS-C029",297,"other",0.198477080034042,-0.7656678783684921,-0.815622755128067,"false"
"NHS-C029",298,"dance",0.19133809448195105,-0.871449989418534,-0.9195446582918431,"false"
"NHS-C029",299,"dance",-0.10037690045049401,0.663673031617156,-0.49483953211613396,"false"
"NHS-C029",300,"dance",-0.604441979001772,2.58644577949219,-1.09449113569685,"false"
"NHS-C029",301,"dance",0.020097685239926003,0.682644720366433,-0.429551872451827,"false"
"NHS-C029",302,"other",0.3799321480836839,0.15365199925569697,-0.476947722483722,"false"
"NHS-C029",303,"dance",0.0604184202270899,0.8499106757333911,-0.5032452060367381,"false"
"NHS-C029",304,"dance",0.0483437467200093,0.854705316948621,-0.498487594440038,"false"
"NHS-C029",305,"dance",0.0674531566593906,0.8672565958886459,-0.49734831383764705,"false"
"NHS-C029",306,"other",1.8104696303279497,1.8240444615907099,1.33678665450366,"false"
"NHS-C029",307,"dance",1.66117703430823,1.98846586872441,0.869554045451082,"false"
"NHS-C029",308,"dance",0.8595216317112009,1.22349718271369,0.9075216450561909,"false"
"NHS-C003",309,"other",-0.18982690110757397,-1.12585552191232,0.516356044049611,"false"
"NHS-C003",310,"dance",-0.33598604817240096,0.109572334295642,-0.756352384653778,"false"
"NHS-C003",311,"other",-0.307605024950415,-0.292243120715599,-0.132241142994915,"false"
"NHS-C003",312,"other",-0.25185783540625306,0.0132651142444336,-0.0409653873124445,"false"
"NHS-C003",313,"other",0.46333066185979604,0.325659587630099,0.9039567415306919,"false"
"NHS-C003",314,"love",0.19988275251327897,0.5408390699734671,0.21049426228559698,"false"
