"song","tempo_adj","macrometer_ord","syncopate","accent","dynamics","ritard_accel","micrometer_duple","micrometer_triple","macrometer_duple","macrometer_triple","variation_rhythmic","variation_melodic","ornament","vibrato","tension","scale_quality_minor"
106,117.41935483871,5.35483870967742,0.387096774193548,0.580645161290323,0.032258064516129,0,0.645161290322581,0.709677419354839,0.483870967741935,0.193548387096774,0.129032258064516,0,0.161290322580645,0.193548387096774,1.93548387096774,0.3
107,99.5806451612903,2.48387096774194,0.451612903225806,0.806451612903226,0.129032258064516,0.0645161290322581,0.870967741935484,0.032258064516129,0.258064516129032,0.032258064516129,0.483870967741935,0.0645161290322581,0.354838709677419,0.935483870967742,1.51612903225806,1
108,152.58064516129,4.12903225806452,0.112903225806452,0.435483870967742,0.612903225806452,0.032258064516129,0.903225806451613,0.032258064516129,0.741935483870968,0.032258064516129,0.161290322580645,0.483870967741935,0.225806451612903,0.32258064516129,1.32258064516129,0.736842105263158
109,77.1290322580645,5.83870967741935,0.193548387096774,0.338709677419355,0.67741935483871,0.032258064516129,0.967741935483871,0.032258064516129,0.935483870967742,0,0.387096774193548,0.354838709677419,0.032258064516129,0,1.70967741935484,0.346153846153846
110,198.903225806452,3.7741935483871,0.693548387096774,0.838709677419355,0.516129032258065,1,0.967741935483871,0,0.612903225806452,0.225806451612903,0.387096774193548,0.387096774193548,0.32258064516129,0.0645161290322581,2.54838709677419,1
111,94.6074967419355,3.12903225806452,0.516129032258065,0.483870967741935,0.161290322580645,0.0967741935483871,0.451612903225806,0.806451612903226,0.32258064516129,0.161290322580645,0.516129032258065,0.387096774193548,0.0967741935483871,0,1.87096774193548,0.148148148148148
112,150.362903225806,3.32258064516129,0.741935483870968,0.758064516129032,0.483870967741935,0.0645161290322581,0.935483870967742,0.129032258064516,0.516129032258065,0.0967741935483871,0.548387096774194,0.258064516129032,0.258064516129032,0.0967741935483871,1.83870967741935,0.777777777777778
113,95.7339122258064,5.32258064516129,0.435483870967742,0.241935483870968,0.161290322580645,0,0.645161290322581,0.419354838709677,0.903225806451613,0.0645161290322581,0.419354838709677,0.32258064516129,0.67741935483871,0.451612903225806,1.48387096774194,0.727272727272727
114,66.3870967741936,2.67741935483871,0.370967741935484,0.354838709677419,0.0967741935483871,0.0645161290322581,0.806451612903226,0.0645161290322581,0.193548387096774,0.0967741935483871,0.645161290322581,0.612903225806452,0.387096774193548,0.0645161290322581,1.38709677419355,1
115,110.306451612903,4.61290322580645,0.338709677419355,0.338709677419355,0.0645161290322581,0.032258064516129,1,0.032258064516129,0.870967741935484,0.032258064516129,0.290322580645161,0.0645161290322581,0.258064516129032,0.774193548387097,1.74193548387097,1
116,93.1048387096774,5,0.532258064516129,0.693548387096774,0.354838709677419,0,0.709677419354839,0.32258064516129,0.612903225806452,0.193548387096774,0.612903225806452,0.451612903225806,0.387096774193548,0.032258064516129,2,0.0666666666666667
117,101.467741935484,4.58064516129032,0.290322580645161,0.306451612903226,0.225806451612903,0.129032258064516,0.612903225806452,0.580645161290323,0.967741935483871,0.0967741935483871,0.419354838709677,0.483870967741935,0.451612903225806,0.0645161290322581,1.7741935483871,0.5
118,135.677419225806,5.09677419354839,0.370967741935484,0.693548387096774,0.0645161290322581,0.032258064516129,0.483870967741935,0.709677419354839,0.967741935483871,0.032258064516129,0.225806451612903,0.225806451612903,0.612903225806452,0.516129032258065,1.93548387096774,0.133333333333333
