song,duration,number_of_distinct_voices,mean_interval,modal_interval,distance_btwn_modal_intervals,modal_interval_prevalence,rel_strength_modal_intervals,common_intervals_count,amount_of_arpeggiation,stepwise_motion,melodic_thirds,direction_of_motion,duration_of_melodic_arcs,size_of_melodic_arcs,modal_pitch_prev,modal_pitchcls_prev,rel_strength_top_pitches,rel_strength_top_pitchcls,interval_btwn_strongest_pitches,interval_btwn_strongest_pitchcls,number_of_common_pitches,pitch_variety,pitch_class_variety,range,note_density,average_note_duration,maximum_note_duration,minimum_note_duration,variability_of_note_duration,initial_tempo,quality,tonal_certainty_metrics_0,tonal_certainty_metrics_1,tonal_certainty_metrics_2,tonal_certainty_metrics_3,tonal_certainty_metrics_4,tonal_certainty_metrics_5,tonal_certainty_metrics_6,tonal_certainty_metrics_7,tonal_certainty_metrics_8,tonal_certainty_metrics_9,tonal_certainty_metrics_10,tonal_certainty_metrics_11,tonal_certainty_metrics_12,tonal_certainty_metrics_13,tonal_certainty_metrics_14,tonal_certainty_metrics_15,tonal_certainty_metrics_16,tonal_certainty_metrics_17,tonal_certainty_metrics_18,tonal_certainty_metrics_19,tonal_certainty_metrics_20,tonal_certainty_metrics_21,tonal_certainty_metrics_22,tonal_certainty_metrics_23,class,key1,key2,key3,key4,key5,melodic_interval_histogram_0,melodic_interval_histogram_1,melodic_interval_histogram_2,melodic_interval_histogram_3,melodic_interval_histogram_4,melodic_interval_histogram_5,melodic_interval_histogram_6,melodic_interval_histogram_7,melodic_interval_histogram_8,melodic_interval_histogram_9,melodic_interval_histogram_10,melodic_interval_histogram_11,melodic_interval_histogram_12,melodic_interval_histogram_13,melodic_interval_histogram_14,melodic_interval_histogram_16,melodic_interval_histogram_17
48,55.563999,1,2.7160494,2,10,.8888889,.083333336,1,.11111111,.8888889,.012345679,.5316456,1.7173913,4.521739,.41379312,.41379312,.6388889,.77777779,2,2,3,4,3,12,1.565762,.63866669,1.8835254,.23544067,.46531156,63.710316,0,.57873988,.50787807,.45623115,.36833727,.2712374,.229683,.1825967,.18092094,.15657669,.13502724,.13417773,.12563716,-.099001192,-.1645321,-.18935518,-.1903473,-.19049841,-.19883724,-.32648391,-.34967577,-.37745237,-.39436832,-.4202868,-.42620465,,21,9,2,7,18,.024691358,0,.8888889,0,.012345679,0,0,0,0,0,0,0,.074074075,0,0,0,0
49,101.736,1,3.0754716,4,3,.28930819,.82608694,3,.56603771,.3144654,.43396226,.39864865,1.804878,5.9024391,.28248587,.28248587,.57999998,.72000003,3,5,5,10,8,13,1.7397971,.51143658,1.660996,.2076245,.27120864,72.245811,1,.77600181,.65216058,.5784381,.31408045,.25770673,.22858435,.19745402,.10299607,.079663523,.061525181,-.081611156,-.081990771,-.088882029,-.13394874,-.14770235,-.21095027,-.21138696,-.21317138,-.22841689,-.2601831,-.35431355,-.38084152,-.41905496,-.43615717,,15,6,11,22,18,.069182388,.2389937,.075471699,.1446541,.28930819,.075471699,.03773585,.062893085,.006289308,0,0,0,0,0,0,0,0
50,100.692,1,1.5535715,3,3,.51785713,.93103451,2,1,0,.51785713,.50344825,1.074074,3.2,.64238411,.64238411,.556701,.556701,3,9,2,2,2,3,2.9992452,.29487705,1.0827097,.13533871,.10800859,110.83304,1,.75968099,.63276923,.47930381,.46523288,.12886445,.12615557,.085022293,.061514661,.037620358,.028703272,-.032530028,-.035342,-.068453982,-.07853429,-.086863726,-.087048545,-.12033681,-.15367597,-.26956534,-.2916286,-.35388917,-.40257621,-.40368503,-.4207378,,21,0,5,12,7,.48214287,0,0,.51785713,0,0,0,0,0,0,0,0,0,0,0,0,0
51,32.615002,1,1.054054,0,1,.54054052,.30000001,4,.72972971,.27027026,.16216215,.58823532,1.2592592,2.7777777,.29268292,.29268292,.83333331,.83333331,5,5,4,5,5,7,2.5141807,.37249032,1.0353968,.1294246,.17433433,115.89759,0,.60442036,.58954477,.48824626,.469289,.41780728,.41573206,.3003183,.21850088,.15636669,.13097049,.064846218,.036410213,-.063769653,-.098788589,-.13999373,-.22371162,-.25418705,-.39275813,-.39618957,-.39720473,-.40959013,-.41242197,-.484698,-.61913937,,12,5,14,10,0,.54054052,.16216215,.10810811,.16216215,0,0,0,.027027028,0,0,0,0,0,0,0,0,0
52,86.417,1,1.247619,0,2,.48095238,.86138612,3,.58571428,.41428572,.10476191,.40366971,1.2528735,2.9885058,.40552995,.40552995,.96590906,.96590906,2,2,3,3,3,4,2.51108,.39823502,1.0136892,.25342229,.19245003,118.37949,1,.48011905,.47942898,.43205845,.40096182,.33379373,.29454124,.19343421,.18769081,.18500271,.1663637,.065615654,.06186609,-.040351111,-.082835257,-.13642836,-.15684816,-.19701332,-.23992667,-.31705925,-.37272266,-.39172539,-.4119468,-.45667014,-.4773494,,12,10,5,0,19,.48095238,0,.41428572,0,.10476191,0,0,0,0,0,0,0,0,0,0,0,0
53,151.10201,1,.50612247,0,3,.84081632,.13592233,2,.95510203,.020408163,.11428571,.41025642,1.5599999,4.8400002,.65789473,.65789473,.47428572,.47428572,3,3,2,4,4,8,1.7604003,.56805265,5.4653916,.16074681,.89638472,93.314453,0,.69293344,.62543422,.58111304,.45528746,.20674543,.15087722,.14626631,.058266968,-.0092186751,-.025397573,-.026598711,-.052879773,-.083601817,-.12671846,-.13078992,-.18624727,-.20385253,-.21078356,-.23507154,-.28225166,-.29301125,-.33341512,-.35244021,-.36464602,,6,18,15,11,23,.84081632,0,.020408163,.11428571,0,.024489796,0,0,0,0,0,0,0,0,0,0,0
54,179.01601,1,.99130434,0,2,.55652171,.46875,3,.59420288,.36231884,.031884059,.27450982,2.283582,4.9104476,.28184283,.28184283,.81730771,.81730771,2,2,4,10,9,13,2.0612683,.48150876,2.6785436,.22321197,.2494594,67.200699,0,.80007249,.5483256,.54109412,.51107323,.47821575,.41001186,.34245926,.2656078,.11370187,.098215953,.087851249,.074815795,-.00077942217,-.20446257,-.21333398,-.23133074,-.26955587,-.29213086,-.41934389,-.43879715,-.52107435,-.52545691,-.54889393,-.60628533,,6,15,1,11,20,.55652171,.10144927,.26086956,.026086956,.0057971017,.04057971,0,.0057971017,.0028985508,0,0,0,0,0,0,0,0
55,139.771,1,1.6209151,1,2,.29738563,.85714287,4,.46732026,.5163399,.2647059,.54098362,1.6052631,3.2434211,.3429395,.3429395,.52941179,.52941179,1,1,5,8,8,10,2.4826324,.36127523,.77650553,.1294176,.15307811,115.90387,0,.80725598,.58803439,.37056839,.28464088,.26956519,.21410061,.15382525,.14451794,.091826342,.066918336,.059893344,.025075214,-.037866727,-.063819706,-.093763098,-.14346713,-.15347229,-.30804092,-.32555702,-.32560363,-.38067403,-.38931051,-.39269063,-.46195614,,16,4,11,9,13,.20261438,.29738563,.21895425,.25490198,.0098039219,.01633987,0,0,0,0,0,0,0,0,0,0,0
56,55.006001,1,1.4833333,0,2,.58333331,.29523811,3,.66666669,.19444445,.050000001,.34666666,1.744186,6.0232558,.24468085,.35106382,.86956519,.71212119,5,7,4,13,9,20,3.417809,.27217218,.42640311,.10660078,.095999926,140.71193,0,.8338452,.74719453,.63906676,.50520992,.41646063,.38944599,.32794282,.28579271,.26945186,.10226426,.055635139,.0071236012,-.0021087916,-.1046157,-.17788666,-.31639588,-.40807688,-.40907985,-.45669726,-.48705438,-.52182305,-.52411187,-.5830403,-.58854264,,3,10,15,22,12,.58333331,.022222223,.17222223,.044444446,.0055555557,.12222222,.011111111,.033333335,0,.0055555557,0,0,0,0,0,0,0
57,77.378998,1,1.1870503,0,2,.52517986,.53424656,3,.58992803,.41007194,.021582734,.18181819,2.75,6.5833335,.34931508,.34931508,.58823532,.58823532,3,9,4,7,7,10,1.8868169,.46076956,5.5270715,.15791632,.78644019,94.987015,0,.69944268,.58224833,.57866871,.45320281,.4268316,.41132659,.28214058,.22460444,.19242401,.16027783,.12034468,-.02084971,-.082835481,-.10732732,-.10989728,-.23894612,-.28983018,-.34530655,-.37242615,-.40468404,-.45951533,-.55719626,-.56181657,-.58088136,,8,22,1,17,20,.52517986,.1294964,.28057554,.021582734,0,0,0,0,0,0,.043165468,0,0,0,0,0,0
58,134.90401,1,1.0967118,0,2,.55319148,.51748252,3,.68471956,.30367506,.12379111,.46551725,1.9333333,4.7083335,.30129391,.30129391,.77300614,.77300614,2,2,4,9,8,13,3.9954338,.24858791,.91512042,.07626003,.1098237,98.347717,0,.70092863,.68123209,.56931919,.52844423,.44999987,.40887016,.33378083,.28885365,.20361061,.17513186,.11565612,.11368468,-.07161025,-.089642681,-.22541174,-.22725317,-.27053308,-.34568563,-.44616261,-.48184651,-.53363216,-.58877981,-.59119588,-.69775832,,6,1,20,22,8,.55319148,.017408123,.28626692,.10058027,.023210831,.011605415,0,.0077369441,0,0,0,0,0,0,0,0,0
59,82.485001,1,1.2833333,1,1,.57499999,.33333334,4,.23333333,.76666665,.10833333,.2857143,1.8103448,2.6379311,.49668875,.49668875,.40000001,.40000001,1,1,4,5,5,5,1.8306359,.43292668,1.0267842,.1711307,.30940977,87.652298,1,.52106857,.5190466,.46375516,.23636228,.2223496,.1783977,.11280029,.10396472,.077155553,.067838132,.055874519,.050648626,-.11030888,-.13232014,-.16609225,-.19331551,-.19866294,-.2278602,-.24698682,-.25330034,-.25546718,-.26292345,-.2732352,-.28878891,,21,9,18,4,2,.125,.57499999,.19166666,.10833333,0,0,0,0,0,0,0,0,0,0,0,0,0
60,136.179,1,1.173913,2,2,.48913044,.93333334,2,.5,.49456522,.043478262,.36000001,1.5151515,3.2121212,.33644861,.33644861,.95833331,.95833331,4,4,3,7,7,10,1.5714611,.55027407,1.9736087,.21928985,.35330224,68.402618,0,.72949368,.51515424,.43187395,.4162465,.29921204,.29797059,.12633891,.077307642,.059373781,.030639559,.023825528,-.020490089,-.044768248,-.047440242,-.0827161,-.11991441,-.17319666,-.27955848,-.31065351,-.31775686,-.32127258,-.38719466,-.43843332,-.46404123,,2,23,18,14,9,.45652175,.0054347827,.48913044,.010869565,.032608695,.0054347827,0,0,0,0,0,0,0,0,0,0,0
61,160.312,1,2.1544502,2,1,.43455496,.46987951,5,.33769634,.63874346,.19895288,.38260868,2.5,6.2119565,.32492998,.32492998,.75,.78160918,3,7,3,11,8,17,4.2666798,.23437427,3.1053171,.12938821,.15536128,231.86037,0,.84019595,.74955559,.55135053,.39055735,.38863823,.30494803,.24987715,.096493617,.051178429,.0031928991,-.023342567,-.045112886,-.067585438,-.095812432,-.12092085,-.15512684,-.18974228,-.27702227,-.32172683,-.34966895,-.42067471,-.46142915,-.53963184,-.5581907,,1,17,8,13,22,.099476442,.20418848,.43455496,.10732985,.091623038,.023560209,0,.039267015,0,0,0,0,0,0,0,0,0
62,130.13,1,2.4738371,0,5,.4505814,.29677418,4,.70058137,.13662791,.1627907,.3968254,1.7181818,7.6272726,.2924282,.33159268,.66071427,.88188976,2,5,5,6,5,12,2.9432106,.31230927,1.3144444,.10953704,.15469125,136.93999,0,.93831754,.65644908,.54431951,.45487759,.41753191,.40897954,.38930741,.263769,.10497526,.076488927,.042603768,.038061898,-.19909379,-.23316678,-.27106741,-.28754756,-.29297683,-.31034794,-.37742865,-.41256022,-.45774689,-.49280939,-.49365297,-.50728303,,7,19,0,2,16,.4505814,.046511628,.090116277,.046511628,.11627907,.13372093,0,.061046511,.029069768,0,0,0,.02616279,0,0,0,0
63,156.683,2,.91336632,0,2,.58663368,.49789029,2,.63118809,.3490099,.044554457,.45808384,1.1971326,4.2867384,.32369941,.50289017,.8035714,.65134102,17,5,4,16,9,30,5.0164981,.32566804,1.3391709,.055798788,.15461756,134.41151,0,.79395801,.72134054,.57273471,.50726837,.33973533,.32986668,.24754609,.23649389,.16041209,.12076009,.059464663,-.089879565,-.14367768,-.14834853,-.17072862,-.28559491,-.33867335,-.36551204,-.37463909,-.38210908,-.4291262,-.44063547,-.44947335,-.47118253,,10,22,5,17,3,.58663368,.056930695,.29207921,.017326733,.027227722,.014851485,.0024752475,0,0,.0024752475,0,0,0,0,0,0,0
64,223.51401,2,1.9322034,2,2,.44858757,.38035265,4,.36497176,.58644068,.19096045,.37057221,1.9265091,4.4645667,.19301848,.22997947,.82978725,.84821427,4,5,6,17,12,17,4.3576689,.34316587,1.7613397,.08806698,.2408094,85.162453,0,.90897447,.73973584,.59593898,.56960696,.41976696,.38338983,.26012447,.18754034,.17436641,.17280343,.014788931,-.046172239,-.074089244,-.10060128,-.14675561,-.20272563,-.21392711,-.2169936,-.42902145,-.49397755,-.49546534,-.56751734,-.69983262,-.73995763,,8,17,3,12,1,.17062147,.1378531,.44858757,.1559322,.035028249,.044067796,.0011299435,.0022598871,.0022598871,0,0,0,.0011299435,.0011299435,0,0,0
65,169.42599,1,1.691689,0,1,.43967828,.35365853,4,.74530834,.20911528,.27613941,.25358853,2.0096154,6.0192308,.24413146,.25586855,.57692307,.85321099,8,4,5,18,10,26,2.5143721,.38178453,1.6417248,.10944832,.28575787,91.367325,0,.84386814,.68238473,.495114,.42953992,.38879123,.34786609,.24436238,.19066282,-.061947703,-.066663556,-.080886565,-.092175484,-.11641751,-.12004223,-.12088099,-.12638837,-.13134056,-.16734746,-.26766953,-.36906686,-.40381524,-.49515772,-.50122446,-.50156504,,7,23,16,19,2,.43967828,.15549597,.053619303,.13404825,.14209116,.026809651,.01608579,.029490616,.0026809652,0,0,0,0,0,0,0,0
66,140.01401,2,1.1308725,0,2,.64765102,.26943004,2,.7214765,.23825504,.030201342,.47619048,1.75,5.4499998,.49100256,.57583547,.42408377,.36160713,8,8,2,12,9,24,2.7782936,.38055855,1.8878292,.1048794,.2219785,95.34761,1,.75790745,.69094002,.45672852,.43992609,.37848234,.36430845,.1724741,.1220438,.061584018,.035673123,.01445212,-.013498265,-.048548725,-.12318253,-.1786492,-.19092874,-.28475341,-.29874188,-.32368821,-.38276559,-.39411083,-.3959218,-.42977265,-.42995819,,14,2,19,7,10,.64765102,.063758388,.17449665,.010067114,.020134227,.040268455,0,.023489933,0,0,0,0,.020134227,0,0,0,0
67,83.603996,1,2.0895522,0,5,.47761193,.625,3,.62686568,.074626863,.14925373,.42857143,1.1864407,4.6610169,.35971224,.35971224,.68000001,.68000001,2,10,4,5,5,7,1.6625999,.5672068,1.5874177,.26456961,.28484619,56.69585,1,.7042737,.63661909,.62060803,.44161174,.41375956,.40769646,.24011649,.23558731,.23526241,.23009174,.18028353,-.080263965,-.10330863,-.11864688,-.14132835,-.20779637,-.23370542,-.42960739,-.43579653,-.45805389,-.48502663,-.50151819,-.50718671,-.64367115,,22,3,10,12,15,.47761193,0,.074626863,.14925373,0,.29850745,0,0,0,0,0,0,0,0,0,0,0
68,137.554,2,1.4521073,0,2,.4789272,.49599999,3,.67432952,.2835249,.18390805,.3943662,1.6771654,4.4566927,.15555556,.29074073,.8214286,.72611463,4,8,3,18,9,27,3.009727,.31657502,1.505379,.18817237,.20366582,159.4283,0,.85839158,.6970129,.62314308,.61864513,.45484918,.41286954,.34273353,.21387631,.20057873,.16065143,.023779949,.0081274221,-.058704719,-.085799359,-.2282467,-.27700511,-.29694772,-.31005153,-.4139232,-.46562123,-.54748112,-.6341418,-.64717877,-.64955759,,17,12,8,5,0,.4789272,.045977011,.23754789,.1724138,.011494253,.026819924,0,.0038314175,.01532567,0,.0038314175,0,.0038314175,0,0,0,0
69,44.855999,1,1.7058823,0,2,.39495799,.89361703,4,.63025212,.36134455,.21008404,.6111111,2,5.4444447,.2734375,.3203125,.94285715,.9512195,2,2,4,9,5,17,2.8535759,.35043749,1.0536644,.15052348,.18919516,99.652222,0,.60563064,.57833493,.5189274,.36573091,.34241721,.33868936,.21821751,.17220147,.1430176,.12373896,.10418517,.093008928,.031623594,-.036390938,-.16813092,-.23405571,-.25331885,-.26201302,-.28602883,-.30315623,-.48908693,-.51073802,-.53008127,-.56272292,,13,9,4,18,23,.39495799,.0084033618,.35294119,.1092437,.10084034,.0084033618,0,.016806724,0,0,0,0,.0084033618,0,0,0,0
70,22.816999,1,.7352941,0,2,.75,.13725491,2,.88235295,.10294118,.13235295,.64705884,1.8888888,5.3333335,.45833334,.45833334,.75757575,.75757575,1,1,3,5,5,7,3.1555419,.29577592,.57042497,.19014166,.10457258,157.7771,0,.56776834,.52583498,.48530832,.31953493,.31922302,.31423262,.19869448,.095904619,-.03451702,-.03723501,-.039730217,-.053900514,-.053941254,-.080178544,-.11908632,-.14666763,-.15599778,-.21116127,-.25719875,-.26893273,-.29424125,-.32650071,-.33100098,-.41621137,,11,23,6,15,22,.75,0,.10294118,.073529415,.05882353,.014705882,0,0,0,0,0,0,0,0,0,0,0
71,135.968,1,1.538071,2,1,.59898478,.41525424,3,.13705584,.84771574,.005076142,.52631581,2.2207792,3.8961039,.26576576,.26576576,.91525424,.91525424,3,3,5,6,6,9,1.6327372,.55421519,2.8738282,.17961426,.41644016,83.512299,1,.74925762,.50709999,.42554033,.33328146,.29606113,.28403383,.24846293,.21403548,.21363853,.13644744,.045092035,.024712492,-.041797549,-.1613891,-.20549747,-.21487302,-.24570073,-.26119128,-.27035257,-.28975463,-.38984308,-.39592165,-.4535284,-.54781383,,12,3,10,8,5,.13197969,.24873096,.59898478,.005076142,0,.015228426,0,0,0,0,0,0,0,0,0,0,0
72,66.308998,1,3.2249999,0,5,.38749999,.77419353,2,.64999998,.050000001,.15000001,.42857143,1.6333333,8.4333334,.40963855,.42168674,.58823532,.97142857,7,5,4,5,4,12,1.2517154,.79164088,1.8084272,.60280907,.29483587,99.533997,0,.80707598,.74521065,.6348933,.57025146,.46708453,.25423616,.21681763,.15764348,.076215424,.050433267,.047941789,.0033990743,-.04681104,-.04686391,-.33406299,-.34798068,-.3512924,-.35640594,-.36242381,-.38139737,-.42264155,-.44418263,-.46581993,-.47132057,,11,6,23,18,15,.38749999,0,.050000001,.075000003,.075000003,.30000001,0,.050000001,0,0,0,0,.0625,0,0,0,0
73,58.863998,1,1.5454545,2,2,.49242425,.56923079,4,.38636363,.58333331,.10606061,.37894738,2.5,5.3157897,.30496454,.30496454,.86046511,.86046511,2,2,4,7,7,9,2.3953519,.35744607,1.154196,.19236602,.2216302,77.976349,0,.6308018,.62866235,.54534662,.44381422,.36927381,.35515097,.29857695,.22339046,.15285917,.062168051,.026294153,-.015734734,-.016838573,-.077343583,-.13304016,-.24480401,-.28614113,-.2986466,-.35446852,-.38677141,-.39466363,-.48942655,-.51660895,-.52185071,,4,9,16,18,2,.28030303,.090909094,.49242425,.10606061,0,.030303031,0,0,0,0,0,0,0,0,0,0,0
74,15.286,1,1.7692307,0,2,.42307693,.36363637,4,.65384614,.26923078,.1923077,.46666667,2.5,6.5,.4375,.4375,.35714287,.35714287,2,5,4,8,7,12,2.0934188,.40802473,.63691664,.21230556,.1572472,94.20385,0,.69515687,.67977041,.6280396,.50116783,.34108904,.2906836,.26274964,.21211362,.20169947,.1786602,.093250059,.018857872,-.022151234,-.057034407,-.2594001,-.29397315,-.30503213,-.37553316,-.43179575,-.43623078,-.46829039,-.46833587,-.48628435,-.49917695,,0,12,5,17,21,.42307693,.11538462,.15384616,.07692308,.11538462,.07692308,0,.03846154,0,0,0,0,0,0,0,0,0
75,85.044998,1,1.6597939,2,2,.50515461,.46938777,4,.40206185,.59793812,.16494845,.43243244,1.8974359,4.025641,.21929824,.21929824,.75999999,.75999999,2,2,4,11,11,10,1.3404669,.67334557,2.208961,.13806006,.53599745,108.64836,1,.55401224,.4941361,.45579669,.30440643,.28980342,.25872001,.20069651,.12937187,.073914737,.019429851,-.0021299671,-.074955329,-.087945126,-.087980695,-.1268705,-.1269688,-.13257825,-.13328989,-.24605183,-.24947917,-.29593533,-.31980801,-.42723066,-.46906427,,13,4,11,9,20,.2371134,.092783503,.50515461,.10309278,.06185567,0,0,0,0,0,0,0,0,0,0,0,0
76,82.328003,1,1.6653544,0,2,.53543305,.29411766,4,.68897641,.15748031,.13779527,.43220338,1.9344262,6.852459,.43609023,.43609023,.36206895,.38793105,3,7,5,8,6,15,3.2309785,.26572031,1.2048,.1004,.14987886,149.40239,1,.84555054,.67749268,.45784065,.38204065,.31648517,.29055652,.27175283,.26881748,.26046568,.16623855,.066105664,.045990709,-.10714419,-.11381409,-.16694728,-.27104869,-.30035108,-.34240878,-.38469186,-.40084931,-.4231956,-.47097421,-.52612895,-.54178315,,13,1,6,4,18,.53543305,0,.15748031,.12204725,.015748031,.1456693,0,.015748031,.0039370079,0,0,0,0,.0039370079,0,0,0
77,82.266998,1,1.7702702,0,2,.45945945,.55882353,3,.45945945,.2972973,0,.4375,2.2857144,7.2857141,.44585988,.44585988,.71428573,.71428573,2,2,3,6,6,10,1.9084201,.52104986,.92434829,.11554354,.20102513,64.910599,0,.64937353,.53328681,.49646857,.48463231,.40433148,.3208088,.30202872,.26945937,.19504157,.12771845,.10048323,.051901493,-.070245653,-.071618661,-.13518098,-.26658863,-.31690753,-.35259303,-.39882597,-.40965447,-.41783273,-.48922929,-.50112873,-.50572854,,4,11,16,18,9,.45945945,.040540539,.25675675,0,0,.24324325,0,0,0,0,0,0,0,0,0,0,0
78,94.603996,1,1.6294278,0,3,.50681198,.39247313,3,.80653954,.15531336,.25340599,.46961325,1.7572815,5.7184467,.31818181,.31818181,.89915967,.89915967,3,3,4,6,5,13,3.9533212,.25111556,1.2018657,.1716951,.14176588,174.72835,0,.89602631,.64496493,.60058457,.5820716,.48650208,.30274016,.30075079,.0161462,.01089209,-.015317523,-.023930207,-.033648055,-.046507481,-.10160688,-.11841248,-.14748982,-.19474861,-.3246094,-.3577753,-.39988133,-.41752219,-.4676263,-.58430719,-.60729599,,4,20,11,13,16,.50681198,.010899182,.14441417,.19891009,.054495912,.03814714,0,.046321526,0,0,0,0,0,0,0,0,0
79,106.179,2,.75526744,0,4,.81523502,.21272366,2,.99189627,0,.17666127,.48275861,1.137255,4.5294118,.5812102,.5812102,.62191778,.62191778,4,4,2,5,4,13,5.9051223,.33055454,3.7093101,.23183188,.2604416,129.40411,1,.63714206,.54563498,.49083719,.46911731,.33547992,.20709875,.11427521,.099133454,.069666252,.050889473,-.028874088,-.043135725,-.070856541,-.11907353,-.16964427,-.20585579,-.22810012,-.23485252,-.25676486,-.28020129,-.29742876,-.31080529,-.38261437,-.39106756,,23,7,11,16,20,.81523502,0,0,.003241491,.17341977,.0048622368,0,0,.0016207455,.0016207455,0,0,0,0,0,0,0
80,115.186,1,1.4243902,0,3,.51219511,.53333336,3,.79024392,.15609756,.27804878,.47999999,1.4705882,4.25,.62447256,.62447256,.2972973,.2972973,3,3,3,7,7,10,2.0575416,.43687665,.63814956,.15953739,.16508877,94.021843,0,.70898241,.61049122,.60704684,.50814766,.22847416,.16842894,.13930298,.085476466,.032692317,.031858027,.012623667,-.03784037,-.044987082,-.081660852,-.13492389,-.18893024,-.20152184,-.22025783,-.2720091,-.30446061,-.37105945,-.38222012,-.44189775,-.45175555,,4,13,16,9,11,.51219511,0,.15609756,.27317074,.0048780488,.048780486,.0048780488,0,0,0,0,0,0,0,0,0,0
81,31.978001,1,.83999997,0,2,.60000002,.33333334,3,.72000003,.28,.12,.40000001,1.4285715,2.7142856,.44827586,.44827586,.92307693,.92307693,1,1,2,5,5,5,.90687346,1.1026896,2.6648333,.2960926,.65472072,101.31966,0,.38817978,.38490894,.33444262,.29002923,.28622589,.27768755,.25135687,.12420519,.11374905,.1066317,-.044092435,-.061296955,-.063491032,-.15087411,-.15279672,-.17333277,-.17898849,-.18488505,-.2278752,-.24475801,-.24697013,-.25158185,-.25195676,-.32451734,,4,16,15,3,13,.60000002,.079999998,.2,.12,0,0,0,0,0,0,0,0,0,0,0,0,0
82,59.124001,2,2,0,2,.40000001,.5,4,.60000002,.2,.2,.64999998,1.5151515,1.1212121,.23992674,.47069597,.97709924,.86381322,17,5,5,6,4,17,4.9387727,.33388656,1.1944243,.14930303,.16221642,200.93362,0,.75575793,.70362794,.64484447,.46422452,.46285474,.21919829,.20105907,.14438111,.071419246,.032497492,-.033034679,-.037197676,-.060686335,-.161579,-.20999698,-.25864455,-.3064785,-.31064066,-.34749198,-.3644349,-.36481562,-.39796978,-.41461587,-.43227828,,10,5,22,14,17,.40000001,0,.2,.2,0,.2,0,0,0,0,0,0,0,0,0,0,0
83,192.745,2,1.8516747,2,2,.50717705,.49056605,3,.45773524,.50717705,.20893142,.28025478,2.1409092,5.2363634,.19791667,.32886904,.66165411,.74660635,12,10,5,10,5,21,3.4864717,.28500429,1.0475272,.06547045,.21624413,229.11101,0,.75721681,.68674809,.60174298,.56223136,.44302005,.41268006,.41250527,.28242463,.26256803,.19307111,.1327557,.059577141,-.089345932,-.12714486,-.21271233,-.21659653,-.30674034,-.39858788,-.49553442,-.50186598,-.57748353,-.57957131,-.63001031,-.67094779,,6,1,13,11,15,.24880382,0,.50717705,.1738437,.03508772,.03508772,0,0,0,0,0,0,0,0,0,0,0
84,179.644,2,1.163915,2,2,.52004719,.78911567,2,.42924529,.57075471,.018867925,.44800001,1.4204545,2.7926137,.42134213,.42134213,.94516969,.94516969,2,2,3,6,6,7,5.0600076,.22851443,1.5986118,.099913239,.097974166,150.13026,0,.4615432,.45025873,.43763632,.36992267,.33780345,.33183753,.274822,.22403526,.22011568,.081904627,.039039683,-.0020030108,-.0047458988,-.084414385,-.09759479,-.17813197,-.22310275,-.25393915,-.3133055,-.31932622,-.37357286,-.45127439,-.45974708,-.46776113,,12,14,0,5,7,.41037735,.050707549,.52004719,.0023584906,.016509434,0,0,0,0,0,0,0,0,0,0,0,0
85,157.855,1,1.9285715,0,3,.44217688,.5,3,.7482993,.1462585,.24489796,.60975611,1.9294118,6.5882354,.37573963,.37573963,.52755904,.57480317,3,9,4,12,9,16,2.1412055,.33657053,1.89426,.078927502,.17322855,95.023918,0,.5774917,.56206745,.5450182,.30042785,.27732059,.20187391,.071325697,.060487162,-.025594229,-.02711159,-.036592599,-.047259044,-.048571762,-.076058947,-.090895638,-.11029546,-.17746925,-.18075821,-.20033777,-.20864198,-.27906376,-.28427926,-.2858091,-.51727402,,5,21,0,12,17,.44217688,.12244898,.023809524,.22108844,.023809524,.06122449,.044217687,.06122449,0,0,0,0,0,0,0,0,0
86,46.013,1,2.1833334,0,4,.28333333,.82352942,4,.70833331,.25,.41666666,.48837209,1.6226416,4.8679247,.24615385,.24615385,.8125,.8125,2,2,6,7,7,11,2.8252885,.32925224,.95117313,.11889664,.17168967,126.16,0,.77312636,.56672603,.53152704,.45867994,.44408569,.44270122,.35144925,.33233321,.2593179,.1824962,.12804359,-.038322702,-.040776692,-.077010751,-.15547296,-.33215573,-.40514767,-.40762818,-.41340289,-.42614692,-.51115525,-.53161114,-.54839289,-.58326268,,7,0,19,14,2,.28333333,.06666667,.18333334,.18333334,.23333333,.041666668,0,.0083333338,0,0,0,0,0,0,0,0,0
87,56.331001,1,1.3563218,0,4,.59770113,.32692307,3,.91954023,.080459774,.29885057,.25714287,2.9166667,8.833333,.36363637,.36363637,.91666669,.91666669,7,7,3,5,5,10,1.7574693,.51465732,.6329326,.3164663,.15310486,94.796829,0,.87425023,.70903301,.58881271,.4547796,.37445837,.32873181,.28502253,.15253894,.01828222,-.034332991,-.036243424,-.046431594,-.09812893,-.12221292,-.12243704,-.18475612,-.18823534,-.29564998,-.34654787,-.36203057,-.38823292,-.45649791,-.54825932,-.55591255,,0,16,7,12,21,.59770113,.057471264,.022988506,.10344828,.19540229,0,0,.022988506,0,0,0,0,0,0,0,0,0
